문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q5446,D08,2,계산,학습,"△ABC에서 DE//BC이고 AD=4, DB=6, BC=15이다. DE의 길이는?",6,DE/BC=AD/AB=4/(4+6)=4/10=2/5. DE=15×(2/5)=6.,10,D08,DE=AD+DB=10으로 잘못 답했습니다.,9,D08,DE=BC×(DB/AB)=15×(6/10)=9로 비를 거꾸로 적용했습니다.,15,D08,DE=BC로 착각했습니다.,4,D08,DE=AD=4로 착각했습니다.,
Q5447,D08,2,계산,학습,"△ABC에서 DE//BC이고 AE=5, EC=10, BC=12이다. DE의 길이는?",4,AE:AC=5:(5+10)=5:15=1:3. DE/BC=1/3. DE=12×(1/3)=4.,6,D08,DE=BC÷2=6으로 임의로 계산했습니다.,8,D08,AE/EC=5/10=1/2이므로 DE=BC/2=6... 또는 다른 잘못된 계산입니다.,10,D08,EC의 값을 DE로 착각했습니다.,12,D08,DE=BC=12로 착각했습니다.,
Q5448,D08,2,계산,학습,"△ABC에서 DE//BC이고 BC//DE, AD=6, DB=4, EC=8이다. AE의 길이는?",12,AD:DB=AE:EC이므로 6:4=AE:8 → AE=8×(6/4)=12.,6,D08,AE=AD=6으로 착각했습니다.,4,D08,AE=DB=4로 착각했습니다.,48,D08,AD×DB=6×4=24 또는 AD×EC=6×8=48로 잘못 곱했습니다.,10,D08,AD+DB=10=AE로 착각했습니다.,
Q5449,D08,2,계산,학습,"△ABC에서 DE//BC이고 AD=3, DB=2이다. △ADE의 넓이와 △ABC의 넓이의 비는?",9:25,AD:AB=3:5. 닮음비 3:5이므로 넓이의 비=3²:5²=9:25.,3:5,D08,넓이의 비=닮음비로 착각했습니다.,1:4,D08,닮음비 3:5의 차(2)를 이용하여 잘못 계산했습니다.,9:4,D08,AB²:AD²=25:9를 거꾸로 적용했습니다.,3:2,D08,AD:DB=3:2를 넓이비로 잘못 답했습니다.,
Q5453,D08,2,개념,진단,"△ABC에서 DE//BC이고 AD=4, DB=6이다. AE=6이면 EC의 길이는?",9,AD:DB=AE:EC이므로 4:6=6:EC → EC=6×6/4=9.,4,D08,AD와 EC가 같다고 착각하여 EC=AD=4로 답했습니다.,6,D08,DB와 EC가 같다고 착각하여 EC=DB=6으로 답했습니다.,24,D08,AD×DB=4×6=24를 EC로 착각했습니다.,10,D08,AD+DB=4+6=10을 EC로 착각했습니다.,
Q5644,D08,2,계산,학습,"△ABC에서 DE//BC이고 AD=5, DB=10이다. AE=4이면 EC의 길이는?",8,AD:DB=1:2이므로 AE:EC=1:2. EC=4×2=8,5,D08,AD의 값을 그대로 씀,4,D08,AE=EC로 오해함,2,D08,4÷2=2로 잘못 계산함,6,D08,임의의 값을 씀,
Q5645,D08,2,계산,학습,"△ABC에서 DE//BC이고 AD=4, DB=8, BC=9이다. DE의 길이는?",3,AD:AB=4:12=1:3이므로 DE:BC=1:3. DE=9÷3=3,6,D08,AD:DB=1:2를 DE:BC에 그대로 적용함,4,D08,AD의 값을 DE로 씀,12,D08,9×(4/3)으로 잘못 계산함,9,D08,DE=BC로 오해함,
Q5646,D08,2,계산,학습,△ABC에서 DE//BC이고 AD:DB=3:5이다. △ADE의 넓이가 9이면 △ABC의 넓이는?,64,닮음비=AD:AB=3:8. 넓이비=9:64. △ABC=9×(64/9)=64,25,D08,닮음비 3:5를 잘못 적용하여 9×(25/9)=25로 계산함,40,D08,9×(5/1)=45 등 잘못 계산함,36,D08,닮음비를 넓이비로 혼동하여 9×4=36으로 계산함,16,D08,AB:AD비를 제곱하지 않고 적용함,
Q5647,D08,2,계산,학습,"△ABC에서 DE//BC이고 AE=8, EC=12이다. BC=10이면 DE의 길이는?",4,AE:AC=8:20=2:5이므로 DE:BC=2:5. DE=10×(2/5)=4,6,D08,AE:EC=8:12=2:3에서 DE=10×(2/3)으로 잘못 계산함,8,D08,AE의 값을 그대로 씀,5,D08,DE=BC÷2로 오해함,2,D08,10×(1/5)로 잘못 계산함,
Q5651,D08,2,계산,진단,"△ABC에서 DE//BC이고 AD=2, DB=4, BC=12이다. DE의 길이는?",4,AD:AB=2:6=1:3. DE:BC=1:3. DE=12÷3=4,6,D08,AD:DB=1:2를 DE:BC에 적용하여 12÷2=6으로 계산함,8,D08,BC-AD=10 등 잘못 계산함,3,D08,12×(1/4)=3으로 잘못 계산함,2,D08,AD의 값을 DE로 씀,
Q5842,D08,2,계산,학습,"△ABC에서 DE//BC이고 AD=5, DB=15, BC=20이다. DE의 길이는?",5,AD:AB=5:20=1:4. DE=BC×AD/AB=20×1/4=5입니다.,10,D08,AD:DB=1:3을 잘못 적용하여 20/3이 아닌 10을 도출했습니다.,15,D08,DB를 DE로 착각했습니다.,4,D08,DE=BC/5=4로 잘못 계산했습니다.,20,D08,DE=BC로 착각했습니다.,
Q5843,D08,2,계산,학습,"△ABC에서 DE//BC이고 AE=3, EC=9이면 DE:BC를 나타내면?",1:4,AE:AC=3:12=1:4. DE:BC=AE:AC=1:4입니다.,1:3,D08,AE:EC=3:9=1:3을 DE:BC로 적용했습니다.,3:9,D08,AE:EC를 기약비로 나타내지 않았습니다.,1:2,D08,잘못된 비율 계산으로 1:2를 도출했습니다.,3:12,D08,AE:AC를 기약비로 나타내지 않았습니다.,
Q5844,D08,2,계산,학습,"△ABC에서 DE//BC이고 AD=3, DB=2, BC=10이다. DE의 길이는?",6,AD:AB=3:5. DE=BC×AD/AB=10×3/5=6입니다.,4,D08,DB:AB=2:5를 적용하여 10×2/5=4로 계산했습니다.,15,D08,AD:DB=3:2 비를 직접 곱하여 BC×AD/DB=10×3/2=15로 계산했습니다.,10,D08,DE=BC로 착각했습니다.,3,D08,DE=AD로 착각했습니다.,
Q5845,D08,2,계산,학습,△ABC에서 DE//BC이고 AD:DB=3:4이면 AE:AC를 나타내면?,3:7,AB=AD+DB=7이므로 AE:AC=AD:AB=3:7입니다.,3:4,D08,AD:DB를 AE:AC로 직접 적용했습니다.,4:7,D08,EC:AC=4:7을 AE:AC로 착각했습니다.,3:10,D08,잘못된 분모로 계산하여 3:10을 도출했습니다.,4:3,D08,비의 방향을 반대로 계산했습니다.,
Q5849,D08,2,계산,진단,"△ABC에서 DE//BC이고 AD=3, DB=2, BC=10이다. DE의 길이는?",6,AD:AB=3:5. DE=BC×AD/AB=10×3/5=6입니다.,4,D08,AD:AB 대신 DB:AB=2:5를 적용하여 10×2/5=4로 계산했습니다.,15,D08,AD:DB=3:2를 직접 BC에 곱하여 BC×AD/DB=10×3/2=15로 계산했습니다.,10,D08,평행선 사이의 선분의 길이가 같다고 착각하여 DE=BC=10으로 계산했습니다.,3,D08,DE=AD로 잘못 연결하여 DE=3으로 계산했습니다.,
Q6716,D08,2,계산,학습,"△ABC에서 DE//BC이고 AD=4, DB=6, DE=8이면 BC의 길이는?",20,AD:AB=4:10=2:5이므로 BC=DE×(5/2)=8×(5/2)=20.,12,D08,AD 대신 DB 비율을 적용해 8×(6/4)=12로 계산했습니다.,16,D08,8×2=16으로 잘못 계산했습니다.,8,D08,DE와 BC가 같다고 착각했습니다.,10,D08,AB만큼 DE에 더했습니다.,
Q6717,D08,2,계산,학습,"△ABC에서 DE//BC이고 AE=3, EC=5, BC=16이면 DE의 길이는?",6,AE:AC=3:8이므로 DE=BC×(3/8)=16×(3/8)=6.,9.6,D08,AE:EC=3:5를 직접 적용해 16×(3/5)=9.6으로 계산했습니다.,10,D08,EC:AC=5:8로 역비를 적용했습니다.,8,D08,BC의 절반으로 착각했습니다.,3,D08,AE와 같다고 착각했습니다.,
Q6718,D08,2,계산,학습,△ABC에서 DE//BC이고 AD:DB=2:3이다. △ADE의 넓이가 8이면 △ABC의 넓이는?,50,"AD:AB=2:5, 넓이비=(2/5)²=4/25이므로 △ABC=8×(25/4)=50.",20,D07,8×(5/2)=20으로 닮음비를 그대로 적용했습니다.,18,D07,8×(9/4)=18로 잘못 계산했습니다.,32,D07,8×4=32로 넓이비 분모만 곱했습니다.,12,D08,비율 계산을 잘못 했습니다.,
