문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6058,L04,1,개념확인,학습,각기둥의 부피를 구하는 공식으로 옳은 것은?,밑넓이 × 높이,각기둥과 원기둥 모두 부피 = 밑넓이 × 높이가 성립한다. 기둥 형태의 입체는 이 공식이 공통으로 적용된다.,밑넓이 × 높이 × (1/3),L04,밑넓이 × 높이 × (1/3)은 각뿔·원뿔의 부피 공식이다. 기둥에는 1/3을 곱하지 않는다.,밑넓이 × 높이 × 2,L04,×2는 기둥 부피 공식에 필요 없다. 부피 = 밑넓이 × 높이이다.,(4/3)πr³,L04,(4/3)πr³는 구의 부피 공식이다. 각기둥과는 무관하다.,밑변 × 높이,L04,밑변×높이는 평면 삼각형 넓이 공식이다. 각기둥의 부피는 밑넓이×높이이다.,
Q6059,L04,1,계산,학습,밑면이 넓이 12 cm²이고 높이가 5 cm인 삼각기둥의 부피는?,60 cm³,삼각기둥의 부피 = 밑넓이 × 높이 = 12 × 5 = 60 cm³이다.,20 cm³,L04,12 + 5 + 3 = 20은 잘못된 계산이다. 부피 = 12 × 5 = 60 cm³이다.,30 cm³,L04,12 × 5 ÷ 2 = 30은 뿔 공식을 잘못 적용한 오답이다. 기둥의 부피는 밑넓이 × 높이이다.,17 cm³,L03,12 + 5 = 17은 덧셈으로 잘못 계산한 오답이다.,240 cm³,L04,잘못된 계산이다. 부피 = 밑넓이 × 높이 = 12 × 5 = 60 cm³이다.,
Q6060,L04,1,개념확인,학습,구의 부피 공식으로 옳은 것은? (반지름 r),(4/3)πr³,구의 부피 = (4/3)πr³이다. 표면적 4πr²와 혼동하지 않도록 주의한다.,4πr²,L03,4πr²는 구의 표면적 공식이다. 부피는 (4/3)πr³이다.,πr³,L04,πr³는 올바른 구의 부피 공식이 아니다. 구의 부피는 (4/3)πr³이다.,(2/3)πr³,L04,(2/3)πr³는 반구의 부피이다. 구 전체 부피는 (4/3)πr³이다.,πr²h,L04,πr²h는 원기둥의 부피 공식이다. 구의 부피는 (4/3)πr³이다.,
Q6289,L04,1,선택형,학습,"밑면의 반지름이 4 cm, 높이가 5 cm인 원기둥의 부피는?",80π cm³,원기둥 부피 = πr²h = π × 16 × 5 = 80π cm³,40π cm³,L04,πr²h에서 r²=16 대신 r=4로 계산하는 오류,160π cm³,L04,πr²h에서 π × (2r)² × h로 계산하는 오류,(80/3)π cm³,L04,원뿔 공식 (1/3)πr²h 적용하는 혼동,20π cm³,L04,r=4를 r=2로 잘못 대입,
Q6290,L04,1,선택형,학습,한 모서리의 길이가 3 cm인 정육면체의 부피는?,27 cm³,정육면체 부피 = a³ = 3³ = 27 cm³,9 cm³,L04,a² 으로 계산하는 넓이·부피 혼동,54 cm³,L04,6 × a² = 54로 표면적 계산과 혼동,18 cm³,L04,a × 6 = 18로 계산하는 오류,81 cm³,L04,3⁴=81로 잘못 계산,
Q6291,L04,1,선택형,학습,반지름이 6 cm인 구의 부피는?,288π cm³,구 부피 = (4/3)πr³ = (4/3)π × 216 = 288π cm³,144π cm³,L04,(4/3)π 대신 (2/3)π로 계산하는 오류,864π cm³,L04,(4/3)πr³에서 r=6을 r³=6으로 잘못 계산,36π cm³,L04,구 표면적 4πr²=4π×36=144π와 혼동,72π cm³,L04,(1/3)πr³ 으로 계산하는 오류,
Q6520,L04,1,개념확인,학습,"원뿔의 부피 공식으로 옳은 것은? (밑면의 반지름 r, 높이 h)",(1/3)πr²h,원뿔의 부피는 같은 밑면과 높이를 가진 원기둥의 부피의 1/3이다. 따라서 (1/3)×πr²h.,πr²h,L04,πr²h는 원기둥의 부피 공식이다. 원뿔은 원기둥의 1/3이므로 (1/3)πr²h이다.,(4/3)πr³,L04,(4/3)πr³는 구의 부피 공식이다. 원뿔 부피=(1/3)πr²h이다.,(2/3)πr²h,L04,계수를 (2/3)으로 잘못 쓴 오답이다. 원뿔 부피=(1/3)πr²h이다.,(1/2)πr²h,L04,계수를 (1/2)로 잘못 쓴 오답이다. 원뿔 부피=(1/3)πr²h이다.,
Q6521,L04,1,계산,학습,"밑면의 반지름이 3 cm, 높이가 5 cm인 원기둥의 부피는?",45π cm³,원기둥 부피=πr²h=π×3²×5=π×9×5=45π cm³.,15π cm³,L04,"r²h=9×5=45이지만 π를 포함해야 하고, πrh=3π×5=15π로 r²를 r로 잘못 쓴 오답이다.",30π cm³,L04,π×r×h×2=π×3×5×2=30π로 잘못 계산한 오답이다. 부피=πr²h=45π cm³이다.,90π cm³,L04,πr²h를 두 배로 계산한 오답이다. 부피=π×9×5=45π cm³이다.,(1/3)×45π=15π cm³,L04,원뿔 공식을 원기둥에 잘못 적용한 오답이다. 원기둥 부피=πr²h=45π cm³이다.,
Q6522,L04,1,계산,학습,반지름이 3 cm인 구의 부피는?,36π cm³,구의 부피=(4/3)πr³=(4/3)π×3³=(4/3)π×27=36π cm³.,27π cm³,L04,(4/3) 계수 없이 πr³=27π로 계산한 오답이다. 구 부피=(4/3)πr³=36π cm³이다.,12π cm³,L04,πr²×(4/3)=9π×(4/3)=12π로 r³를 r²로 잘못 쓴 오답이다.,9π cm²,L04,πr²=9π는 원의 넓이이다. 구 부피=(4/3)πr³=36π cm³이다.,108π cm³,L04,4πr³=4×27π=108π로 (4/3) 대신 4를 쓴 오답이다. 구 부피=(4/3)πr³=36π cm³이다.,
Q6523,L04,1,계산,학습,밑면의 넓이가 15 cm²이고 높이가 4 cm인 각뿔의 부피는?,20 cm³,각뿔의 부피=(1/3)×밑면 넓이×높이=(1/3)×15×4=20 cm³.,60 cm³,L04,밑면 넓이×높이=15×4=60으로 (1/3)를 곱하지 않은 오답이다.,30 cm³,L04,(1/2)×15×4=30으로 각뿔 공식을 삼각형 넓이 공식과 혼동한 오답이다.,5 cm³,L04,15÷4=3.75 또는 다른 잘못된 계산의 오답이다. 각뿔 부피=(1/3)×15×4=20 cm³이다.,12 cm³,L04,15×4÷5=12 등으로 잘못 계산한 오답이다. 각뿔 부피=(1/3)×15×4=20 cm³이다.,
Q6804,L04,1,계산,학습,밑면의 넓이가 18 cm²이고 높이가 7 cm인 삼각뿔의 부피는?,42 cm³,각뿔 부피=(1/3)×밑면 넓이×높이=(1/3)×18×7=42 cm³.,126 cm³,L04,1/3을 적용하지 않은 오답이다.,21 cm³,L04,1/2를 적용한 오답이다.,63 cm³,L04,1/3 대신 1/2를 적용한 오답이다.,18 cm³,L04,높이를 빠뜨린 오답이다.,
Q6805,L04,1,계산,학습,"밑면의 반지름이 2 cm, 높이가 9 cm인 원뿔의 부피는?",12π cm³,원뿔 부피=(1/3)πr²h=(1/3)π×4×9=12π cm³.,36π cm³,L04,1/3을 빠뜨린 오답이다.,4π cm³,L04,높이를 빠뜨린 오답이다.,6π cm³,L04,1/3 대신 1/2를 적용한 오답이다.,18π cm³,L04,(1/3)×r×h로 계산한 오답이다.,
Q6806,L04,1,계산,학습,반지름이 2 cm인 구의 부피는?,(32/3)π cm³,구 부피=(4/3)πr³=(4/3)π×8=(32/3)π cm³.,8π cm³,L04,4πr를 적용한 오답이다.,4π cm³,L04,πr²를 적용한 오답이다.,(16/3)π cm³,L04,(4r³)/3으로 계산한 오답이다.,32π cm³,L04,1/3을 빠뜨린 오답이다.,
Q6807,L04,1,계산,학습,"가로 4 cm, 세로 3 cm, 높이 5 cm인 직육면체의 부피는?",60 cm³,직육면체 부피=가로×세로×높이=4×3×5=60 cm³.,48 cm³,L04,가로×세로×4로 계산한 오답이다.,30 cm³,L04,밑면×높이를 반으로 나눈 오답이다.,90 cm³,L04,잘못 계산한 오답이다.,47 cm³,L04,가로+세로+높이를 잘못 곱한 오답이다.,
Q7196,L04,1,계산,학습,한 모서리의 길이가 4 cm인 정육면체의 부피는?,64 cm³,정육면체의 부피 = 한 변³ = 4³ = 64 cm³이다.,24 cm³,L03,4×6=24는 한 변×면의 수이다. 부피 = 4³이다.,96 cm³,L03,6×4²=96은 표면적이다.,16 cm³,L04,4²=16은 한 면의 넓이이다. 부피는 4³=64이다.,48 cm³,L04,잘못된 계산이다. 부피 = 4³ = 64 cm³이다.,
Q7197,L04,1,계산,학습,"밑면의 반지름이 6 cm, 높이가 7 cm인 원뿔의 부피는?",84π cm³,원뿔 부피 = (1/3)×π×6²×7 = (1/3)×252π = 84π cm³이다.,252π cm³,L04,(1/3)을 빠뜨린 값이다. 원뿔 부피 = (1/3)πr²h이다.,126π cm³,L04,÷2로 잘못 계산했다. 원뿔은 ÷3이다.,36π cm²,L03,π×6²=36π는 밑면 넓이이다.,168π cm³,L04,잘못된 계산이다. (1/3)×π×36×7=84π이다.,
