문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q210,G04,3,계산,학습,y=2x+1 의 그래프가 x축과 만나는 점은?,(-1/2 0),y=0 일 때 2x+1=0 → x=-1/2,(1/2 0),G04,부호 잘못,(0 1),G04,y축 만나는 점,(1 0),G04,어디서 1,(-1 0),G04,잘못 풀이,"line:2.0,1.0"
Q743,G04,3,응용,학습,"두 점 (1, 3)과 (3, 7)을 지나는 일차함수의 식은?",y = 2x + 1,"기울기=(7-3)/(3-1)=2. y=2x+b에 (1,3) 대입: 3=2+b → b=1. 따라서 y=2x+1.",y = 2x - 1,G04,b=1인데 b=-1로 부호 실수,y = 4x - 1,G04,기울기를 (7+3)/(3+1)=... 로 잘못 계산,y = x + 2,G04,기울기를 (7-3)/(3-1)/2=1로 잘못 계산,y = 2x + 3,G04,b를 구하지 않고 y값 3을 y절편으로 혼동,
Q744,G04,3,응용,학습,"y = -x + k 의 그래프가 점 (2, 1)을 지날 때 k의 값은?",3,1 = -2 + k → k = 3.,-1,G04,1=-2+k에서 k=1-2=-1로 잘못 계산,1,G04,k를 구하지 않고 y값 1을 그대로 답함,-3,G04,k=3인데 부호를 반전해 -3으로 답함,2,G04,x값 2를 k로 혼동,
Q745,G04,3,응용,학습,y = 2x + a 와 y = 3x - 1 의 y절편이 같을 때 a의 값은?,-1,y절편은 x=0일 때 y값. y=3x-1의 y절편은 -1. 따라서 a = -1.,1,G04,y절편 -1의 부호를 빠뜨리고 1로 답함,2,G04,y=2x+a의 기울기 2를 a값으로 혼동,3,G04,y=3x-1의 기울기 3을 a값으로 혼동,0,G04,y절편이 없다고 착각해 a=0으로 답하는 실수,
Q1533,G04,3,응용,학습,y = -x + 4 와 y = 2x - 2 의 교점의 x좌표는?,2,"두 식 같다고 놓으면: -x + 4 = 2x - 2이므로 6 = 3x, x = 2",4,G04,x = 0 대입 후 y절편만 비교해 x = 4로 잘못 답하는 실수,6,G04,-x + 4 = 2x - 2에서 이항 오류로 6 = 3x가 아닌 6 = x로 오답,1,G04,기울기를 이용한 잘못된 방법으로 x = 1을 구하는 실수,3,G04,-x + 4 = 2x - 2에서 -x+2x = 4+2가 아닌 다른 계산으로 x=3을 구하는 실수,
Q1534,G04,3,계산,학습,"두 점 (0, -3)과 (3, 0)을 지나는 일차함수의 식은?",y = x - 3,"기울기 = (0-(-3))/(3-0) = 3/3 = 1. y절편 = -3 (점 (0,-3) 사용). 식: y = x - 3",y = -x + 3,G04,기울기를 (0-3)/(3-0) = -1로 뒤집어 계산하는 실수,y = 3x - 3,G04,기울기를 x 변화량 3으로 잘못 계산하는 실수,y = x + 3,G04,y절편 -3의 부호를 반대로 적용해 +3으로 쓰는 실수,y = -3x,G04,두 점의 좌표를 혼동해 기울기와 절편을 잘못 계산하는 실수,
Q1535,G04,3,응용,학습,y = 2x + m 과 y = nx - 1 의 그래프가 완전히 일치할 때 m + n의 값은?,1,두 직선이 일치하려면 기울기와 y절편 모두 같아야 한다. 기울기: n = 2. y절편: m = -1. m + n = -1 + 2 = 1,-3,G04,m = -1은 맞지만 n = -1로 혼동해 m+n = -2 또는 -3으로 오답하는 실수,3,G04,m + n = 2 + 1 = 3으로 부호를 무시하고 절댓값 합을 계산하는 실수,-1,G04,m만 답으로 쓰거나 m+n = -1+0 = -1로 오계산하는 실수,2,G04,n = 2만 답으로 쓰는 실수,
Q2321,G04,3,계산,학습,y = -x + 4의 x절편과 y = 2x - 6의 y절편의 합은?,-2,x절편: y=0 → -x+4=0 → x=4. y절편: x=0 → y=-6. 합=4+(-6)=-2,10,G04,x절편 4와 |y절편| 6을 더했어요. y절편은 음수 -6이에요,-10,G04,x절편을 y=4로 잘못 계산해 -4+(-6)=-10으로 계산했어요,2,G04,부호를 무시하고 4와 6의 차 2를 썼어요,4,G04,y절편 -6을 0으로 처리해 4만 답했어요,
Q2323,G04,3,응용,학습,일차함수 y = 2x + k와 y = -x + 5의 그래프가 x축 위의 같은 점에서 만날 때 k의 값은?,-10,"y=-x+5의 x절편: y=0→x=5. 이 점 (5,0)을 y=2x+k에 대입 → 0=10+k → k=-10",5,G04,y=-x+5의 x절편 5를 그대로 k로 썼어요,-5,G04,0=2·5+k에서 부호 처리 실수로 k=-5로 계산했어요,10,G04,k=-10에서 부호를 반대로 했어요,0,G04,k=0으로 계산 과정 없이 추측했어요,
Q2325,G04,3,개념,학습,일차함수 y = ax + b에서 a < 0이고 b < 0일 때 이 직선의 x절편의 부호는?,음수,"x절편 = -b/a. b<0이므로 -b>0이고, a<0이므로 (-b)/a = (양수)/(음수) < 0. 따라서 x절편은 음수",양수,G04,-b>0이지만 a<0이므로 -b/a는 음수예요. 분모 부호를 고려해야 해요,0,G04,x절편이 0인 경우는 b=0일 때예요,알 수 없다,G04,"a<0, b<0이면 x절편 = -b/a의 부호가 확정돼요",b/a,G04,x절편 공식은 -b/a예요. 음수 부호를 빠트렸어요,
Q3109,G04,3,응용,학습,직선 y = ax + 1과 직선 y = -2x + 3이 서로 수직일 때 a의 값은?,1/2,두 직선이 수직이면 기울기의 곱 = -1. a×(-2) = -1 → a = 1/2,-2,G04,수직 조건을 기울기가 같다고 혼동하여 a=-2로 답함,2,G04,a×(-2)=-1에서 부호를 빠뜨리고 a=2로 계산,-1/2,G04,a×(-2)=-1에서 a를 1/2이 아닌 -1/2으로 구하는 부호 오류,1,G04,"기울기의 합이 -1이라고 잘못 알아 a+(-2)=-1, a=1로 계산",
Q3110,G04,3,응용,학습,"일차함수 y = ax + b에서 a > 0, b < 0일 때 이 직선이 반드시 지나는 사분면의 개수는?",3,"기울기 a>0이면 우상향, y절편 b<0이면 x절편=(-b/a)>0. 직선은 1·3·4사분면을 지나고 2사분면은 지나지 않음",4,G04,모든 직선이 4개 사분면을 지난다고 잘못 생각,2,G04,a>0이면 1·3사분면만 지난다고 오해,1,G04,y절편이 음수이면 4사분면만 지난다고 잘못 판단,0,G04,사분면의 개념을 잘못 이해하여 교점의 수와 혼동,
Q3111,G04,3,응용,학습,"두 점 (2,5)와 (4,11)을 지나는 직선과 평행하고 점 (0,-3)을 지나는 직선의 식은?",y = 3x - 3,"기울기 = (11-5)/(4-2) = 3. 점 (0,-3)을 지나므로 y절편 = -3. y = 3x - 3",y = 3x + 5,G04,"y절편을 점 (2,5)의 y좌표 5로 잘못 적용",y = 3x + 11,G04,"y절편을 점 (4,11)의 y좌표 11로 잘못 사용",y = -3x - 3,G04,기울기의 부호를 반대로 적용하는 오류,y = (1/3)x - 3,G04,기울기를 역수로 잘못 계산하는 오류,
Q3114,G04,3,방정식,학습,두 직선 y = 2x + k와 y = -3x + 1의 교점의 y좌표가 7일 때 k의 값은?,11,y=7을 y=-3x+1에 대입: -3x+1=7 → x=-2. y=2(-2)+k=7 → k=11,-7,G04,y=7을 y=2x+k에 바로 대입하여 부호를 잘못 처리,3,G04,k를 교점 x좌표로 혼동,5,G04,x=-2 대신 x=2를 대입하여 k=3 아니면 k=5로 계산,1,G04,y = -3x + 1의 y절편 1을 k로 혼동,
Q3115,G04,3,응용,학습,x절편과 y절편의 합이 3이고 기울기가 -2인 일차함수의 y절편은?,2,y = -2x + b. x절편 = b/2. b/2 + b = 3 → 3b/2 = 3 → b = 2,3,G04,x절편과 y절편의 합 3을 y절편으로 혼동,1,G04,x절편 = b/2에서 b=2임을 구하지 못하고 합 3을 반으로 나눔,-1,G04,기울기 -2를 잘못 사용하여 y절편을 -1로 계산,6,G04,x절편=b/2 대신 b/(-2)로 잘못 구하는 부호 오류,
Q3901,G04,3,응용,학습,직선 y = -2x + 8이 x축과 y축으로 만들어지는 삼각형의 넓이는?,16,"x절편(4,0), y절편(0,8), 넓이=(1/2)×4×8=16",8,G04,(1/2)을 두 번 곱하여 (1/2)×(1/2)×4×8=8,32,G04,(1/2)을 곱하지 않고 4×8=32,12,G04,x절편을 3으로 잘못 계산,24,G04,y절편을 6으로 잘못 계산,
Q3903,G04,3,응용,학습,두 직선 y = x + 3과 y = -2x + 9의 교점을 지나는 직선 y = kx + 1이 될 때 k의 값은?,2,"교점: x+3=-2x+9 → x=2, y=5. 점(2,5)가 y=kx+1 위에 있으므로 5=2k+1, k=2",-2,G04,교점 좌표 계산 실수,1,G04,y절편 1을 기울기로 혼동,3,G04,y=x+3의 기울기와 절편 혼동,4,G04,방정식 풀이 실수,
Q3905,G04,3,응용,학습,"두 점 A(-2, 1)과 B(4, 4)를 지나는 직선과 평행하고 점 (0, -1)을 지나는 직선의 식은?",y = (1/2)x - 1,"AB의 기울기=(4-1)/(4-(-2))=1/2, 점(0,-1)이 y절편이므로 y=(1/2)x-1",y = 2x - 1,G04,기울기를 역수로 계산,y = (1/2)x + 1,G04,y절편의 부호 실수,y = -(1/2)x - 1,G04,기울기 부호를 반대로 사용,y = (1/2)x + 2,G04,"(0,-1) 대신 다른 점을 y절편으로 사용",
