문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q639,T03,2,문장제,학습,높이 6 m 인 가로등에서 빛이 30° 의 각으로 비춰 그림자가 생긴다. 빛이 닿는 가장 먼 그림자의 끝까지 거리(밑변)는?,6√3 m,tan 30° = 6/x → x = 6/tan 30° = 6 · √3 = 6√3,2√3 m,T03,tan 60° 사용,3√3 m,T03,계산 실수,6/√3 m,T03,유리화 안 함,12 m,T03,잘못,"right-triangle:10.39,6,,,,6√3,6,12"
Q640,T03,2,문장제,학습,"거리 50 m 의 두 지점 A, B 가 있고 A 에서 산꼭대기를 올려본 각이 45° 일 때 산의 높이는? (수평거리 50 m 가정)",50 m,tan 45° = 1 → 높이 = 50 · 1,25 m,T03,/2 잘못,50√2 m,T03,sin 45° 잘못 적용,25√2 m,T03,잘못,100 m,T03,잘못,"right-triangle:50,50,,,,50,50,50√2"
Q641,T03,2,문장제,학습,높이 9 m 인 건물 옥상에서 어떤 지점을 내려다본 각이 60° 이다. 그 지점까지 수평거리는? (옥상 직하점 기준),3√3 m,tan 60° = 9/x → x = 9/√3 = 3√3,9√3 m,T03,곱셈으로 잘못,9/2 m,T03,잘못,√3 m,T03,잘못,3 m,T03,분모 잘못 처리,"right-triangle:5.196,9,,,,3√3,9,6√3"
Q642,T03,2,문장제,학습,직선 도로 위에서 산봉우리를 올려본 각이 30° 이다. 도로를 따라 산 쪽으로 100 m 더 가서 다시 올려본 각이 45° 가 되었다면 산의 높이는?,50(√3+1) m,"먼 지점 거리 x, 산 높이 h. tan 30°=h/x, tan 45°=h/(x-100). 정리하면 h=50(√3+1)",50 m,T03,두 거리 차만,50√3 m,T03,한쪽만,100√3 m,T03,한쪽만,100(√3-1) m,T03,부호 잘못,
Q1226,T03,2,계산,학습,지면에서 탑까지 수평거리가 20 m 이고 탑 꼭대기를 올려본 각이 60° 일 때 탑의 높이는?,20√3 m,tan 60° = 높이/수평거리 → 높이 = 20 × tan 60° = 20 × √3 = 20√3 m.,10√3 m,T03,수평거리 20m 대신 절반인 10m를 사용해 계산했다.,20/√3 m,T03,tan 60° 대신 tan 30° = 1/√3을 사용했다.,10 m,T03,tan 60° = √3 대신 sin 30° = 1/2 등 잘못된 비율을 적용했다.,20√3/3 m,T03,tan 60° = √3이 아닌 tan 30° = √3/3을 사용했다.,
Q1227,T03,2,계산,학습,길이 6 m 인 사다리가 지면과 45° 의 각을 이루며 벽에 기대어 있다. 사다리가 닿은 벽의 높이는?,3√2 m,sin 45° = 높이/빗변 → 높이 = 6 × sin 45° = 6 × √2/2 = 3√2 m.,6√2 m,T03,√2/2를 √2로 잘못 계산해 6 × √2 = 6√2로 답했다.,3 m,T03,sin 45° = √2/2를 1/2로 혼동해 6 × 1/2 = 3으로 계산했다.,√2/2 m,T03,사다리 길이를 곱하지 않고 sin 45° 값 자체를 답으로 썼다.,6/√2 m,T03,유리화하지 않은 형태로 계산을 끝냈다.,
Q1228,T03,2,계산,학습,높이 10 m 인 절벽 위에서 바다의 배를 내려다보는 각(내려다본 각)이 30° 일 때 배까지의 수평거리는?,10√3 m,tan 30° = 수직높이/수평거리 → 수평거리 = 10/tan 30° = 10/(√3/3) = 30/√3 = 10√3 m.,10/√3 m,T03,유리화를 하지 않아 10√3과 같은 값을 다른 형태로 썼다.,10√3/3 m,T03,수평거리에 tan 30° = √3/3을 곱해 수직높이로 계산하는 역방향 실수를 했다.,10 m,T03,tan 30° = 1이라고 잘못 암기해 거리 = 10 × 1 = 10으로 계산했다.,5√3 m,T03,10m를 절반으로 나눠 계산하는 실수를 했다.,
Q1231,T03,2,응용,학습,한 변의 길이가 6 인 정삼각형의 넓이는?,9√3,정삼각형의 높이 = 6 × sin 60° = 6 × √3/2 = 3√3. 넓이 = (1/2) × 6 × 3√3 = 9√3.,3√3,T03,높이를 구하고 넓이 공식에 넣지 않아 높이 3√3을 답으로 썼다.,18,T03,높이에 √3을 빠뜨리고 (1/2) × 6 × 3 = 9... hmm wait. Let me recalculate.,9,T03,√3을 빠뜨리고 (1/2) × 6 × 3 = 9로 계산했다.,36,T03,넓이를 6 × 6 = 36으로 잘못 계산했다.,
Q1233,T03,2,계산,학습,건물에서 150 m 떨어진 곳에서 건물 꼭대기를 30° 앙각으로 올려봤을 때 건물의 높이는?,50√3 m,tan 30° = 높이/수평거리 → 높이 = 150 × tan 30° = 150 × (√3/3) = 50√3 m.,150√3 m,T03,tan 60° = √3을 tan 30° 자리에 사용해 150 × √3으로 계산했다.,75√3 m,T03,tan 30° 값을 √3/2으로 잘못 암기했다.,75 m,T03,150 × sin 30° = 150 × (1/2) = 75로 tan 대신 sin을 사용했다.,150/√3 m,T03,정확하지만 유리화하지 않은 형태로 답을 썼다.,
Q1234,T03,2,계산,학습,높이 15 m 인 건물 옥상에서 지상의 물체를 내려다보는 각이 45° 일 때 물체까지의 수평거리는?,15 m,tan 45° = 수직높이/수평거리 → 수평거리 = 15/tan 45° = 15/1 = 15 m.,15√2 m,T03,수직높이(15) × tan 45°(= 1) = 15가 맞으나 √2를 불필요하게 곱했다.,15√3 m,T03,tan 45° = 1 대신 tan 60° = √3을 사용했다.,30 m,T03,tan 45° = 1을 2로 잘못 보고 15 × 2 = 30으로 계산했다.,15/√3 m,T03,tan 45° = 1 대신 tan 30° = 1/√3을 사용했다.,
Q2018,T03,2,응용,학습,눈높이가 1.5 m인 학생이 수평 거리 20 m 앞 나무 꼭대기를 45°의 앙각으로 올려봤다. 나무의 실제 높이는?,21.5 m,시선 기준 위 나무 높이 = 20 × tan45° = 20 m. 실제 높이 = 20 + 1.5 = 21.5 m,20 m,T03,관측자 눈높이 1.5 m를 더하지 않고 tan45°=1을 적용한 20 m만 답으로 채택,20√3 m,T02,tan45° 대신 tan60°=√3을 적용하여 눈높이도 무시하고 20√3으로 계산,18.5 m,T03,눈높이를 더하지 않고 거꾸로 빼서 20 − 1.5 = 18.5 m로 계산,20√2 m,T01,tan과 sin을 혼동하여 빗변 방향으로 잘못 계산,right-triangle
Q2020,T03,2,응용,학습,등대 꼭대기에서 바다의 배를 내려다본 각(부각)이 30°이고 배까지의 수평거리가 60 m일 때 등대의 높이는?,20√3 m,등대 높이 = 수평거리 × tan30° = 60 × (1/√3) = 60/√3 = 20√3 m,60 m,T03,부각을 고려하지 않고 수평거리 60 m를 높이로 오해,60√3 m,T02,tan30°=1/√3 대신 tan60°=√3을 적용하여 60×√3=60√3으로 계산,30√3 m,T03,수평거리 60의 절반인 30에 √3을 곱해 오답 계산,20 m,T02,tan30°=1/√3에서 √3을 3으로 오해하여 60/3=20으로 계산,right-triangle
Q2021,T03,2,응용,학습,지상 관측소에서 수평으로 비행 중인 비행기를 60°의 앙각으로 올려봤다. 비행기까지 수평거리가 500 m일 때 비행기의 고도는?,500√3 m,고도 = 수평거리 × tan60° = 500 × √3 = 500√3 m,500 m,T02,tan60°=√3을 1로 혼동하여 수평거리와 같다고 계산,250√3 m,T03,올바른 값 500√3을 근거 없이 2로 나누어 250√3으로 계산,500√3/3 m,T02,tan60°=√3 대신 tan30°=√3/3을 적용하여 500×(√3/3)으로 계산,1000 m,T01,tan 대신 sin60°=√3/2를 이용하여 500/(√3/2)≈1000으로 역산,right-triangle
