문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q649,S01,2,개념,학습,"A = {x | x 는 10 미만의 짝수, x>0} 을 원소나열법으로 나타낸 것은?","{2, 4, 6, 8}",10 미만 양의 짝수,"{2, 4, 6, 8, 10}",S01,10 미만 = 10 포함 잘못,"{0, 2, 4, 6, 8}",S01,x>0 무시,"{2, 4, 6, 8, 10, 12}",S01,범위 잘못,"{1, 3, 5, 7, 9}",S01,홀수와 혼동,
Q650,S01,2,개념,학습,"B = {1, 2, 3} 의 원소의 개수 n(B) 는?",3,원소 개수,6,S01,부분집합 수와 혼동,1,S01,대충,0,S01,공집합과 혼동,"{1,2,3}",S01,집합 그대로,
Q651,S01,2,개념,학습,"집합 A = {x | x²=4, x 는 정수} 을 원소나열법으로 나타내면?","{-2, 2}",x² = 4 의 정수 해는 ±2,{2},S01,음수 누락,{4},S01,x² 값으로 잘못,"{-4, 4}",S01,부호 잘못,"{-2, 0, 2}",S01,0 은 해 아님,
Q652,S01,2,개념,학습,다음 중 집합이 아닌 것은?,키가 큰 학생들의 모임,"""크다"" 의 기준이 분명하지 않아 집합 아님",10 이하의 자연수의 모임,S01,분명 → 집합,한 학년 1 반 학생 전체,S01,분명 → 집합,5 의 배수 전체,S01,분명 → 집합,소수의 모임,S01,분명 → 집합,
Q1159,S01,2,개념,학습,{∅} 의 원소의 개수는?,1,{∅}은 공집합 ∅을 원소로 갖는 집합이므로 원소가 1개,0,S01,공집합 ∅과 혼동하여 원소가 없다고 오해,2,S01,{∅}에 원소가 2개 있다고 오해,무한히 많다,S01,{∅}을 무한 집합으로 오해,정의되지 않는다,S01,공집합이 포함된 집합이라 정의 불가라고 오해,
Q1160,S01,2,개념,학습,"A = {1, 2, 3}, B = {3, 2, 1} 일 때 A와 B의 관계로 옳은 것은?",A = B,집합에서 원소의 순서는 관계 없으므로 같은 원소를 가진 두 집합은 서로 같다.,A ≠ B,S01,원소의 나열 순서가 다르면 다른 집합이라고 오해,A ⊂ B (진부분집합),S01,A와 B가 같은 집합임을 모르고 A를 B의 진부분집합으로 오해,A ∩ B = ∅,S01,두 집합의 교집합이 없다고 잘못 판단,B ⊂ A (진부분집합),S01,B를 A의 진부분집합으로 잘못 판단,
Q1161,S01,2,개념,학습,"{x | x는 홀수, 1 ≤ x ≤ 9} 를 원소나열법으로 나타내면?","{1, 3, 5, 7, 9}","1 이상 9 이하의 홀수는 1, 3, 5, 7, 9이다.","{1, 3, 5, 7}",S01,경계값 9를 포함하지 않는 오류,"{1, 2, 3, 5, 7, 9}",S01,짝수 2를 홀수 목록에 포함,"{3, 5, 7, 9}",S01,경계값 1을 포함하지 않는 오류,"{1, 3, 5, 7, 9, 11}",S01,x ≤ 9 조건 무시하고 11까지 포함,
Q1162,S01,2,개념,학습,"집합 {x | x² = 9, x는 정수} 를 원소나열법으로 나타내면?","{-3, 3}","x²=9를 만족하는 정수는 x=3과 x=-3이므로 {-3, 3}",{3},S01,음수 해 x=-3을 무시하고 양수만 고려,{9},S01,x²=9에서 x=9로 잘못 계산,"{3, 9}",S01,x=3과 x=9 모두 해라고 잘못 판단,"{-3, 0, 3}",S01,0²=9가 아님에도 0을 해에 포함,
Q1948,S01,2,개념,학습,다음 중 집합이 아닌 것은? ① 소수의 모임 ② 큰 수의 모임 ③ 한 자리 자연수의 모임 ④ 짝수의 모임 ⑤ 1 이상 5 이하 정수의 모임,큰 수의 모임,"""큰""은 기준이 불명확해 집합이 될 수 없음.",소수의 모임,S01,소수는 명확히 정의되어 집합임,짝수의 모임,S01,짝수는 명확히 정의되어 집합임,한 자리 자연수의 모임,S01,1~9로 명확한 집합,1 이상 5 이하 정수의 모임,S01,"{1,2,3,4,5}로 명확한 집합",
Q1950,S01,2,개념,학습,"A = {2, {3, 4}, 5} 일 때 다음 중 옳은 것은?","{3, 4} ∈ A","{3,4}는 A의 원소 중 하나(집합 자체가 원소).",3 ∈ A,S01,3은 A의 직접 원소가 아님,4 ∈ A,S01,4는 A의 직접 원소가 아님,n(A) = 4,S01,"원소는 2, {3,4}, 5 세 개이므로 n(A)=3","{3, 4} ⊂ A",S01,"{3,4}는 A의 부분집합이 아니라 원소",
