문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q516,B05,1,부등식,학습,(x+2)(x-1) > 0 의 해는?,x < -2 또는 x > 1,"두 근 -2, 1 을 기준으로 위로 볼록 그래프가 0보다 크려면 바깥쪽",-2 < x < 1,B05,">0 은 바깥, <0 이 사이",x > 1,B05,한쪽만 본 답,모든 실수,B05,D>0 이므로 해가 있음,해 없음,B05,두 근이 다르면 해는 존재,"number-line:-4,3,-2.0,1.0"
Q517,B05,1,부등식,학습,x² - 1 < 0 의 해는?,-1 < x < 1,(x-1)(x+1) < 0 → 두 근 사이,x < -1 또는 x > 1,B05,<0 은 사이,x < 1,B05,한쪽만,모든 실수,B05,음수 영역만,해 없음,B05,두 근 사이에 해 존재,"number-line:-3,3,-1<x<1"
Q518,B05,1,부등식,학습,x² ≤ 4 의 해는?,-2 ≤ x ≤ 2,x²-4 ≤ 0 → (x-2)(x+2) ≤ 0,x ≤ -2 또는 x ≥ 2,B05,≤0 은 사이 (바깥은 ≥0),x ≤ 2,B05,음수 쪽 빠뜨림,0 ≤ x ≤ 2,B05,음수 해 누락,-4 ≤ x ≤ 4,B05,루트 안 씌움,"number-line:-4,4,-2<=x<=2"
Q1386,B05,1,부등식,학습,x² - 3x - 10 > 0 의 해는?,x < -2 또는 x > 5,"(x-5)(x+2)>0. 근: x=-2, x=5. x<-2 또는 x>5",-2 < x < 5,B05,(x-5)(x+2)>0에서 두 인수의 부호가 달라야 한다고 잘못 이해,x < -5 또는 x > 2,P07,"근을 x=-5, x=2로 잘못 인수분해",x ≤ -2 또는 x ≥ 5,B05,> 에서 등호 없는데 ≥로 잘못 포함,x < -2 또는 x > 2,P07,(x-5)의 근을 x=5 대신 x=2로 착각,
Q1387,B05,1,부등식,학습,x² - 7x + 12 ≤ 0 의 해는?,3 ≤ x ≤ 4,"(x-3)(x-4)≤0. 근: x=3, x=4. 3 ≤ x ≤ 4",x ≤ 3 또는 x ≥ 4,B05,≤0에서 두 인수가 같은 부호가 되어야 한다고 잘못 이해,3 < x < 4,B05,≤ 를 < 로 등호를 빠뜨리는 실수,0 ≤ x ≤ 12,P07,상수항 12를 근으로 착각하는 실수,-4 ≤ x ≤ -3,P07,"근의 부호를 반대로 하여 x=-3, x=-4로 착각",
Q1388,B05,1,부등식,학습,(x + 3)(x - 5) < 0 의 해는?,-3 < x < 5,"근: x=-3, x=5. 두 근 사이 → -3 < x < 5",x < -3 또는 x > 5,B05,<0에서 두 인수가 반대 부호가 되어야 하는데 같은 부호로 잘못 이해,-3 ≤ x ≤ 5,B05,< 를 ≤ 로 등호를 잘못 포함,-5 < x < 3,P07,"x+3=0 → x=-3인데 x=3으로, x-5=0 → x=5인데 x=-5로 부호 실수",3 < x < 5,P07,x+3=0 → x=-3인데 x=3으로 잘못 계산,
Q2176,B05,1,부등식,학습,x²-x-12 < 0의 해는?,-3 < x < 4,x²-x-12=(x-4)(x+3)<0. 두 근 -3과 4 사이: -3 < x < 4,x < -3 또는 x > 4,B05,두 근 사이가 해인데 바깥 범위를 선택하는 오류,-4 < x < 3,B05,인수분해 실수로 두 근을 -4와 3으로 구하는 오류,-3 ≤ x ≤ 4,B05,등호 없는 부등호에 등호를 추가하는 실수,x < 4,B05,왼쪽 근을 포함하지 않는 불완전한 해를 쓰는 오류,
Q2178,B05,1,부등식,학습,(x+1)(x-4) ≤ 0의 해는?,-1 ≤ x ≤ 4,(x+1)(x-4)≤0. 두 근 -1과 4 사이(경계 포함): -1≤x≤4,x ≤ -1 또는 x ≥ 4,B05,≤ 부등식을 ≥ 부등식으로 반대로 푸는 오류,-1 < x < 4,B05,등호 포함 부등호에서 등호를 제거하는 실수,1 ≤ x ≤ -4,B05,근의 순서를 거꾸로 쓰는 오류,-1 ≤ x < 4,B05,오른쪽 등호를 제거하는 불균형 실수,
Q2181,B05,1,부등식,학습,x² ≤ 3x의 해는?,0 ≤ x ≤ 3,x²-3x≤0 → x(x-3)≤0. 두 근 0과 3 사이(경계 포함): 0≤x≤3,x ≤ 0 또는 x ≥ 3,B05,≤ 부등식에서 바깥 범위를 선택하는 오류,0 < x < 3,B05,등호 포함 부등호에서 등호를 제거하는 실수,x ≤ 3,B05,x(x-3)≤0에서 x≤3만 선택하는 불완전한 해,x ≥ 0,B05,x(x-3)≤0에서 x≥0만 선택하는 불완전한 해,
Q2966,B05,1,부등식,학습,x² + 4x - 5 < 0의 해는?,-5 < x < 1,(x+5)(x-1)<0 → -5<x<1.,x < -5 또는 x > 1,B05,부등호 방향을 반대로 적용.,-1 < x < 5,B05,근의 부호를 반대로 씀.,-5 ≤ x ≤ 1,B05,등호를 잘못 포함.,x < -1 또는 x > 5,B05,"근을 -1, 5로 잘못 계산.",
