문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q536,E03,1,계산,학습,x² + 7x + 12 = 0 의 해는?,x = -3 또는 x = -4,(x+3)(x+4) = 0,x = 3 또는 x = 4,E03,부호 반대,x = -7 또는 x = -12,E03,계수만 봄,x = -1 또는 x = -12,E03,인수분해 잘못,x = -2 또는 x = -6,E03,곱만 맞춤,"parabola:1,7,12"
Q537,E03,1,계산,학습,x² - x - 6 = 0 의 해는?,x = 3 또는 x = -2,(x-3)(x+2) = 0,x = -3 또는 x = 2,E03,부호 반대,x = 1 또는 x = -6,E03,계수 봄,x = 2 또는 x = 3,E03,부호 잘못,x = 6 또는 x = -1,E03,잘못된 인수,
Q538,E03,1,계산,학습,x² - 9x + 20 = 0 의 해는?,x = 4 또는 x = 5,(x-4)(x-5) = 0,x = -4 또는 x = -5,E03,부호 반대,x = 9 또는 x = 20,E03,계수 봄,x = 2 또는 x = 10,E03,곱만 맞춤,x = 1 또는 x = 20,E03,합 안 맞음,"parabola:1,-9,20"
Q1406,E03,1,방정식,학습,x² - 2x - 8 = 0 의 해는?,x=4 또는 x=-2,(x-4)(x+2)=0. x=4 또는 x=-2,x=2 또는 x=-4,P07,합이 2이고 곱이 -8인 두 수를 -4와 2로 잘못 선택하여 (x-2)(x+4)=0,x=4 또는 x=2,P07,상수항 -8의 부호를 무시하고 4×2=8인 두 수로만 분해,x=-4 또는 x=-2,P07,두 근 모두 음수여야 한다고 잘못 판단,x=1 또는 x=-8,P07,합 확인 없이 곱이 -8인 1과 -8을 그대로 선택 (1+(-8)=-7≠2),
Q1407,E03,1,방정식,학습,2x² - 6x = 0 의 해는?,x=0 또는 x=3,2x(x-3)=0. x=0 또는 x=3,x=3,E03,x=0인 해를 누락하고 x=3만 선택,x=0 또는 x=6,P07,계수 2를 빼지 않고 x(x-6)=0으로 잘못 인수분해,x=2 또는 x=3,P07,2x를 (x-2)로 잘못 인수분해하여 (x-2)(x-3)=0,x=0 또는 x=-3,P07,x-3을 x+3으로 잘못 인수분해하여 근의 부호 실수,
Q1408,E03,1,방정식,학습,x² - 5x + 4 = 0 의 해는?,x=1 또는 x=4,(x-1)(x-4)=0. x=1 또는 x=4,x=-1 또는 x=-4,P07,두 근의 부호를 모두 음수로 착각하는 실수,x=1 또는 x=5,P07,합이 5이고 곱이 4인 두 수를 1과 5로 잘못 선택 (1×5=5≠4),x=2 또는 x=3,P07,"합이 5인 두 수 2,3을 선택하지만 2×3=6≠4로 곱 확인 누락",x=1 또는 x=-4,P07,한 근의 부호를 잘못 취하여 (x-1)(x+4)=0으로 계산,
Q2196,E03,1,인수분해,학습,x² - 16 = 0의 두 근을 구하면?,x = -4 또는 x = 4,x² - 16 = (x+4)(x-4) = 0이므로 x = -4 또는 x = 4,x = 4,E03,양의 근만 구하고 음의 근 x = -4를 빠뜨림,x = ±2,E03,√16 = 2로 잘못 계산,x = 8 또는 x = -8,E03,x² - 16 = 0에서 x = 16/2로 잘못 접근,해 없음,E03,x² = 16이 양수이므로 해가 없다고 혼동,
Q2197,E03,1,인수분해,학습,x² + x - 12 = 0의 해는?,x = -4 또는 x = 3,(x+4)(x-3) = 0이므로 x = -4 또는 x = 3,x = 4 또는 x = -3,E03,(x-4)(x+3) = 0으로 잘못 인수분해하여 부호 오류,x = 4 또는 x = 3,E03,두 근을 모두 양수로 잘못 처리,x = -4 또는 x = -3,E03,두 근을 모두 음수로 잘못 처리,x = -12 또는 x = 1,E03,상수항 -12를 하나의 근으로 혼동,
Q2200,E03,1,인수분해,학습,3x² - 12x = 0의 해는?,x = 0 또는 x = 4,3x(x - 4) = 0이므로 x = 0 또는 x = 4,x = 4,E03,x = 0인 해를 빠뜨리고 x = 4만 구함,x = 0 또는 x = -4,E03,x - 4 = 0의 해를 x = -4로 부호 오류,x = 3 또는 x = 4,E03,계수 3을 근으로 혼동,x = 0 또는 x = 12,E03,-12x = 0에서 x = 12로 잘못 계산,
Q2986,E03,1,방정식,학습,(2x-1)(x+4)=0의 해는?,x=1/2 또는 x=-4,"2x-1=0이면 x=1/2, x+4=0이면 x=-4.",x=1 또는 x=-4,E01,2x-1=0에서 2로 나누지 않고 x=1로 계산,x=-1/2 또는 x=-4,I03,2x=1에서 부호를 반대로 적용해 x=-1/2로 계산,x=1/2 또는 x=4,E03,x+4=0에서 x=4로 부호 실수,x=2 또는 x=-4,E01,2x=1에서 x=1/2 대신 역수로 계산해 x=2로 혼동,
Q2988,E03,1,방정식,학습,x²=5x의 모든 해는?,x=0 또는 x=5,x²-5x=0. x(x-5)=0. x=0 또는 x=5.,x=5,E03,양변을 x로 나눠 x=5만 구하고 x=0을 빠뜨림,x=-5 또는 x=0,M03,x²-5x를 x(x+5)로 잘못 인수분해해 x=-5 또는 0,x=5 또는 x=-5,E03,x²=5x를 x²=25로 혼동해 x=±5로 계산,x=0,E03,x=0만 확인하고 x=5를 빠뜨림,
Q2992,E03,1,방정식,학습,9x²-4=0의 해는?,x=±2/3,(3x+2)(3x-2)=0. 3x=±2. x=±2/3.,x=±2,R02,9x²=4에서 x²=4로 잘못 보고 x=±2로 계산,x=±3/2,E01,3x=±2에서 역수를 취해 x=±3/2로 계산,x=2/3,E03,양수 근 x=2/3만 구하고 음수 근을 빠뜨림,x=±4/9,R02,x²=4/9에서 루트를 취하지 않고 x=±4/9로 답함,
Q3776,E03,1,방정식,학습,이차방정식 x²-x-12 = 0의 해는?,x = -3 또는 x = 4,(x-4)(x+3)=0이므로 x=4 또는 x=-3.,x = 3 또는 x = -4,P07,(x-3)(x+4)=0으로 부호를 반대로 인수분해한 것,x = 3 또는 x = 4,E03,x²-x-12를 (x-3)(x-4)=0으로 잘못 인수분해한 것,x = -3 또는 x = -4,E03,x²-x-12를 (x+3)(x+4)=0으로 잘못 인수분해한 것,x = 12 또는 x = -1,E03,"x²-x-12=0에서 두 근의 곱이 -12임을 이용하지 못하고 x=12, x=-1로 착각한 것",
Q3777,E03,1,방정식,학습,이차방정식 x²+3x-10 = 0의 해는?,x = -5 또는 x = 2,(x+5)(x-2)=0이므로 x=-5 또는 x=2.,x = 5 또는 x = -2,P07,부호를 반대로 하여 (x-5)(x+2)=0으로 인수분해한 것,x = -5 또는 x = -2,E03,(x+5)(x+2)=0으로 잘못 인수분해한 것,x = 5 또는 x = 2,E03,(x-5)(x-2)=0으로 잘못 인수분해한 것,x = 10 또는 x = -3,E03,두 근의 곱이 -10이라는 것만 이용하여 (10)×(-3) 등으로 잘못 찾은 것,
