문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q673,S03,3,계산,학습,"A 와 B 가 서로소(A ∩ B = ∅) 이고 n(A) = 3, n(B) = 4 일 때 n(A ∪ B) 의 값은?",7,서로소면 n(A∪B) = n(A) + n(B),12,S03,곱셈으로,0,S03,서로소를 ∪ 도 ∅ 로,5,S03,잘못,11,S03,잘못,
Q674,S03,3,계산,학습,"학생 30 명 중 영어 과목 좋아하는 학생 18 명, 수학 좋아하는 학생 14 명, 둘 다 좋아하는 학생이 8 명일 때 둘 중 하나라도 좋아하는 학생 수는?",24 명,n(A∪B) = 18+14-8 = 24,32 명,S03,-8 안 함,40 명,S03,+8 잘못,6 명,S03,잘못,8 명,S03,교집합만,
Q675,S03,3,계산,학습,"A = {1, 2, 3, 4}, B = {3, 4, 5, 6} 일 때 (A - B) ∪ (B - A) (대칭차) 는?","{1, 2, 5, 6}",한쪽만 속한 원소들,"{3, 4}",S03,교집합,"{1, 2, 3, 4, 5, 6}",S03,합집합,"{1, 2}",S03,한쪽만,"{5, 6}",S03,한쪽만,"venn2:1,2,3,4;3,4,5,6"
Q1182,S03,3,응용,학습,"세 집합 A, B, C에 대해 n(A) = 10, n(B) = 8, n(C) = 6, n(A ∩ B) = 3, n(B ∩ C) = 2, n(A ∩ C) = 2, n(A ∩ B ∩ C) = 1 일 때 n(A ∪ B ∪ C) 의 값은?",18,n(A∪B∪C) = n(A)+n(B)+n(C) - n(A∩B) - n(B∩C) - n(A∩C) + n(A∩B∩C) = 10+8+6-3-2-2+1 = 18.,24,S03,교집합 항을 모두 무시하고 10 + 8 + 6 = 24로만 계산했다.,17,S03,삼중 교집합 항 +1을 빠뜨려 24 - 3 - 2 - 2 = 17로 계산했다.,16,S03,삼중 교집합 항을 더하는 대신 빼 24 - 3 - 2 - 2 - 1 = 16으로 계산했다.,20,S03,삼중 교집합 항을 세 번 더해 17 + 1 + 1 + 1 = 20으로 계산했다.,venn3
Q1185,S03,3,응용,학습,"전체집합 U = {x | 1 ≤ x ≤ 15, x는 자연수}, A = {x | x는 3의 배수}, B = {x | x는 4의 배수} 일 때 n(Aᶜ ∩ Bᶜ) 의 값은?",8,"드 모르간 법칙에 의해 Aᶜ ∩ Bᶜ = (A ∪ B)ᶜ. A = {3,6,9,12,15}, B = {4,8,12}이므로 A ∪ B = {3,4,6,8,9,12,15}이고 n(A ∪ B) = 7. 따라서 n(Aᶜ ∩ Bᶜ) = 15 - 7 = 8.",5,S03,n(A) = 5를 그대로 답으로 썼다.,3,S03,n(B) = 3을 그대로 답으로 썼다.,10,S03,n(Aᶜ) = 15 - 5 = 10만 구하고 Bᶜ와의 교집합을 취하지 않았다.,7,S03,n(A ∪ B) = 7을 구하고 보수를 취하지 않아 그대로 답으로 썼다.,
Q1973,S03,3,계산,학습,"U={1,2,...,12}, A={3의 배수}, B={4의 배수}일 때 n(Aᶜ∩B)는?",2,"A={3,6,9,12}, B={4,8,12}. Aᶜ∩B=B-A={4,8}. 따라서 n(Aᶜ∩B)=2.",3,S03,Aᶜ∩B를 B 전체(n=3)로 혼동한 경우,1,S03,A∩B={12}의 개수(1)를 답한 경우,4,S03,n(A)=4를 그대로 답한 경우,7,S03,n(Aᶜ)=12-4=8을 잘못 계산했거나 다른 오류,
Q1974,S03,3,계산,학습,"n(A-B)=4, n(B-A)=3, n(A∩B)=5일 때 n(A∪B)는?",12,n(A∪B)=n(A-B)+n(A∩B)+n(B-A)=4+5+3=12.,7,S03,n(A∩B)를 제외하고 n(A-B)+n(B-A)=7만 더한 경우,9,S03,n(A-B)+n(A∩B)=4+5=9만 계산하고 n(B-A)를 빠뜨린 경우,8,S03,n(B-A)+n(A∩B)=3+5=8만 계산하고 n(A-B)를 빠뜨린 경우,17,S03,n(A-B)+n(A∩B)·2+n(B-A)=4+10+3=17로 중복 계산한 경우,
Q2762,S03,3,응용,학습,"학생 50명 중 수학을 좋아하는 학생 28명, 과학을 좋아하는 학생 22명, 두 과목 모두 좋아하지 않는 학생 12명이다. 두 과목 모두 좋아하는 학생 수는?",12,n(M ∪ S) = 50 - 12 = 38. n(M ∩ S) = n(M) + n(S) - n(M ∪ S) = 28 + 22 - 38 = 12.,8,S03,n(M) + n(S) - n(전체) = 28+22-50 = 0으로 잘못 계산하는 실수.,10,S03,n(M ∪ S)를 50이 아닌 다른 값으로 설정하는 실수.,14,S03,n(M ∩ S) = n(M) + n(S) - 50 + 12 = 14로 잘못 계산하는 실수.,16,S03,계산 과정에서 덧셈과 뺄셈 순서를 바꾸는 실수.,
Q2763,S03,3,계산,학습,"n(A) = 12, n(B) = 9, n(C) = 7, n(A∩B) = 4, n(A∩C) = 3, n(B∩C) = 2, n(A∩B∩C) = 1 일 때 n(A∪B∪C)의 값은?",20,n(A∪B∪C) = 12 + 9 + 7 - 4 - 3 - 2 + 1 = 20.,16,S03,n(A∩B∩C)를 빼야 하는데 더하지 않는 실수.,18,S03,n(A∩B∩C) = 1을 빠뜨리거나 잘못 처리하는 실수.,22,S03,n(A∩B∩C)를 빼는 대신 더하거나 계산을 반대로 하는 실수.,24,S03,이중 교집합 항을 빼지 않아 크게 계산하는 실수.,
Q2764,S03,3,계산,학습,"n(A) = 9, n(B) = 7, n(A ∩ B) = 3 일 때 n(Aᶜ ∩ B) 의 값은?",4,Aᶜ ∩ B = B - A이므로 n(Aᶜ ∩ B) = n(B) - n(A ∩ B) = 7 - 3 = 4.,2,S03,n(A) - n(A ∩ B) = 9 - 3 = 6을 구하는 등 A와 B를 혼동하는 실수.,3,S03,n(A ∩ B) 값을 그대로 답으로 사용하는 실수.,5,S03,n(B) - n(A ∩ B) = 7 - 3을 계산하면서 빼기 실수.,6,S03,n(A) - n(A ∩ B) = 9 - 3 = 6으로 B 대신 A에서 교집합을 빼는 실수.,
