문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q666,S03,1,계산,학습,"A = {1, 2, 3}, B = {2, 3, 4} 일 때 A ∪ B 는?","{1, 2, 3, 4}",둘 중 하나라도 속하면 포함,"{2, 3}",S03,교집합과 혼동,"{1, 4}",S03,대칭차,"{1, 2, 3, 4, 2, 3}",S03,중복 처리 안 함,"{1, 2, 4}",S03,일부 누락,"venn2:1,2,3;2,3,4"
Q667,S03,1,계산,학습,"A = {1, 2, 3}, B = {2, 3, 4} 일 때 A ∩ B 는?","{2, 3}",두 집합에 공통,"{1, 2, 3, 4}",S03,합집합과 혼동,"{1, 4}",S03,대칭차,{2},S03,일부만,∅,S03,공통 없다고 잘못,"venn2:1,2,3;2,3,4"
Q668,S03,1,계산,학습,"U = {1, 2, 3, 4, 5}, A = {1, 3, 5} 일 때 Aᶜ (여집합) 는?","{2, 4}",U 에서 A 의 원소 제외,"{1, 3, 5}",S03,A 그대로,"{1, 2, 3, 4, 5}",S03,전체,∅,S03,잘못,"{2, 4, 5}",S03,5 누락 안 함,"venn2:1,3,5;;2,4"
Q1177,S03,1,계산,학습,"n(A) = 8, n(B) = 7, n(A ∩ B) = 3 일 때 n(A ∪ B) 의 값은?",12,n(A ∪ B) = n(A) + n(B) - n(A ∩ B) = 8 + 7 - 3 = 12.,15,S03,교집합을 빼지 않고 n(A) + n(B) = 15로만 계산했다.,18,S03,교집합을 빼는 대신 더해 8 + 7 + 3 = 18로 계산했다.,9,S03,교집합을 두 번 빼 8 + 7 - 3 - 3 = 9로 계산했다.,4,S03,n(B) - n(A ∩ B) = 7 - 3 = 4를 n(A ∪ B)로 잘못 봤다.,
Q1184,S03,1,개념,학습,"U = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}, A = {2, 4, 6, 8, 10} (짝수 전체), B = {1, 3, 5, 7, 9} (홀수 전체) 일 때 옳은 것은?",A ∪ B = U,"A는 짝수 집합, B는 홀수 집합이므로 A ∩ B = ∅이고 A ∪ B = U = {1,...,10}. 따라서 n(A ∪ B) = 10이고 Aᶜ = B이다.",A ∩ B = A,S03,A와 B가 서로소(A ∩ B = ∅)이므로 A ∩ B ≠ A이다.,Aᶜ = ∅,S03,짝수 A의 여집합은 홀수 집합 B이므로 Aᶜ = B ≠ ∅이다.,n(A ∪ B) = 15,S03,n(A ∪ B) = n(U) = 10이므로 15가 아니다.,B ⊂ A,S03,A와 B는 서로소이므로 B ⊂ A가 성립하지 않는다.,
Q1966,S03,1,개념,학습,전체집합 U에서 집합 A에 대해 항상 옳은 것은?,A∪Aᶜ=U,A와 여집합 Aᶜ의 합집합은 전체집합 U이다.,A∩Aᶜ=U,S03,여집합의 교집합을 전체집합으로 혼동한 경우; A∩Aᶜ=∅이 올바름,A∪Aᶜ=∅,S03,여집합의 합집합을 공집합으로 혼동한 경우,(Aᶜ)ᶜ=∅,S03,이중 여집합을 공집합으로 혼동한 경우; (Aᶜ)ᶜ=A가 올바름,A∩U=∅,S03,A와 전체집합의 교집합을 공집합으로 혼동한 경우; A∩U=A가 올바름,
Q1975,S03,1,개념,학습,"두 집합 A, B에 대해 차집합 A-B를 집합의 연산으로 옳게 나타낸 것은?",A∩Bᶜ,A-B는 A에 속하고 B에 속하지 않는 원소의 집합이므로 A∩Bᶜ이다.,Aᶜ∩B,S03,A-B와 B-A를 혼동한 경우,A∪Bᶜ,S03,차집합을 합집합으로 잘못 이해한 경우,A∩B,S03,차집합을 교집합으로 혼동한 경우,Aᶜ∩Bᶜ,S03,(A∪B)ᶜ를 A-B로 혼동한 경우,
Q2756,S03,1,개념,학습,전체집합 U와 집합 A에 대해 A ∩ Aᶜ와 A ∪ Aᶜ에 대한 설명으로 옳은 것은?,A ∩ Aᶜ = ∅ 이고 A ∪ Aᶜ = U,"A와 Aᶜ는 서로소이므로 A ∩ Aᶜ = ∅이고, 합하면 전체집합이므로 A ∪ Aᶜ = U이다.",A ∩ Aᶜ = A,S03,A와 Aᶜ는 공통 원소가 없으므로 교집합은 ∅이다.,A ∪ Aᶜ = A,S03,A와 Aᶜ의 합집합은 전체집합 U이지 A가 아니다.,A ∩ Aᶜ = U,S03,A ∩ Aᶜ는 빈 집합이지 전체집합이 아니다.,A ∪ Aᶜ = ∅,S03,A ∪ Aᶜ는 전체집합 U이다.,
Q2759,S03,1,개념,학습,"두 집합 A, B에 대해 A ∪ B = B 가 성립할 때 반드시 옳은 것은?",A ⊂ B,A ∪ B = B이면 A의 모든 원소가 B에 속하므로 A ⊂ B이다.,B ⊂ A,S03,A ∪ B = B이면 A ⊂ B이지 B ⊂ A가 아니다.,A와 B는 서로소,S03,서로소이면 A ∩ B = ∅이지만 A ∪ B = B는 A = ∅인 경우만 성립한다.,n(A) = n(B),S03,A ⊂ B이면 n(A) ≤ n(B)이지만 반드시 같지는 않다.,A와 B는 서로 같다,S03,A ⊂ B이면 A = B일 수도 있지만 반드시 같은 것은 아니다.,
Q2765,S03,1,개념,학습,"전체집합 U의 두 집합 A, B에 대해 드 모르간 법칙으로 옳은 것은?",(A ∪ B)ᶜ = Aᶜ ∩ Bᶜ,"드 모르간 법칙: (A ∪ B)ᶜ = Aᶜ ∩ Bᶜ, (A ∩ B)ᶜ = Aᶜ ∪ Bᶜ.",(A ∪ B)ᶜ = Aᶜ ∪ Bᶜ,S03,합집합의 여집합은 여집합의 합집합이 아니라 교집합이다.,(A ∩ B)ᶜ = Aᶜ ∩ Bᶜ,S03,교집합의 여집합은 여집합의 교집합이 아니라 합집합이다.,(A - B)ᶜ = Aᶜ - Bᶜ,S03,차집합에는 드 모르간 법칙이 이 형태로 적용되지 않는다.,Aᶜ ∩ B = A ∩ Bᶜ,S03,일반적으로 Aᶜ ∩ B ≠ A ∩ Bᶜ이다.,
