문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6124,X03,1,정의,학습,복소수 z = 4-7i의 켤레복소수는?,4+7i,켤레복소수는 허수부의 부호만 바꾼다.,-4+7i,X03,실수부까지 부호를 바꾼 오답.,-4-7i,X03,실수부·허수부 모두 부호를 바꾼 오답.,4-7i,X03,원래 수를 그대로 답한 오답.,-7+4i,X03,실수부와 허수부를 교환한 오답.,
Q6125,X03,1,성질,학습,z = 3+4i일 때 z + z̄의 값은?,6,z+z̄=(3+4i)+(3-4i)=6.,0,X03,z+z̄=0이라 잘못 생각한 오답.,6+8i,X03,z+z를 계산하여 2×(3+4i)=6+8i로 구한 오답.,8i,X03,허수부만 더한 오답.,3,X03,실수부만 답한 오답.,
Q6126,X03,1,성질,학습,z = 2-5i일 때 z × z̄의 값은?,29,(2-5i)(2+5i)=4+25=29.,4,X03,실수부²만 계산한 오답.,25,X03,허수부²만 계산한 오답.,-21,X03,(2-5i)²=4-20i-25=-21-20i로 잘못 계산한 오답.,-21+0i,X03,켤레 대신 z²로 계산한 오답.,
Q6350,X03,1,켤레복소수,학습,z = -2+5i의 켤레복소수 z̄은?,-2-5i,켤레복소수는 허수부의 부호를 바꾸므로 -2-5i,2-5i,X03,실수부의 부호까지 바꾸는 오류,2+5i,X03,실수부·허수부 둘 다 부호를 바꾸는 오류,-2+5i,X03,원래 복소수를 그대로 선택,5i-2,X03,켤레의 의미를 허수·실수 순서 교환으로 오인,
Q6351,X03,1,켤레복소수,학습,z = 4-3i일 때 z+z̄의 값은?,8,z̄=4+3i이므로 z+z̄=(4-3i)+(4+3i)=8,0,X03,허수부끼리 더해 -3i+3i=0만 계산,-6i,X03,z+z̄=2Re(z)를 2Im(z)=-6i로 혼동,4,X03,z+z̄=Re(z)=4로 반만 계산,6i,X03,허수부의 합 (-3+3)i=0 대신 |-3|+|3|=6i로 오인,
Q6352,X03,1,켤레복소수,학습,z = 1+2i일 때 z·z̄의 값은?,5,z·z̄=a²+b²=1²+2²=5,1+4i²,X03,z·z̄을 전개하지 않고 수식만 나열,-3,X03,i²=-1을 잘못 적용하여 1-4=-3으로 계산,1-2i,X03,켤레를 곱하지 않고 z 자체를 선택,3,X03,1²+2=3으로 잘못 계산,
Q6586,X03,1,정의,학습,복소수 z=-5+3i의 켤레복소수는?,-5-3i,켤레복소수는 허수부 부호만 바꿈: -5-3i.,5+3i,X03,실수부까지 부호를 바꾼 오답.,5-3i,X03,실수부와 허수부 모두 부호를 바꾼 오답.,-5+3i,X03,부호를 바꾸지 않아 z 자체를 답한 오답.,3-5i,X03,실수부와 허수부의 순서를 바꾼 오답.,
Q6587,X03,1,계산,학습,z=2+7i일 때 z-z̄의 값은?,14i,z-z̄=(2+7i)-(2-7i)=14i.,0,X03,z-z̄=0으로 잘못 계산한 오답.,4,X03,z+z̄=4를 답한 오답.,14,X03,14i에서 i를 빼먹은 오답.,-14i,X03,부호를 반대로 계산한 오답.,
Q6588,X03,1,계산,학습,z=3-2i일 때 z̄의 실수부와 허수부의 합은?,5,z̄=3+2i. 실수부3+허수부2=5.,1,X03,z̄의 실수부와 허수부를 뺀 3-2=1로 계산한 오답.,3,X03,실수부 3만 답한 오답.,2,X03,허수부 2만 답한 오답.,-1,X03,z의 허수부 -2+3=1이 아닌 3-2=-1... 또는 z의 실수-허수: 3-4=-1로 계산.,
Q6864,X03,1,계산,학습,z = 7-5i일 때 z+z̄의 값은?,14,z=7-5i이면 z̄=7+5i이다. z+z̄=(7-5i)+(7+5i)=14이다.,0,X03,z-z̄와 혼동한 오답이다. z+z̄=14이다.,-10i,X03,z-z̄=-10i인데 z+z̄과 혼동한 오답이다.,7,X03,z+z̄을 실수부만으로 계산한 오답이다. z+z̄=2×실수부=14이다.,2-10i,X03,켤레복소수의 정의를 잘못 적용한 오답이다. z̄=7+5i이다.,
Q6865,X03,1,계산,학습,z = 3+8i일 때 z×z̄의 값은?,73,z=3+8i이면 z̄=3-8i이다. z×z̄=(3)²+(8)²=9+64=73이다.,25,X03,3²+8² 대신 3+8=11을 제곱하거나 잘못 계산한 오답이다.,6,X03,실수부 3만 2배 한 오답이다. z×z̄ = a²+b²이다.,9-64,X03,z×z̄=a²-b²으로 잘못 계산한 오답이다.,-55,X03,z×z̄=3²-8²=-55로 잘못 계산한 오답이다.,
Q6866,X03,1,개념확인,학습,z = -4+6i의 켤레복소수 z̄는?,-4-6i,켤레복소수는 허수부의 부호만 바꾼다. z̄=-4-6i이다.,4-6i,X03,실수부 부호도 바꾼 오답이다. 허수부만 바꿔야 한다.,4+6i,X03,실수부와 허수부 부호를 모두 바꾼 오답이다.,-4+6i,X03,허수부 부호를 바꾸지 않은 오답이다. z̄=-4-6i이다.,6+4i,X03,실수부와 허수부를 바꾼 오답이다.,
Q7258,X03,1,켤레복소수,학습,z=6-i의 켤레복소수 z̄은?,6+i,켤레복소수는 허수부의 부호만 바꾼다. z̄=6+i.,-6+i,X03,허수부 대신 실수부 부호를 바꿈.,6-i,X03,켤레를 취하지 않고 z 그대로 답함.,-6-i,X03,실수부와 허수부 모두 부호를 바꿈.,i-6,X01,허수부와 실수부 순서를 바꿔 표기함.,
Q7259,X03,1,켤레복소수,학습,z=-3+4i일 때 z+z̄의 값은?,-6,z̄=-3-4i. z+z̄=(-3+4i)+(-3-4i)=-6.,-6+8i,X03,z̄ 대신 z를 한 번 더 더하여 z+z=2z=-6+8i로 계산함.,8i,X03,z-z̄=8i와 혼동하여 허수부만 계산함.,25,X03,z×z̄=9+16=25로 덧셈과 곱셈 혼동함.,0,X03,z+z̄=0이라 암기 (순허수일 때만 성립).,
Q7260,X03,1,켤레복소수,학습,z=5+2i일 때 z×z̄의 값은?,29,z̄=5-2i. z×z̄=(5+2i)(5-2i)=25+4=29.,21,X03,a²-b²=25-4=21로 합 대신 차를 계산함.,10,X02,2×실수부=10으로 잘못 계산함.,3,X03,실수부-허수부=5-2=3으로 잘못 계산함.,29-20i,X03,켤레를 취하지 않고 z²=(5+2i)²=21+20i로 계산함.,
Q7261,X03,1,켤레복소수,학습,z=2+9i일 때 z-z̄의 값은?,18i,z̄=2-9i. z-z̄=(2+9i)-(2-9i)=18i.,18,X01,i를 생략하여 18이라 계산함.,4,X03,z+z̄=4와 혼동함.,-18i,X03,z̄-z와 순서를 바꾸어 계산함.,85,X03,z×z̄=4+81=85로 뺄셈과 곱셈 혼동함.,
