문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q342,H08,1,개념,학습,f(x) = x-3 의 역함수는?,f⁻¹(x) = x+3,역은 +3,f⁻¹(x) = x-3,H08,같음 X,f⁻¹(x) = -x+3,H08,잘못,f⁻¹(x) = 1/(x-3),H08,잘못,f⁻¹(x) = 3-x,H08,잘못,function-box:f:x-3
Q343,H08,1,개념,학습,f(x) = 3x 의 역함수는?,f⁻¹(x) = x/3,역은 /3,f⁻¹(x) = 3x,H08,같음 X,f⁻¹(x) = -3x,H08,잘못,f⁻¹(x) = 1/(3x),H08,잘못,f⁻¹(x) = x-3,H08,잘못,function-box:f:3x
Q860,H08,1,개념,학습,"f(x) = x + 4 일 때, f(f⁻¹(7)) 의 값은?",7,f∘f⁻¹(x) = x 이므로 f(f⁻¹(7)) = 7.,11,H08,f(f⁻¹(7)) 를 f(7) = 11 로 혼동해 역함수 특성 무시,3,H08,f⁻¹(7) = 7-4 = 3 만 계산하고 다시 f 를 적용하지 않음,0,H08,f∘f⁻¹ 와 f⁻¹∘f 를 혼동해 결과가 0 이라고 오해,28,H08,f⁻¹(7) = 3 을 구한 뒤 f(3) = 7 이 아닌 4×7 = 28 로 잘못 계산,
Q861,H08,1,개념,학습,역함수를 갖는 함수 f 에서 (f⁻¹)⁻¹(x) 는 무엇인가?,f(x),역함수의 역함수는 원래 함수이므로 (f⁻¹)⁻¹(x) = f(x).,f⁻¹(x),H08,역함수의 역함수도 역함수라고 잘못 이해,x,H08,f∘f⁻¹(x) = x 와 혼동해 x 로 답함,-f(x),H08,역함수를 음의 함수로 혼동,1/f(x),H08,역함수를 역수로 혼동해 1/f(x) 로 답함,
Q1646,H08,1,계산,학습,f(x) = 3x - 9의 역함수 f⁻¹(x)에서 f⁻¹(6)의 값은?,5,y = 3x-9 → x = (y+9)/3. f⁻¹(x) = (x+9)/3. f⁻¹(6) = 15/3 = 5,9,H08,역함수 대신 원함수 f(6) = 9로 계산,-1,H08,f⁻¹(x) = (x-9)/3로 잘못 계산: (6-9)/3 = -1,11,H08,f⁻¹(x) = x/3 + 9로 잘못 계산: 6/3+9=11,2,H08,f⁻¹(6) = 6/3 = 2로 상수항 무시,
Q1650,H08,1,개념,학습,역함수를 갖는 함수 f에서 f(f⁻¹(7))의 값은?,7,f(f⁻¹(x)) = x (역함수의 정의). f(f⁻¹(7)) = 7,0,H08,f∘f⁻¹(x) = 0으로 착각,f(7),H08,f⁻¹(7)을 무시하고 f(7)로만 계산,f⁻¹(7),H08,f∘f⁻¹(7) = f⁻¹(7)로 착각,49,H08,f(f⁻¹(7)) = 7² = 49로 잘못 계산,
Q1652,H08,1,개념,학습,역함수 f⁻¹(x)의 역함수 (f⁻¹)⁻¹(x)는?,f(x),(f⁻¹)⁻¹(x) = f(x). 역함수의 역함수는 원래 함수,x,H07,항등함수 I(x) = x로 착각,1/f(x),H08,역함수를 역수로 착각,-f(x),H08,역함수를 부호만 반대로 착각,(f∘f)(x),H08,역함수의 역함수를 합성함수로 착각,
Q2436,H08,1,개념,학습,f(2)=5이면 f⁻¹(5)의 값은?,2,y=f(x)에서 f(a)=b이면 역함수의 정의에 의해 f⁻¹(b)=a이다. f(2)=5이므로 f⁻¹(5)=2이다.,5,H08,f⁻¹(5)를 f(5)와 혼동하여 출력값을 그대로 반환함.,1/5,H08,f⁻¹를 역수로 착각하여 1/5로 계산함.,-5,H08,역함수를 음수 부호로 잘못 이해함.,10,H08,f(2)=5에서 2×5=10으로 잘못 계산함.,
Q2437,H08,1,계산,학습,f(x)=5x-2의 역함수 f⁻¹(x)는?,(x+2)/5,"y=5x-2로 놓으면 x=5y-2, 즉 5y=x+2이므로 y=(x+2)/5. 따라서 f⁻¹(x)=(x+2)/5이다.",(x-2)/5,H08,x와 y를 바꾼 후 상수 부호를 처리할 때 -2를 이항하지 않고 그대로 놓음.,5x+2,H08,x와 y를 교환하지 않고 부호만 바꿈.,(2-x)/5,H08,이항 시 분자의 x항 부호를 잘못 처리함.,1/(5x-2),H08,f⁻¹를 분수(역수)로 잘못 이해함.,
Q2439,H08,1,계산,학습,f(x)=4x+8의 역함수 f⁻¹(x)에서 f⁻¹(20)의 값은?,3,y=4x+8 → x=4y+8 → 4y=x-8 → f⁻¹(x)=(x-8)/4. 따라서 f⁻¹(20)=(20-8)/4=12/4=3.,28,H08,"f⁻¹(20) 대신 f(20)=4(20)+8=88으로 계산하거나, +8을 빼지 않고 더함.",6,H08,20을 4로만 나누고 8의 이항을 빠뜨림.,-3,H08,(20+8)/4=28/4=7 또는 부호 실수로 -3이 나옴.,88,H08,역함수 대신 원래 f(20)=4(20)+8=88을 계산함.,
