문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6175,Y03,3,계산,학습,a:b = 2:3이고 b:c = 3:4일 때 a:c는?,2:4,"a:b=2:3, b:c=3:4이므로 a:b:c = 2:3:4. 따라서 a:c = 2:4",2:3,Y03,a:c를 a:b로 혼동한 오답이다.,3:4,Y03,a:c를 b:c로 혼동한 오답이다.,6:4,Y03,a:b와 b:c의 비를 단순 곱으로 잘못 결합한 오답이다.,1:2,Y03,a:c=2:4를 기약분수로 약분하지 않고 절반으로 계산한 오답이다.,
Q6176,Y03,3,문장제,학습,세 수의 비가 2:3:5이고 합이 200일 때 가장 큰 수는?,100,가장 큰 수 = 200 × 5/(2+3+5) = 200 × 5/10 = 100,40,Y03,가장 작은 비(2)에 해당하는 값을 답으로 선택한 오답이다.,60,Y03,중간 비(3)에 해당하는 값을 답으로 선택한 오답이다.,50,Y03,200÷4=50으로 잘못된 분모를 사용한 오답이다.,66,Y03,200을 3등분한 약 66을 답으로 계산한 오답이다.,
Q6177,Y03,3,계산,학습,비례식 (2x+1):3 = (x+4):2에서 x의 값은?,10,외항의 곱과 내항의 곱이 같으므로 (2x+1)×2 = 3×(x+4) → 4x+2 = 3x+12 → x = 10,3,Y03,x 계수를 비로 혼동하여 x=3으로 계산한 오답이다.,7,Y03,(2x+1)=x+4로 놓아 x=3이 아닌 7로 계산한 오답이다.,5,Y03,비례식 내항의 차를 기준으로 잘못 계산한 오답이다.,2,Y03,분모 3과 2를 x로 혼동하여 계산한 오답이다.,
Q6407,Y03,3,계산,학습,a:b=3:5이고 b:c=2:7이면 a:c를 가장 간단한 자연수의 비로 나타내면?,6:35,"b를 공통항으로 맞춤: a:b=3:5=6:10, b:c=2:7=10:35. a:c=6:35.",3:7,Y03,a:b와 b:c의 끝항을 직접 연결한 오답.,6:25,Y03,b:c=2:7을 b:c=10:25로 잘못 확장한 오답.,15:35,Y03,a에 5를 곱하고 c에 5를 곱하는 잘못된 방법으로 계산한 오답.,21:35,Y03,a에 7을 곱하고 c에 5를 곱한 잘못된 방법으로 계산한 오답.,
Q6408,Y03,3,계산,학습,총 재산 5400만 원을 3형제가 1:2:3으로 비례배분할 때 중간 형제가 받는 금액은?,1800만 원,중간 형제=5400×2/(1+2+3)=5400×2/6=1800만 원.,900만 원,Y03,막내(1의 비)의 몫 900만 원을 답으로 선택한 오답.,2700만 원,Y03,맏형(3의 비)의 몫 2700만 원을 답으로 선택한 오답.,1200만 원,Y03,5400÷(1+2+3-1)=... 잘못된 분모로 계산한 오답.,1800원,Y03,단위를 만 원이 아닌 원으로 혼동한 오답.,
Q6409,Y03,3,계산,학습,비례식 (x+1):3=(x+5):5에서 x의 값은?,5,5(x+1)=3(x+5) → 5x+5=3x+15 → 2x=10 → x=5.,10,Y03,5(x+1)과 3(x+5)를 전개하지 않고 x+1=x+5로 놓아 오류 계산한 오답.,2,Y03,(x+1)=3이라 가정하여 x=2로 계산한 오답.,7,Y03,외항·내항의 차를 이용한 잘못된 방법으로 x=7을 구한 오답.,3,Y03,비의 한 항 3을 x로 혼동한 오답.,
Q6637,Y03,3,계산,학습,a:b=2:5이고 b:c=3:7이면 a:c를 가장 간단한 자연수의 비로 나타내면?,6:35,"b를 공통항으로 맞춤: a:b=2:5=6:15, b:c=3:7=15:35. a:c=6:35.",2:7,Y03,a:b의 앞항과 b:c의 뒷항을 직접 연결한 오답.,6:25,Y03,b:c=3:7을 b:c=15:25로 잘못 확장한 오답.,10:35,Y03,a에 5를 곱하고 c에 5를 곱해 a=10으로 잘못 계산한 오답.,4:15,Y03,"a:b=2:5에서 a=4, b=10으로 놓고 b:c=3:7=10:... 공통배수를 잘못 적용한 오답.",
Q6638,Y03,3,계산,학습,세 수의 비가 3:5:7이고 중간 수가 30일 때 세 수의 합은?,90,중간 비=5. 5k=30 → k=6. 합=(3+5+7)×6=90.,75,Y03,5k=30에서 k=5로 잘못 계산하여 합=15×5=75로 답한 오답.,30,Y03,중간 수 30을 세 수의 합으로 혼동한 오답.,15,Y03,3+5+7=15를 세 수의 합으로 혼동한 오답.,6,Y03,k=6을 세 수의 합으로 혼동한 오답.,
Q6639,Y03,3,계산,학습,비례식 (3x-1):4 = (x+3):2에서 x의 값은?,7,외항×내항: 2(3x-1)=4(x+3) → 6x-2=4x+12 → 2x=14 → x=7.,14,Y03,2x=14에서 2로 나누지 않고 14를 답으로 쓴 오답.,3,Y03,비의 내항 3을 x로 혼동한 오답.,1,Y03,외항의 차와 내항의 차로 비례식을 잘못 풀어 x=1로 계산한 오답.,5,Y03,(3x-1)=4×(5/2)... 잘못된 방법으로 x=5를 도출한 오답.,
Q6911,Y03,3,계산,학습,a:b=2:7이고 b:c=3:5이면 a:c를 가장 간단한 자연수의 비로 나타내면?,6:35,"b 공통: a:b=2:7=6:21, b:c=3:5=21:35. a:c=6:35.",2:5,Y03,b를 공통으로 맞추지 않고 a와 c의 비를 2:5로 쓴 오답.,6:21,Y03,a:b만 구하고 c를 포함하지 않은 오답.,2:35,Y03,a의 배수를 구하지 않은 오답.,14:15,Y03,a×c=b²으로 잘못 계산한 오답.,
