문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q002,F03,1,계산,진단,1/2 와 1/3 을 통분하시오,3/6 과 2/6,분모의 최소공배수 6으로 통분,1/2와 1/3,F03,통분이 되지 않았어요. 분모를 같게 만들어야 해요,2/6와 3/6,F03,분자를 잘못 옮겼어요. 1/2 = 3/6 이지 2/6 이 아니에요,5/6과 5/6,F03,두 분수를 합쳐버렸어요. 통분은 각각 따로 하는 거예요,1/6과 1/6,F03,분모만 맞추고 분자도 1로 만들었어요. 분자도 함께 비례 변환,"fraction-bar:1,2"
Q033,F03,1,계산,학습,1/4 와 1/6 을 통분하시오,3/12 와 2/12,최소공배수 12로 통분,1/4와 1/6,F03,통분이 안 됐어요,1/10과 1/10,F03,분모를 더해버렸네요. 분모는 최소공배수로,2/12와 3/12,F03,분자가 거꾸로. 1/4=3/12 1/6=2/12,3/24와 2/24,N03,공통 분모로 24를 골랐는데 12가 더 작은 공배수,"fraction-bar:1,4"
Q366,F03,1,계산,학습,1/3 과 1/4 를 통분,4/12 와 3/12,최소공배수 12,1/3과 1/4,F03,통분 X,3/12와 4/12,F03,분자 거꾸로,1/12와 1/12,F03,분자도 1로,2/12와 2/12,F03,잘못,"fraction-bar:1,3"
Q367,F03,1,계산,학습,1/2 와 2/5 를 통분,5/10 과 4/10,최소공배수 10,1/10과 2/10,F03,분자 비례 X,2/10과 5/10,F03,분자 거꾸로,1/2과 2/5,F03,통분 X,5/7과 4/7,F03,분모 더함,"fraction-bar:1,2"
Q1086,F03,1,계산,학습,1/5와 1/4를 통분할 때 공통분모는?,20,5와 4의 최소공배수는 20이므로 공통분모는 20,9,N03,분모를 더해서 5+4=9로 계산한 오류,5,N03,더 큰 분모 5를 공통분모로 그대로 쓴 오류,4,N03,더 작은 분모 4를 공통분모로 그대로 쓴 오류,10,N03,5×2=10만 취하고 4와의 공배수 확인을 안 한 오류,
Q1087,F03,1,계산,학습,3/10과 7/15를 통분하면?,9/30과 14/30,"10과 15의 최소공배수는 30. 3/10=9/30 (×3), 7/15=14/30 (×2)",3/30과 7/30,F03,분자를 그대로 두고 분모만 30으로 바꾼 오류,10/30과 21/30,F03,분자에 공통분모를 나눈 수 대신 분모를 곱한 오류,7/30과 14/30,F03,첫 번째 분수의 분자 계산을 잘못한 오류,9/30과 21/30,F03,두 번째 분수 분자 계산에서 7×3=21로 잘못 적용한 오류,
Q1090,F03,1,계산,학습,1/8과 3/10을 통분하면?,5/40과 12/40,"8과 10의 최소공배수는 40. 1/8=5/40 (×5), 3/10=12/40 (×4)",1/40과 3/40,F03,분자를 그대로 두고 분모만 40으로 바꾼 오류,5/40과 3/40,F03,두 번째 분수 분자를 변환하지 않은 오류,1/80과 3/80,N03,최소공배수 대신 분모의 곱 80을 사용하고 분자 미변환,5/80과 12/80,N03,8과 10의 최소공배수를 80으로 잘못 계산한 오류,
Q1092,F03,1,개념,학습,1/6과 1/8을 통분할 때 공통분모로 가장 적절한 것은?,24,"6=2×3, 8=2³이므로 최소공배수는 2³×3=24",14,N03,분모를 더해서 6+8=14로 계산한 오류,48,N03,분모를 곱해서 6×8=48로 최소공배수 대신 사용한 오류,12,N03,6의 배수 12가 8의 배수이기도 하다고 잘못 판단한 오류,8,N03,더 큰 분모 8을 공통분모로 사용한 오류,
Q1094,F03,1,계산,학습,7/10과 11/15를 통분하면?,21/30과 22/30,"10과 15의 최소공배수는 30. 7/10=21/30 (×3), 11/15=22/30 (×2)",7/30과 11/30,F03,분자를 그대로 두고 분모만 30으로 바꾼 오류,14/30과 22/30,F03,7/10을 통분할 때 7×2=14로 잘못 계산한 오류,21/30과 33/30,F03,11/15를 통분할 때 ×2 대신 ×3을 적용한 오류,7/15와 11/10,F03,두 분수의 분모를 서로 뒤바꾼 오류,
Q1876,F03,1,계산,학습,1/3 과 1/7 을 통분하면?,7/21 과 3/21,"최소공배수 LCM(3,7)=21. 1/3=7/21, 1/7=3/21.",3/21 과 7/21,F03,두 분수의 통분 결과를 반대로 썼다.,1/21 과 1/21,F03,분자는 그대로 두고 분모를 최소공배수로만 바꿨다.,3/7 과 7/3,F03,분모끼리 위아래를 바꾸는 것으로 잘못 이해했다.,7/10 과 3/10,F01,분모를 더해 공통분모를 3+7=10으로 잘못 계산했다.,
Q1878,F03,1,개념,학습,1/4 과 1/5 를 통분할 때 공통분모로 가장 적절한 것은?,20,"LCM(4,5)=20 이 최소공배수이므로 가장 적절한 공통분모는 20.",9,F01,4+5=9 로 분모를 더해서 공통분모를 구했다.,40,F03,4×5×2=40 으로 최소공배수가 아닌 두 배를 사용했다.,5,F01,더 큰 분모 5 를 공통분모로 잘못 선택했다.,4,F01,더 작은 분모 4 를 공통분모로 잘못 선택했다.,
Q1880,F03,1,계산,학습,2/3 과 3/4 를 통분하면?,8/12 과 9/12,"LCM(3,4)=12. 2/3=8/12, 3/4=9/12.",2/12 과 3/12,F03,분자를 그대로 두고 분모만 12로 바꿨다.,8/12 과 3/12,F03,2/3 는 맞게 통분했지만 3/4 의 분자를 바꾸지 않았다.,6/12 과 9/12,F03,2/3 의 분자에 3 대신 4를 곱해 8이 아닌 6이 됐다.,8/7 과 9/7,F01,공통분모를 3+4=7로 잘못 계산했다.,
Q1884,F03,1,계산,학습,3/5 와 4/15 를 통분하면?,9/15 과 4/15,"LCM(5,15)=15. 3/5=9/15, 4/15는 그대로.",3/15 과 4/15,F03,3/5 의 분자를 그대로 두고 분모만 15로 바꿨다.,9/15 과 12/15,F03,4/15 도 분자를 3배 해야 한다고 잘못 생각했다.,45/75 과 20/75,F03,"LCM(5,15)=15 를 찾지 못하고 5×15=75 를 공통분모로 사용했다.",3/5 과 4/15,F03,5는 15의 약수이므로 통분이 필요 없다고 착각했다.,
