문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q566,E06,1,계산,학습,x + y = 7 이고 x = 3 일 때 y 의 값은?,y = 4,대입 → 3+y=7 → y=4,y = 7,E06,x 무시,y = -4,E06,부호 잘못,y = 10,E06,+ 로 잘못,y = 3,E06,x 값 그대로,
Q567,E06,1,계산,학습,x - y = 2 이고 y = 3 일 때 x 의 값은?,x = 5,대입 → x-3=2 → x=5,x = -1,E06,부호 잘못,x = 6,E06,×로 잘못,x = 1,E06,이항 잘못,x = 2,E06,y 무시,
Q1436,E06,1,방정식,학습,"연립방정식 {x + 2y = 8, x - y = 2} 의 해 (x, y) 는?","(4, 2)",두 식을 빼면 3y=6 → y=2. x=2+y=4.,"(2, 4)",E06,x와 y 값을 바군 쓴 경우,"(3, 2)",E06,첫 식에서 x=8-2y 대신 x=8-y로 계산한 경우,"(6, 1)",E06,두 식을 더해 2x+y=10을 잘못 계산한 경우,"(5, 3)",E06,"빼기 방향 혼동으로 3y=9 → y=3, x=5로 구한 경우",
Q1439,E06,1,응용,학습,어떤 두 자연수의 합은 20이고 차는 6이다. 두 수 중 큰 수는?,13,"두 수를 x(큰), y(작은)라 하면 x+y=20, x-y=6. 더하면 2x=26 → x=13.",7,E06,작은 수 y=7을 큰 수로 착각한 경우,14,E06,2x=28로 계산 실수해 x=14로 구한 경우,10,E06,합의 절반 20÷2=10을 큰 수로 혼동한 경우,6,E06,차 6을 큰 수와 혼동한 경우,
Q1445,E06,1,방정식,학습,3x + y = 13 이고 y = 4 일 때 x 의 값은?,3,y=4를 대입: 3x+4=13 → 3x=9 → x=3.,4,E06,y의 값 4를 x로 착각한 경우,9,E06,3x=9에서 x=9로 나누지 않은 경우,13,E06,3x=13으로 y를 대입하지 않고 계산한 경우,1,E06,3x=9 → x=9/3=3인데 3/9=1/3≈1로 잘못 계산한 경우,
Q2226,E06,1,방정식,학습,4x + y = 10이고 y = 2일 때 x의 값은?,2,"y = 2를 대입하면 4x + 2 = 10이므로 4x = 8, x = 2",3,E06,4x = 10-2 = 8에서 x = 8/4 = 3으로 잘못 계산,8,E06,4x = 10-2 = 8을 x = 8로 착각하여 나누기를 생략,4,E06,4x + 2 = 10에서 x = 10-2-4 = 4로 잘못 계산,12,E06,y = 2를 4x에 곱하여 4x·2 = 10으로 잘못 설정,
Q2227,E06,1,방정식,학습,"두 수 x, y의 합이 15이고 x = 2y일 때 y의 값은?",5,"x = 2y를 x+y=15에 대입하면 2y+y = 15이므로 3y = 15, y = 5",10,E06,y의 값을 구하지 않고 x = 2y = 10으로 x를 답으로 취함,7,E06,2y+y = 15에서 3y=15가 아닌 3y=21로 잘못 계산,3,E06,x+y=15에서 y를 15/2로 나누는 산술 오류,6,E06,x+y=15이고 x=2y에서 y를 15-2=13으로 잘못 접근,
Q3016,E06,1,방정식,학습,"연립방정식 {2x-y=3, x+2y=9}의 해 (x, y)는?","(3, 3)",1식에서 y=2x-3. 2식에 대입: x+2(2x-3)=9. 5x=15. x=3. y=3.,"(3, 2)",E06,x=3 구한 후 y=2×3-3=3 대신 y=2로 잘못 계산,"(2, 3)",E06,"x와 y를 뒤바꿔 (2,3)으로 답함","(1, 5)",E02,y=2x-3을 y=2-3x로 잘못 변환해 대입,"(5, 1)",M03,"가감법으로 풀다가 산술 실수로 (5,1) 도출",
Q3018,E06,1,응용,학습,닭과 토끼가 합쳐서 8마리이고 다리 수의 합이 22개이다. 토끼는 몇 마리인가?,3마리,"닭=x, 토끼=y. x+y=8, 2x+4y=22. 대입하면 2y=6, y=3.",5마리,E06,닭(x)과 토끼(y)를 혼동해 닭의 수 5를 토끼 수로 답함,4마리,E06,8÷2=4로 단순 계산해 토끼가 4마리라 판단,6마리,E02,x+y=8에서 x=2로 잘못 구해 y=6으로 계산,2마리,M03,2x+4y=22에서 계산 실수로 y=2로 도출,
Q3022,E06,1,방정식,학습,"연립방정식 {x+y=8, 3x-y=4}의 해 (x, y)는?","(3, 5)","두 식을 더하면 4x=12, x=3. y=8-3=5.","(2, 6)",E06,"가감법 계산 실수로 x=2, y=6 도출","(3, 1)",E06,3x-y=4에 x=3 대입해 y=9-4=5 대신 y=1로 잘못 계산,"(5, 3)",E06,"x와 y를 뒤바꿔 (5,3)으로 답함","(4, 4)",E06,"x+y=8에서 두 수가 같다고 가정하여 (4,4)로 답함",
Q3806,E06,1,방정식,학습,"연립방정식 {2x-y=5, x+2y=5}의 해 (x, y)는?","(3, 1)","첫 번째 식에서 y=2x-5. 두 번째에 대입: x+2(2x-5)=5 → 5x=15 → x=3, y=1.","(5, 0)",E06,x+2y=5에서 y=0을 대입하여 x=5로 잘못 판단한 것,"(1, 3)",E06,x와 y의 값을 바꿔 쓴 것,"(3, -1)",E02,y=2x-5에 x=3 대입 시 y=1을 y=-1로 부호 오류가 발생한 것,"(2, -1)",E06,가감법에서 5x=10으로 잘못 계산하여 x=2가 된 것,
Q3807,E06,1,방정식,학습,"연립방정식 {3x+y=11, x-y=1}의 해 (x, y)는?","(3, 2)",두 식을 더하면 4x=12 → x=3. 두 번째 식에 대입: 3-y=1 → y=2.,"(4, -1)",E06,3x+y=11에 x=3을 잘못 대입하여 y=-1로 계산한 것,"(2, 3)",E06,x와 y 값을 바꿔 쓴 것,"(3, -2)",E02,x-y=1에서 y의 부호를 잘못 처리하여 y=-2로 계산한 것,"(6, -7)",E06,두 식을 더하지 않고 빼서 2x+2y=10으로 잘못 계산한 것,
