문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q159,R02,3,개념,학습,어느 양수 x 에 대해 √(x²) = ?,x,양수 x 의 제곱근은 x,x²,R02,제곱과 제곱근 헷갈림,±x,R02,이미 양수 조건. 양만,1,R02,어디서 1?,x · x,R02,곱셈식. 단순화한 형태로 답,
Q1021,R02,3,개념,학습,√(a²) = a 가 항상 성립하려면 a의 조건은?,a ≥ 0,√(a²)=|a|이다. a≥0이면 |a|=a이므로 √(a²)=a가 성립한다.,a > 0,R02,a=0인 경우 √0=0=a도 성립하므로 ≥0이어야 함,모든 실수 a,R02,a<0이면 √(a²)=|a|=-a≠a이므로 항상 성립하지 않음,a ≠ 0,R02,a=0도 √0=0=a이므로 a≠0 조건은 과도함,a < 0,R02,a<0이면 √(a²)=-a>0이어서 a와 다름,
Q1024,R02,3,계산,학습,√0.04 의 값은?,0.2,0.04=4/100이므로 √0.04=√4/√100=2/10=0.2.,0.02,R02,0.04÷2=0.02로 나눗셈만 수행함,0.4,R02,0.04의 소수점 위치를 한 자리만 이동해 0.4,0.004,R02,소수점 계산 실수로 0.004를 씀,2,R02,√4=2만 계산하고 /100 부분을 무시함,
Q2602,R02,3,응용,학습,√(a²+2a+1) 를 간단히 하시오. (단 a>-1),a+1,a²+2a+1=(a+1)². a>-1이면 a+1>0이므로 √((a+1)²)=a+1,|a+1|,R02,정확하나 a>-1 조건 때문에 a+1>0임을 활용하지 못하고 절댓값으로 답함,a-1,R02,(a+1)²의 제곱근을 a-1로 잘못 계산,±(a+1),R02,제곱근이 두 값을 가진다고 생각하여 ±로 표현,a,R02,a²+2a+1을 인수분해하지 못하고 √(a²)=a로만 계산,
Q2603,R02,3,응용,학습,a>0일 때 √(a⁴) 를 간단히 하시오.,a²,√(a⁴)=√((a²)²)=a² (a>0이면 a²>0이므로 절댓값 불필요),a,R02,√(a⁴)=√(a²×a²)에서 √a²=a를 한 번만 적용하는 실수,a³,R02,√(a⁴)에서 지수를 4-1=3으로 계산하는 오류,|a²|,R02,a>0이면 a²>0임을 활용하지 못하고 불필요한 절댓값 적용,a⁴,R02,√를 취하지 않고 a⁴를 그대로 답으로 제출,
Q2605,R02,3,응용,학습,다음 중 옳은 것은? (단 a는 실수),√(a²)=|a|,√(a²)=|a|는 항상 성립함. a의 부호에 관계없이 √는 항상 0 이상의 값을 반환,√(a²)=a,R02,a가 음수일 때 √(a²)=|a|≥0이므로 √(a²)=a는 a<0이면 성립 안 함,√(-a²)=a,R02,√안에 음수가 들어갈 수 없으므로 성립하지 않음,(√a)²=-a,R02,(√a)²=a가 맞으나 -a로 잘못 표현,√(a)=|a|,R02,√(a²)=|a|를 √(a)=|a|로 잘못 표현,
Q3390,R02,3,계산,학습,a<3일 때 √(a²-6a+9)를 간단히 하면?,3-a,a²-6a+9=(a-3)². √((a-3)²)=|a-3|. a<3이면 a-3<0이므로 |a-3|=-(a-3)=3-a.,a-3,R02,a<3이므로 a-3<0인데 절댓값 없이 a-3으로 답함.,a+3,R02,a²-6a+9를 (a+3)²으로 잘못 인수분해.,-(a+3),R02,인수분해와 부호 처리 모두 오류.,(3-a)²,R02,√를 적용하지 않고 (3-a)²를 그대로 답으로 씀.,
Q3393,R02,3,계산,학습,a<0일 때 √(4a²)를 간단히 하면?,-2a,√(4a²)=√4×√(a²)=2|a|. a<0이면 |a|=-a. 따라서 2×(-a)=-2a.,2a,R02,a<0 조건을 무시하여 √(4a²)=2a로 답함.,2,R02,a²을 제거하고 √4=2만 계산.,4a,R02,√(4a²)=4a처럼 계수와 변수를 잘못 처리.,-4a,R02,√4=4로 잘못 계산하고 a<0 적용.,
Q3395,R02,3,계산,학습,a>0일 때 √(a²+4a+4)를 간단히 하면?,a+2,a²+4a+4=(a+2)². √((a+2)²)=|a+2|. a>0이면 a+2>0이므로 |a+2|=a+2.,a-2,R02,인수분해를 (a-2)²으로 잘못 계산.,-(a+2),R02,a>0이면 a+2>0인데 절댓값을 음수로 처리.,a+4,R02,상수항 4와 계수 4를 혼동하여 a+4로 답함.,(a+2)²,R02,√를 무시하고 완전제곱식을 그대로 답함.,
Q4181,R02,3,응용,학습,√(2n+2) 가 자연수가 되는 가장 작은 자연수 n 은?,1,2n+2 가 완전제곱수이어야 함. n=1 → 2n+2=4=2² 이므로 √4=2 로 자연수,2,R02,n=2 이면 2n+2=6 으로 완전제곱수 아님,7,R02,n=7 이면 2n+2=16=4² 이지만 n=1 보다 큰 값,4,R02,n=4 이면 2n+2=10 으로 완전제곱수 아님,n 이 존재하지 않는다,R02,n=1 이면 √4=2 로 자연수가 됨,
Q4184,R02,3,계산,학습,양수 a 에 대해 √a=3 일 때 a² 의 값은?,81,"√a=3 이면 a=9, a²=81",9,R02,a² 이 아닌 a 의 값을 구함,6,R02,a=3×2=6 으로 잘못 계산,3,R02,√a=3 에서 a=3 으로 혼동,√3,R02,a=√3 으로 잘못 설정,
Q4185,R02,3,개념,학습,다음 중 완전제곱수가 아닌 것은?,72,72=2³×3² 으로 홀수 지수 소인수(2³)가 있어 완전제곱수 아님,4,R02,4=2² 으로 완전제곱수,49,R02,49=7² 으로 완전제곱수,100,R02,100=2²×5² 으로 완전제곱수,169,R02,169=13² 으로 완전제곱수,
Q4960,R02,3,응용,학습,3 < √(a+5) < 5를 만족하는 정수 a의 개수는?,15,각 변을 제곱하면 9<a+5<25. 따라서 4<a<20. 정수는 5 6 … 19이므로 15개,14,R02,5부터 18까지 14개로 잘못 셈,16,R02,양 끝값 포함 오류로 4부터 19까지 16개로 셈,10,R02,제곱하지 않고 3<a+5<5에서 -2<a<0으로 잘못 계산,11,R02,9<a+5<25를 9<a<25로 오해해 10~19를 11개로 셈,
Q4963,R02,3,개념,학습,a<0일 때 √(a²)-a를 간단히 하면?,-2a,a<0이면 √(a²)=|a|=-a이므로 √(a²)-a=-a-a=-2a,0,R02,√(a²)=a로 잘못 처리해 a-a=0으로 계산,2a,R02,a<0 조건을 무시해 √(a²)=a로 두고 부호 오류로 2a 도출,-a,R02,√(a²)=-a만 구하고 -a를 빼는 것 누락,a²-a,R02,√(a²)=a²로 잘못 처리해 a²-a를 그대로 씀,
Q4965,R02,3,응용,학습,a>0이고 (√a)⁴=81일 때 a의 값은?,9,(√a)⁴=a²=81. a>0이므로 a=9,81,R02,(√a)⁴=a⁴으로 잘못 처리해 a=81로 오해,3,R02,a²=81을 a=3으로 잘못 풀이(√81=9인데 √9=3로 혼동),27,R02,(√a)⁴=a³=81이라 잘못 처리해 a=27로 계산,-9,R02,a²=81의 해 a=±9에서 a>0 조건을 무시해 -9 선택,
