문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q211,B01,1,개념,진단,3 < 5 의 양변에 -1 을 곱한 결과는?,-3 > -5,음수 곱 → 부등호 방향 뒤집힘,-3 < -5,B01,음수 곱하면 방향 바뀜,3 > 5,B01,부호 처리 잘못,-3 = -5,B01,곱해서 같아지지 않음,3 < 5,B01,그대로 둠,"number-line:0,10,x>=4"
Q212,B01,1,개념,학습,x ≤ 4 의 의미는?,x는 4보다 작거나 같다,≤ 는 작거나 같다,x는 4보다 작다,B01,= 부분 빼먹음,x는 4보다 크다,B01,부호 반대,x = 4,B01,같지 않을 수도,모름,B01,≤ 는 작거나 같다,"number-line:0,10,x<=6"
Q213,B01,1,개념,학습,부등식 양변에 같은 양수를 곱하면 부등호 방향은?,그대로,양수 곱·나눔 → 그대로,뒤집힘,B01,음수 곱·나눔만 뒤집힘,사라짐,B01,부등호는 사라지지 않음,등호로 변함,B01,등호로 안 변함,모름,B01,양수 → 그대로,"number-line:-3,7,1<=x<=4"
Q214,B01,1,개념,학습,부등식 양변을 -2 로 나눠도 부등호 방향이 그대로인가?,아니오,음수 나눔 → 방향 뒤집힘,예,B01,음수 처리는 뒤집힘,가끔,B01,항상 뒤집힘,모름,B01,음수 → 항상 뒤집힘,부호와 무관,B01,부호 매우 중요,"number-line:-5,5,2<=x<=4"
Q215,B01,1,개념,학습,x > 3 과 같은 의미의 표현은?,3 < x,같은 부등식의 다른 표기,x ≥ 3,B01,등호 포함이 다름,3 > x,B01,부호 반대,x ≤ 3,B01,부호 반대,x = 3,B01,등호 X,
Q476,B01,1,개념,학습,x ≥ 2 의 의미는?,x 는 2 보다 크거나 같다,≥ 는 크거나 같다,x 는 2 보다 크다,B01,= 부분 빼먹음. ≥ 는 등호 포함,x 는 2 보다 작거나 같다,B01,부호 반대. ≥ 는 크거나 같음,x 는 2 와 같다,B01,'크거나' 부분 빼먹음,x 는 2 보다 작다,B01,부호 완전 반대,
Q477,B01,1,개념,학습,부등식 양변에 음수를 곱하면 부등호 방향은?,뒤집힌다,음수 곱·나눔은 방향 뒤집기,그대로,B01,양수 곱·나눔만 그대로. 음수는 뒤집힘,사라진다,B01,부등호는 사라지지 않음,등호로 변한다,B01,등호로 안 변함,두 배가 된다,B01,무의미한 답,
Q478,B01,1,계산,학습,4 < 7 의 양변에 3 을 더한 결과는?,7 < 10,양변에 같은 수 더하기는 방향 그대로,7 > 10,B01,방향 뒤집힘 잘못. 양수 더하기는 그대로,12 < 21,B01,곱하기로 잘못 처리,1 < 4,B01,빼기로 잘못 처리,4 < 7,B01,더하기 처리 안 함,
Q1346,B01,1,개념,학습,a < b 일 때 a+3 과 b+3 의 대소 관계는?,a+3 < b+3,부등식 양변에 같은 수를 더해도 부등호 방향은 바뀌지 않으므로 a+3 < b+3,a+3 > b+3,B01,양변에 같은 수를 더하면 부등호 방향이 바뀐다고 잘못 이해,a+3 = b+3,B01,양변에 같은 수를 더하면 양변이 같아진다고 오해,a+3 ≥ b+3,B01,부등호에 등호가 포함된다고 잘못 이해,알 수 없다,B01,부등식의 성질을 모르거나 추가 조건이 필요하다고 오해,
Q1347,B01,1,개념,학습,부등호 ≤ 가 나타내는 의미는?,작거나 같다,"≤ 는 ""이하(以下)""를 뜻하며 작거나 같다는 의미",작다,B01,≤ 를 < 로 혼동하여 등호 부분을 누락,크거나 같다,B01,≤ 와 ≥ 를 혼동,크다,B01,≤ 를 > 로 완전히 반대로 이해,같다,B01,≤ 에서 부등호 방향을 무시하고 = 만 인식,
Q1349,B01,1,개념,학습,부등식 -4x > 12 의 양변을 -4 로 나누면?,x < -3,음수 -4 로 나누면 부등호 방향이 바뀌므로 x < -3,x > -3,B01,음수로 나눌 때 부등호 방향이 바뀐다는 성질을 모름,x < 3,B01,12 ÷ (-4) = -3 을 3 으로 부호 오류,x > 3,B01,부호도 틀리고 방향도 틀림,x < 12,B01,양변을 나누지 않고 12 를 그대로 우변으로,
Q2136,B01,1,개념,학습,"a > b이고 b > c일 때, a와 c의 대소 관계는?",a > c,부등식의 추이 성질에 의해 a > b이고 b > c이면 a > c이다.,a < c,B01,추이 성질을 역방향으로 적용하는 실수,a = c,B01,a > b > c를 등호로 잘못 연결하는 오류,비교할 수 없다,B01,부등식 추이 성질을 모르는 경우,a ≥ c,B01,등호 없는 부등식에 등호를 추가하는 실수,
Q2138,B01,1,계산,학습,"-2 ≤ x ≤ 5일 때, x+3의 범위는?",1 ≤ x+3 ≤ 8,"-2 ≤ x ≤ 5의 각 변에 3을 더하면 -2+3 ≤ x+3 ≤ 5+3, 즉 1 ≤ x+3 ≤ 8",-2 ≤ x+3 ≤ 5,B01,3을 더하지 않고 원래 범위를 그대로 적용하는 실수,-5 ≤ x+3 ≤ 2,B01,3을 더하는 대신 빼는 오류,1 < x+3 < 8,B01,등호 포함 부등식을 등호 미포함으로 변환하는 실수,-2 ≤ x+3 ≤ 8,B01,왼쪽 경계 상수 처리를 잘못하는 경우,
Q2141,B01,1,개념,학습,"a ≤ b일 때, -a와 -b의 대소 관계는?",-a ≥ -b,a ≤ b의 양변에 -1을 곱하면 부등호 방향이 뒤집혀 -a ≥ -b,-a ≤ -b,B01,음수를 곱해도 부등호 방향이 유지된다고 오해,-a > -b,B01,방향이 뒤집히지만 등호를 제거하는 실수,-a < -b,B01,음수 곱셈 후 방향을 완전히 혼동하는 오류,-a = -b,B01,부등호 기호를 등호로 잘못 읽는 실수,
Q2926,B01,1,개념,학습,"a < b이고 c < 0일 때, a/c와 b/c의 대소 관계는?",a/c > b/c,음수로 나누면 부등호 방향이 바뀌므로 a/c > b/c.,a/c < b/c,B01,음수로 나눌 때 방향이 바뀌는 것을 모름.,a/c = b/c,B01,나눗셈 후 부등호가 사라진다고 착각.,a/c ≥ b/c,B01,등호 포함 여부를 잘못 판단.,b/c > a/c,B01,기호 표현을 뒤집어 같은 오류 반복.,
