문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q5307,C05,3,계산,학습,"A→B 길 2가지, A→C 길 3가지, B→D 길 4가지, C→D 길 2가지일 때 A에서 D까지 가는 모든 경우의 수는?",14,"A→B→D: 2×4=8, A→C→D: 3×2=6. 합의 법칙으로 8+6=14",11,C05,전체를 합으로만 계산 2+4+3+2=11함,48,C05,전체를 곱으로만 계산 2×4×3×2=48함,8,C05,A→B→D 경로만 계산함,6,C05,A→C→D 경로만 계산함,
Q5308,C05,3,계산,학습,"1, 2, 3, 4 중 서로 다른 두 수를 뽑아 만들 수 있는 두 자리 자연수의 개수는?",12,"십의 자리에 4가지, 일의 자리에 나머지 3가지이므로 4×3=12",7,C05,합의 법칙 4+3=7을 잘못 적용함,6,C05,4C2=6으로 순서를 고려하지 않음,4,C05,숫자의 개수만 셈,16,C05,중복을 허용하여 4×4=16으로 계산함,
Q5309,C05,3,계산,학습,세 자리 자연수 중 백의 자리가 짝수이고 십의 자리가 홀수인 수의 개수는?,200,"백의 자리 짝수: 2,4,6,8→4가지. 십의 자리 홀수: 1,3,5,7,9→5가지. 일의 자리: 0~9→10가지. 4×5×10=200",19,C05,합의 법칙 4+5+10=19를 잘못 적용함,40,C05,일의 자리를 곱하지 않고 4×5×2=40로 계산함,100,C05,4×10=40과 5×10=50의 합을 잘못 계산하거나 전체÷2로 추측함,2,C05,짝수와 홀수만 셈하여 2가지로 추측함,
Q5505,C05,3,계산,학습,남학생 4명 여학생 3명에서 남학생 1명과 여학생 1명을 각각 뽑는 경우의 수는?,12,남학생(4)×여학생(3)=12. 동시에 선택하므로 곱의 법칙.,7,C05,4+3=7로 합의 법칙을 잘못 적용함,4,C05,남학생만 고려함,3,C05,여학생만 고려함,24,C05,4!÷... 잘못: 4×3×2=24로 과잉 계산함,
Q5506,C05,3,계산,학습,"0, 1, 2, 3, 4의 다섯 숫자 중 서로 다른 세 수를 뽑아 만들 수 있는 세 자리 자연수의 개수는?",48,백의 자리: 0 제외 4가지. 십의 자리: 남은 4개 중 1개. 일의 자리: 남은 3개 중 1개. 4×4×3=48,60,C05,5P3=5×4×3=60으로 0이 백의 자리에 오는 경우를 포함함,24,C05,4×3×2=24로 백의 자리 선택지 오류,10,C05,5C3=10으로 순서를 고려하지 않음,125,C05,5³=125로 중복 허용하여 계산함,
Q5507,C05,3,계산,학습,각 자리에 0~9 중 하나를 쓰되 같은 숫자를 반복해도 되는 4자리 비밀번호의 총 수는?,10000,중복 허용이므로 각 자리 10가지. 10×10×10×10=10⁴=10000,5040,C05,10P4=10×9×8×7=5040으로 중복 없는 순열로 계산함,210,C05,10C4=210으로 순서 없는 조합으로 계산함,40,C05,10×4=40으로 잘못 계산함,1000,C05,10³=1000으로 자리 수를 하나 덜 셈함,
Q5703,C05,3,계산,학습,"1, 2, 3, 4, 5 다섯 숫자 중 서로 다른 세 수를 뽑아 만들 수 있는 세 자리 짝수의 개수는?",24,"일의 자리 짝수(2,4): 2가지. 나머지 4개에서 2개 선택 순열: 4×3=12. 합계: 2×12=24",60,C05,5×4×3=60으로 짝수 조건을 고려하지 않음,12,C05,일의 자리 경우의 수만 계산함,48,C05,2×4×3×2=48로 잘못 계산함,20,C05,5P2×2=20×2=40의 오계산,
Q5704,C05,3,계산,학습,"A→B 길 2가지, A→C 길 3가지, B→D 길 4가지, C→D 길 2가지 있을 때 A에서 D까지 가는 모든 경우의 수는?",14,A→B→D: 2×4=8. A→C→D: 3×2=6. 두 경우는 배타적이므로 합: 8+6=14,24,C05,모든 수의 곱 2×3×4×2=48 또는 잘못된 적용,11,C05,2+4+3+2=11로 모두 합함,20,C05,(2+3)×4=20으로 계산함,48,C05,2×3×4×2=48로 전체 곱을 계산함,
Q5705,C05,3,계산,학습,"1, 2, 3, 4, 5, 6 중 서로 다른 두 수를 동시에 뽑을 때 두 수의 합이 7인 경우의 수는?",3,"합이 7: (1,6), (2,5), (3,4) → 3가지 (순서 무관)",6,C05,"(1,6),(6,1),(2,5),(5,2),(3,4),(4,3) 중복 계산함",4,C05,"(1,6),(2,5),(3,4),(4,3) 등 일부 중복 포함",2,C05,일부 쌍만 찾음,9,C05,6+3=9로 잘못 계산함,
Q5897,C05,3,계산,학습,흰 공 4개와 검은 공 3개가 있다. 흰 공 1개와 검은 공 1개를 동시에 선택하는 경우의 수와 흰 공 또는 검은 공 중 1개를 선택하는 경우의 수의 합은?,19,"흰+검 동시: 4×3=12, 흰 또는 검 1개: 4+3=7, 합=19",12,C05,흰+검 동시 선택의 경우(12)만을 답으로 함,7,C05,흰 또는 검 중 1개 선택의 경우(7)만을 답으로 함,84,C05,잘못된 방법으로 크게 계산함,14,C05,7×2=14로 잘못 계산함,
Q5898,C05,3,계산,학습,"남학생 3명, 여학생 4명 중 남자 대표 1명과 여자 대표 1명을 뽑는 경우의 수와 성별 구분 없이 대표 1명을 뽑는 경우의 수의 차는?",5,"남+여 대표: 3×4=12, 전체 중 1명: 3+4=7, 차=12-7=5",12,C05,남+여 대표 경우의 수(12)만을 답으로 함,7,C05,전체 중 1명 선택 경우의 수(7)만을 답으로 함,19,C05,두 경우의 수의 차 대신 합(12+7=19)을 구함,2,N01,12-7=5를 계산 실수로 2로 혼동함,
Q5899,C05,3,계산,학습,"숫자 0, 1, 2, 3, 4 중 서로 다른 3개를 뽑아 만들 수 있는 세 자리 자연수의 개수는?",48,"백의 자리(0 불가): 4가지, 십의 자리: 나머지 4가지, 일의 자리: 나머지 3가지 → 4×4×3=48",60,C05,0을 제외하지 않고 5×4×3=60으로 계산함,24,C06,4×3×2=24로 잘못 계산함,120,C06,5!=120으로 잘못 계산함,36,C05,4×3×3=36으로 잘못 계산함,
Q6985,C05,3,계산,학습,1~5 숫자 카드로 세 자리 수를 만들 때 백의 자리가 홀수인 경우의 수는? (반복 사용 불가),36,"홀수(1,3,5) 3가지를 백의 자리에 놓고 나머지 4장 중 2장 순서대로 선택: 3×4×3=36",60,C05,조건 없이 5×4×3=60으로 계산함,12,C05,백의 자리에 4가지가 있다고 오해하여 4×3=12로 계산함,20,C05,3×4+8=20 등 잘못된 계산,18,C05,3×3×2=18로 순서 고려 오류,
Q6986,C05,3,계산,학습,5명의 학생 중 2명을 대표로 뽑는 경우의 수는?,10,순서 없이 선택 = 5C2=(5×4)÷(2×1)=10,20,C05,순서 있게 뽑는 5P2=5×4=20을 적용함,5,C05,한 명을 뽑을 때 경우의 수와 혼동함,25,C05,5×5=25으로 잘못 계산함,15,C05,5+4+3+2+1=15로 잘못된 방법 사용,
