문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q291,E07,2,방정식,진단,|x-3| = 2 의 해는?,x=1 또는 x=5,x-3 = ±2,x=1 만,E07,±k 둘 다,x=5 만,E07,둘 다,x=2,E07,잘못,x=±2,E07,형식 잘못,"number-line:-2,8,1,5"
Q293,E07,2,방정식,학습,|x+1| = 3 의 해는?,x=2 또는 x=-4,x+1 = ±3,x=2 만,E07,둘 다,x=-4 만,E07,둘 다,x=3 또는 x=-3,E07,+1 무시,x=4 또는 x=-2,E07,부호 처리 잘못,"number-line:-6,4,2,-4"
Q294,E07,2,방정식,학습,|2x| = 6 의 해는?,x=3 또는 x=-3,2x = ±6 → x = ±3,x=6 또는 x=-6,E07,/2 누낙,x=3 만,E07,둘 다,x=12,E07,잘못,x=±2,E07,잘못,"number-line:-5,5,3,-3"
Q579,E07,2,계산,학습,|3x| = 12 의 해는?,x = 4 또는 x = -4,3x = ±12 → x = ±4,x = ±12,E07,/3 안 함,x = 4,E07,음수 누낙,x = -4,E07,양수 누낙,x = ±36,E07,×3 으로 잘못,"number-line:-6,6,4.0,-4.0"
Q580,E07,2,계산,학습,|x - 2| = 10 의 해는?,x = 12 또는 x = -8,x-2 = 10 → x=12 / x-2 = -10 → x=-8,x = 8 또는 x = -12,E07,부호 잘못,x = 12,E07,음수 누낙,x = 10,E07,우변 그대로,x = ±10,E07,-2 이항 안 함,"number-line:-10,14,12.0,-8.0"
Q581,E07,2,계산,학습,|2x + 1| = 5 의 해는?,x = 2 또는 x = -3,2x+1 = 5 → x=2 / 2x+1 = -5 → x=-3,x = 5 또는 x = -5,E07,괄호 무시,x = 2,E07,음수 누낙,x = ±2,E07,상수항 무시,x = 3 또는 x = -2,E07,부호 반대,"number-line:-5,4,2.0,-3.0"
Q582,E07,2,계산,학습,|x + 3| = 0 의 해는?,x = -3,|...|가=0 → 안이 0,x = 3,E07,부호 잘못,x = ±3,E07,=0 일 때는 1개,해 없음,E07,=0 도 해,x = 0,E07,대충,"number-line:-6,0,-3.0"
Q1447,E07,2,방정식,학습,|x - 4| + 2 = 7 의 해는?,x=9 또는 x=-1,|x-4|=5 → x-4=5 또는 x-4=-5 → x=9 또는 x=-1.,x=9 또는 x=1,E07,x-4=-5에서 x=5-4=1로 잘못 계산한 경우,x=11 또는 x=-3,E07,|x-4|=7로 잘못 계산한 경우(2를 이항하지 않음),x=7 또는 x=1,E07,|x-4|=3으로 계산한 경우(7-4=3으로 혼동),x=3 또는 x=5,E07,x-4=±1로 잘못 계산한 경우,
Q1449,E07,2,방정식,학습,3|x + 1| = 6 의 해는?,x=1 또는 x=-3,|x+1|=2 → x+1=2 → x=1; x+1=-2 → x=-3.,x=2 또는 x=-2,E07,3|x+1|=6에서 |x+1|=2를 구하지 않고 |x|=2로 착각한 경우,x=1 또는 x=-1,E07,x+1=-2에서 x=-3이 아닌 x=-1로 계산한 경우,x=3 또는 x=-3,E07,|x+1|=6÷1=6으로 잘못 계산한 경우,x=2 또는 x=-4,E07,3|x+1|=6에서 |x+1|=3으로 계산한 경우,
Q1451,E07,2,방정식,학습,|x + 2| = 3 의 두 해 중 큰 것은?,1,x+2=3 → x=1; x+2=-3 → x=-5. 두 해 중 큰 것은 1.,-5,E07,작은 해 -5를 선택한 경우,2,E07,x+2=3에서 x=3으로 잘못 계산한 경우,3,E07,오른쪽 k=3을 해라고 착각한 경우,-1,E07,x+2=3에서 x=1인데 x=-1로 부호 실수한 경우,
