문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q152,M04,3,계산,학습,(a²b)³ · a 를 간단히,a⁷b³,(a²)³ b³ · a = a⁶ b³ · a = a⁷b³,a⁶b³,M04,마지막 a 누락. ·a 빠짐,a⁷b³ 없이 a²b · a = a³b,M04,(··)³ 처리 X,a²b³,M04,a 처리 X,a⁶b⁴,M04,b 지수 곱 처리 잘못. 외부 a 도 잘못,
Q932,M04,3,계산,학습,(x³)² ÷ x⁴를 간단히 하면?,x²,(x³)² = x⁶이고 x⁶ ÷ x⁴ = x^(6-4) = x²이다.,x,M04,(x³)² = x^(3+2) = x⁵로 잘못 계산해 x⁵ ÷ x⁴ = x를 얻음,x¹⁰,M04,나눗셈의 지수를 빼는 대신 더해 x^(6+4) = x¹⁰으로 계산함,x⁵,M04,(x³)² = x^(3²) = x⁹로 잘못 계산해 x⁹ ÷ x⁴ = x⁵를 얻음,1/x²,M04,지수 뺄셈 순서를 반대로 해 x^(4-6) = x^(-2) = 1/x²로 계산함,
Q933,M04,3,계산,학습,12x⁵ ÷ 3x² ÷ 2x를 간단히 하면?,2x²,(12x⁵ ÷ 3x²) ÷ 2x = 4x³ ÷ 2x = 2x²이다.,2x³,M04,마지막 ÷ 2x에서 x의 지수를 빼지 않아 4x³ ÷ 2 = 2x³을 얻음,4x²,M04,12 ÷ 3 = 4에서 ÷ 2를 적용하지 않고 4를 계수로 씀,2x⁸,M04,지수를 빼는 대신 더해 5 + 2 + 1 = 8로 계산함,8x²,M04,계수 계산 오류로 12 ÷ 3 = 4이고 4 ÷ 2 = 2가 아닌 4 × 2 = 8로 계산함,
Q935,M04,3,계산,학습,5x²y³ ÷ (-x²y)²를 간단히 하면?,5y/x²,(-x²y)² = x⁴y²이므로 5x²y³ ÷ x⁴y² = 5 × x^(2-4) × y^(3-2) = 5x^(-2)y = 5y/x²이다.,5x²y,M04,x² ÷ x⁴ = x^(-2)를 x²로 잘못 처리함,5x⁶y⁵,M04,"나눗셈을 곱셈으로 처리해 x^(2+4) = x⁶, y^(3+2) = y⁵로 계산함",-5y/x²,M04,(-x²y)²를 제곱해도 음수라고 오해해 부호를 -로 씀,5/x²,M04,y³ ÷ y² = y를 빠뜨리고 x 부분만 계산함,
Q1719,M04,3,계산,학습,4x³ × (-2x²) ÷ (-x²)를 간단히 하면?,8x³,"4×(-2)=-8로 x⁵을 먼저 만든 뒤 ÷(-x²)를 하면 (-8)÷(-1)=8, x⁵⁻²=x³이므로 8x³입니다.",-8x³,M04,÷(-x²)에서 음수÷음수=양수임을 놓치고 부호를 그대로 유지한 실수입니다.,8x⁷,M04,나눗셈에서 지수를 빼야 하는데 더해 3+2+2=7로 계산한 오류입니다.,-8x⁵,M04,마지막 ÷(-x²) 연산을 수행하지 않고 중간 결과를 그대로 쓴 경우입니다.,8x,M04,x³×x²÷x²에서 지수 계산을 3+2-4=1로 잘못 처리한 실수입니다.,
Q1722,M04,3,계산,학습,15a⁵b⁴ ÷ 3a²b² ÷ (-ab)를 간단히 하면?,-5a²b,"15÷3=5, a⁵⁻²=a³, b⁴⁻²=b²로 5a³b²을 얻은 뒤 ÷(-ab)를 하면 -5a²b입니다.",5a²b,M04,÷(-ab)에서 음수로 나누므로 결과가 음수인데 양수로 처리한 부호 실수입니다.,-5a³b²,M04,두 번째 나눗셈 ÷(-ab)를 수행하지 않고 중간 결과를 답으로 쓴 경우입니다.,-5a²b²,M04,b 지수 2-1=1인데 2 그대로 남긴 계산 실수입니다.,5a⁸b⁷,M04,나눗셈을 곱셈으로 잘못 이해해 지수를 모두 더한 오류입니다.,
Q1725,M04,3,계산,학습,"단항식 A에 대해 A × 2x² = 6x⁵가 성립할 때, A는?",3x³,A = 6x⁵ ÷ 2x² = (6÷2)x^(5-2) = 3x³입니다.,3x⁷,M04,x⁵÷x²에서 지수를 빼야 하는데 5+2=7로 더한 실수입니다.,4x³,M04,6÷2=3이어야 하는데 6-2=4로 계산한 계수 오류입니다.,12x⁷,M04,A = 6x⁵ × 2x² = 12x⁷로 나눗셈이 아닌 곱셈으로 잘못 계산한 경우입니다.,3x²,M04,x⁵÷x²에서 5-2=3이어야 하는데 5-3=2로 잘못 뺀 실수입니다.,
Q2510,M04,3,계산,학습,"단항식 A에 대해 A ÷ (-2x²) = 3x³ 가 성립할 때, A는?",-6x⁵,A = 3x³ × (-2x²) = -6x^(3+2) = -6x⁵,6x⁵,M04,역산 시 부호를 양수로 잘못 처리해 6x⁵,-6x,M04,지수를 3-2=1로 빼서 -6x,-3/2·x,M04,나누기를 곱셈으로 역산하지 않고 3x³÷(-2x²)를 그대로 계산,6x,M03,부호와 지수 모두 잘못 처리해 6x,
Q2513,M04,3,계산,학습,(-2x²y)³ ÷ (4x³y²) 를 간단히 하면?,-2x³y,(-2x²y)³=-8x⁶y³. -8x⁶y³÷4x³y²=-2x^(6-3)·y^(3-2)=-2x³y,-2x²y,M04,x 지수를 6-3=3 대신 6-4=2로 계산,2x³y,M04,(-2)³=-8의 부호를 양수로 처리해 양수 결과,-2x³y²,M04,y 지수를 3-2=1 대신 2로 잘못 계산,-2x³,M04,y 항을 완전히 약분해 사라진다고 잘못 보아 y 생략,
Q2515,M04,3,계산,학습,"단항식 B에 대해 (x²y)² ÷ B = x/y 가 성립할 때, B는?",x³y³,(x²y)²=x⁴y²이므로 B=x⁴y²÷(x/y)=x⁴y²×(y/x)=x³y³,x⁵y,M04,나누기 역산 시 y를 분모로 잘못 처리해 x⁴y²÷x÷y=x³y,x³y,M04,y² × y = y³ 대신 y² ÷ y = y로 잘못 계산,x³/y³,M04,역수를 잘못 취해 y를 분모로 처리하고 y²÷y=y⁻¹로 계산,x⁴y²,M04,B를 구하지 않고 (x²y)²=x⁴y²만 답으로 씀,
