문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q087,P03,2,전개,진단,(x + 2)(x + 5) 를 전개하시오,x² + 7x + 10,x² + (2+5)x + (2·5),x² + 10x + 7,P03,중간 항 계수와 끝 항이 거꾸로,x² + 10,P03,중간 항 빠짐,x² + 7x + 7,P03,끝 항 잘못. 2×5 = 10,2x² + 7x + 10,M06,첫 항 잘못. x×x = x²,algebra-tile:(x+a)(x+b)
Q088,P03,2,전개,학습,(x - 3)(x + 4) 를 전개하시오,x² + x - 12,x² + (-3+4)x + (-3·4),x² + 7x - 12,P03,중간 항 잘못. -3+4 = 1,x² - 12,P03,중간 항 빠짐,x² + x + 12,P03,상수항 부호 잘못. (-3)(+4) = -12,x² - x - 12,I02,중간 항 부호 잘못. -3+4 = +1,algebra-tile:(x+a)(x+b)
Q089,P03,2,전개,학습,(x - 2)(x - 5) 를 전개하시오,x² - 7x + 10,x² + (-2-5)x + (-2)(-5),x² + 7x + 10,P03,중간 항 부호 잘못,x² - 7x - 10,P03,끝 항 부호 잘못. (-2)(-5) = +10,x² - 10,P03,중간 항 빠짐,x² - 12x + 10,P03,중간 항 계수 잘못. -2-5 = -7,algebra-tile:(x+a)(x+b)
Q448,P03,2,전개,학습,(x - 1)(x - 4) 를 전개하시오,x² - 5x + 4,x² + (-1-4)x + (-1)(-4) = x² - 5x + 4,x² + 5x + 4,P03,중간항 부호 잘못,x² - 5x - 4,P03,끝항 부호 잘못. 음 × 음 = 양,x² - 3x + 4,P03,중간항 계수 잘못. -1-4 = -5,x² + 4,P03,중간항 빠짐,algebra-tile:(x+a)(x+b)
Q449,P03,2,전개,학습,(x + 9)(x - 1) 을 전개하시오,x² + 8x - 9,x² + (9-1)x + 9·(-1) = x² + 8x - 9,x² + 8x + 9,P03,끝항 부호 잘못,x² + 10x - 9,P03,중간항 잘못. 9-1 = 8 인데 9+1 로,x² - 8x - 9,I02,중간항 부호 잘못,x² - 9,P03,중간항 빠짐,algebra-tile:(x+a)(x+b)
Q450,P03,2,전개,학습,(a + 2)(a + 7) 을 전개하시오,a² + 9a + 14,a² + (2+7)a + 2·7 = a² + 9a + 14,a² + 9a + 9,P03,끝항 잘못. 2×7 = 14,a² + 14a + 9,P03,중간항과 끝항 거꾸로,a² + 14,P03,중간항 빠짐,2a² + 9a + 14,M06,첫항 잘못. a×a = a²,algebra-tile:(x+a)(x+b)
Q451,P03,2,전개,학습,(x - 5)(x + 3) 을 전개하시오,x² - 2x - 15,x² + (-5+3)x + (-5)(3) = x² - 2x - 15,x² + 2x - 15,P03,중간항 부호 잘못. -5+3 = -2,x² - 2x + 15,P03,끝항 부호 잘못. (-5)(+3) = -15,x² - 8x - 15,P03,중간항 잘못. -5-3 으로 잘못 처리,x² - 15,P03,중간항 빠짐,algebra-tile:(x+a)(x+b)
Q452,P03,2,전개,학습,(y - 4)(y + 5) 를 전개하시오,y² + y - 20,y² + (-4+5)y + (-4)(5) = y² + y - 20,y² - y - 20,I02,중간항 부호 잘못. -4+5 = +1,y² + 9y - 20,P03,중간항 잘못. -4-5 처럼 처리,y² + y + 20,P03,끝항 부호 잘못,y² - 20,P03,중간항 빠짐,algebra-tile:(x+a)(x+b)
Q1318,P03,2,전개,학습,(x + 4)(x - 7) 을 전개하면?,x²-3x-28,"a=4, b=-7 이면 x²+(4+(-7))x+4×(-7) = x²-3x-28",x²+3x-28,P03,4+(-7) = -3 인데 +3 으로 부호를 잘못 처리,x²-3x+28,P03,4×(-7) = -28 인데 +28 로 잘못 계산,x²-28,P03,중간 항 -3x 를 누락,x²+11x-28,P03,a+b 를 4+7 = 11 로 부호를 무시하고 계산,
Q1319,P03,2,전개,학습,(x + 2)(x - 8) 을 전개하면?,x²-6x-16,x²+(2+(-8))x+2×(-8) = x²-6x-16,x²+6x-16,P03,2+(-8) = -6 인데 +6 으로 부호 오류,x²-6x+16,P03,2×(-8) = -16 인데 +16 으로 부호 오류,x²-10x-16,P03,a+b = 2+(-8) = -6 대신 -10 으로 잘못 계산,x²-16,P03,중간 항 -6x 를 누락하고 ab = 2×(-8) = -16 만 남김,
Q1321,P03,2,개념,학습,x²+ax+12 = (x+3)(x+b) 일 때 a 의 값은?,7,"(x+3)(x+b) = x²+(3+b)x+3b 이고 3b=12 이면 b=4, a=3+4=7",4,P03,b=4 를 a 로 혼동하여 답을 4 로 처리,3,P03,주어진 (x+3) 에서 상수 3 을 그대로 a 로 답,36,P03,3b=12 에서 b=4 로 올바르게 구했으나 a=3×b=3×4=12 로 곱셈으로 잘못 계산,5,P03,3+b=12 로 잘못 세워 b=9 이고 a=3+9=12 가 아닌 a=3+2=5 로 오류,
Q1322,P03,2,응용,학습,(x+5)(x-4) - (x+2)(x-3) 을 간단히 하면?,2x-14,(x²+x-20) - (x²-x-6) = x²+x-20-x²+x+6 = 2x-14,2x-26,P03,-(x²-x-6) 을 -x²-x-6 으로 처리하여 x-20-x-6 = -26 이 아닌 2x-26 오류,2x+14,P03,부호를 반대로 처리하여 2x+14 로 답,-14,P03,2x 항을 누락하고 상수항만 -14 로 답,2x-2,P03,(x+5)(x-4) 의 상수항 -20 을 -2 로 잘못 계산,
Q2109,P03,2,응용,학습,"(x + a)(x - 2) = x² + 3x + b 일 때, a + b 의 값은?",-5,"(x+a)(x-2)=x²+(a-2)x-2a이다. a-2=3에서 a=5, b=-2a=-10이므로 a+b=-5이다.",5,P03,b를 계산하지 않고 a=5만 구한 경우이다.,3,P03,b를 상수항 없이 계수 3으로 오인한 경우이다.,-3,P03,a=3으로 잘못 설정하고 b=-6으로 계산하여 a+b=-3으로 계산한 경우이다.,7,P03,b=-2으로 잘못 계산하여 a+b=5+2=7로 계산한 경우이다.,
Q2110,P03,2,전개,학습,(x - 3)(x + 5) - (x + 2)(x - 4) 를 간단히 하면?,4x - 7,(x-3)(x+5)=x²+2x-15이고 (x+2)(x-4)=x²-2x-8이므로 차는 4x-7이다.,4x - 23,P03,빼는 식의 상수항 부호를 처리할 때 -(-8)=-8로 실수한 경우이다.,4x + 7,P03,전체 부호를 반대로 하여 결과를 +7로 계산한 경우이다.,2x - 7,P03,이항 계산에서 2x+2x를 2x로 잘못 계산한 경우이다.,4x - 1,P03,상수항 계산에서 -15+8=-7이 아닌 -15+14=-1로 실수한 경우이다.,
Q2111,P03,2,계산,학습,21 × 24 를 곱셈공식 (x+a)(x+b) 를 이용하여 계산하면?,504,"21=20+1, 24=20+4이므로 (20+1)(20+4)=20²+(1+4)×20+1×4=400+100+4=504이다.",404,P03,중간항 (1+4)×20=100을 누락하고 20²+1×4=404로 계산한 경우이다.,500,P03,어림으로 20×25=500으로 계산한 경우이다.,525,P03,21×25=525로 24를 25로 혼동한 경우이다.,484,P03,22²=484로 두 수의 평균을 제곱한 경우이다.,
Q2112,P03,2,응용,학습,"x² + bx - 12 = (x + 4)(x + c) 일 때, b + c 의 값은?",-2,"(x+4)(x+c)=x²+(4+c)x+4c이다. 4c=-12에서 c=-3, b=4+c=1이므로 b+c=-2이다.",7,P03,c=-3의 부호를 무시하고 b+c=4+3=7로 계산한 경우이다.,1,P03,c를 구하지 않고 b=1만 계산한 경우이다.,-3,P03,b를 구하지 않고 c=-3만 계산한 경우이다.,-4,P03,"4c=-12에서 c=-4로 나눗셈 실수하여 b=0, b+c=-4로 계산한 경우이다.",
Q2898,P03,2,전개,학습,(x + 8)(x - 3)을 전개하면?,x² + 5x - 24,(x+8)(x-3)=x²+(8-3)x+8(-3)=x²+5x-24,x² - 5x - 24,P03,x항 계수 부호 반대,x² + 5x + 24,P03,상수항 8×(-3)=-24를 +24로 처리,x² - 24x + 24,P03,x항 계수를 8×3=24로 오산,x² + 24,P03,x항을 빠뜨리고 상수항도 혼동,
Q2899,P03,2,개념,학습,(x + p)(x + q) = x² - 5x - 14일 때 pq의 값은?,-14,(x+p)(x+q)=x²+(p+q)x+pq이므로 pq=-14,14,P03,상수항 -14의 부호를 양수로 처리,-5,P03,pq를 x항 계수 -5로 혼동,5,P03,x항 계수 절댓값 5를 pq로 혼동,70,P03,(-14)×(-5)=70으로 두 계수를 곱한 값을 씀,
Q2901,P03,2,응용,학습,(x - 2)(x + a) = x² + bx - 10일 때 a + b의 값은?,8,(x-2)(x+a)=x²+(a-2)x-2a. 상수항: -2a=-10 → a=5. x항: b=a-2=3. a+b=8,3,P03,a를 구하지 않고 b=3만 답으로 씀,5,P03,b를 더하지 않고 a=5만 답으로 씀,7,P03,"a=5, b=3을 더할 때 5+3=7로 오산",-7,P03,부호 처리 오류로 b=-3으로 계산해 a+b=5-3=2 혼동,
Q2902,P03,2,전개,학습,(x - 3y)(x + 7y)를 전개하면?,x² + 4xy - 21y²,(x-3y)(x+7y)=x²+(-3+7)xy+(-3)(7)y²=x²+4xy-21y²,x² - 4xy - 21y²,P03,x항 계수 -3+7=+4를 -4로 부호 혼동,x² + 4xy + 21y²,P03,상수항 (-3)(7)=-21을 +21로 처리,x² - 21y²,P03,중간항 4xy를 빠뜨림,x² + 4y - 21y²,P03,중간항에 xy가 아닌 y를 씀,
Q2904,P03,2,전개,학습,(x + 2)(x - 5) - (x - 1)(x + 3)을 간단히 하면?,-5x - 7,(x²-3x-10)-(x²+2x-3)=-3x-10-2x+3=-5x-7,-5x - 13,P03,뺄셈 후 상수항 -10-3=-13로 부호 오류,-x - 7,P03,x항에서 -3x-2x=-x로 오산,-5x + 7,P03,상수항 -10+3=-7을 +7로 부호 혼동,x² - 5x - 7,P03,x²항이 소거됨을 인식하지 못해 x²를 남김,
Q3687,P03,2,계산,학습,98 × 95 를 (x+a)(x+b) 공식을 이용하여 계산하면?,9310,(100-2)(100-5) = 100²+((-2)+(-5))×100+(-2)×(-5) = 10000-700+10=9310,9300,P03,(-2)×(-5)=10을 빠뜨리고 10000-700=9300으로 계산,9800,P03,(100-2)(100-5)를 100×98=9800으로 잘못 계산,9410,P03,(−7)×100을 −590으로 잘못 계산하여 10000-590+10=9420? 혹은 9410,10010,P03,(a+b)(a-b) 공식으로 혼동하여 100²-2×5=9990? 아니면 다른 실수,
Q3688,P03,2,전개,학습,(x + 2)(x - 6) + (x + 3)(x - 1) 을 간단히 하면?,2x² - 2x - 15,(x²-4x-12)+(x²+2x-3)=2x²-2x-15,2x² - 2x - 9,P03,상수항 -12+(-3)=-15를 -9로 잘못 계산,x² - 2x - 15,P03,x² 계수를 2로 더하지 않고 1로 계산,2x² + 2x - 15,P03,중간항 -4x+2x=-2x를 +2x로 부호 실수,2x² - 2x + 15,P03,상수항 부호를 잘못 처리하여 +15로 계산,
Q3689,P03,2,계산,학습,"x = 97 일 때, (x + 3)(x + 2) 의 값은?",9900,x=97이면 (97+3)(97+2)=100×99=9900,9604,P03,x=97을 (x+3)(x+2)에 대입하여 100×99 대신 97²=9409 혹은 97+5=102로 계산 실수,9800,P03,100×98=9800으로 잘못 계산,10000,P03,100×100=10000으로 잘못 계산,9700,P03,100×97=9700으로 잘못 계산,
Q3692,P03,2,개념,학습,"(x - 3)(x + p) = x² + qx - 18 일 때, p + q 의 값은?",9,"(-3)×p=-18에서 p=6, q=p-3=3, p+q=9",3,P03,q의 값만 구하고 답으로 내는 실수,6,P03,p의 값만 구하고 답으로 내는 실수,-3,P03,q=p-3=3을 q=-(p-3)=-3으로 부호 실수,18,P03,p+q 대신 상수항 18을 답으로 내는 실수,
Q3694,P03,2,개념,학습,(x + 3)(x + 5) 와 (x - 1)(x + 9) 에서 각각의 x 계수를 더하면?,16,"(x+3)(x+5)의 x 계수: 3+5=8, (x-1)(x+9)의 x 계수: -1+9=8, 합: 16",8,P03,두 식의 x 계수를 더하지 않고 하나의 값 8만 답으로 내는 실수,0,P03,두 식의 x 계수가 서로 소거된다고 착각,15,P03,(x+3)(x+5)에서 x 계수를 3×5=15로 혼동,18,P03,x 계수 8+8=16을 3+5+(-1)+9=16이 아닌 3×5+(-1×9)=6을 잘못 계산,
Q3695,P03,2,개념,학습,"(x + m)(x + n) = x² - x - 20 일 때, m² + n² 의 값은?",41,"x²-x-20 = (x-5)(x+4)이므로 m=-5, n=4, m²+n²=25+16=41",34,P03,x²-8x+15=(x-3)(x-5)의 m²+n²=34로 다른 식의 결과를 혼동,25,P03,m=-5의 값 m²=25만 답으로 내는 실수,16,P03,n=4의 값 n²=16만 답으로 내는 실수,20,P03,mn=(-5)×4=-20의 절댓값 20을 답으로 내는 실수,
Q4488,P03,2,전개,학습,(x + 3y)(x - 5y)를 전개하면?,x² - 2xy - 15y²,"3y+(-5y)=-2y이므로 xy의 계수는 -2, 3y×(-5y)=-15y²이므로 x²-2xy-15y²이다.",x² + 2xy - 15y²,P03,3y+(-5y)=-2y인데 부호 혼동으로 +2xy로 씀.,x² - 2xy + 15y²,P03,곱 3y×(-5y)=-15y²인데 부호를 반대로 하여 +15y²로 계산함.,x² - 2y - 15y²,P03,교차항을 2xy가 아닌 2y로 변수 표기 실수.,x² - 15y²,P03,xy 항 -2xy를 전개 과정에서 빠뜨림.,
Q4489,P03,2,계산,학습,47 × 43을 (x+a)(x+b) 공식을 이용하여 계산하면?,2021,47×43=(40+7)(40+3)=40²+(7+3)×40+7×3=1600+400+21=2021이다.,2000,P03,40²+(7+3)×40=2000은 맞지만 마지막 7×3=21을 더하는 것을 빠뜨림.,2041,P03,7×3=21이 아닌 잘못된 값 41로 계산하여 1600+400+41=2041로 씀.,1979,P03,마지막 항을 더하지 않고 빼는 실수: 1600+400-21=1979.,2025,P02,합·차의 곱 공식을 혼동하여 (45+2)(45-2)=2025-4=2021 대신 45²=2025로 멈춤.,
Q4491,P03,2,전개,학습,(x + 4)(x - 9) - (x - 2)(x + 7)을 간단히 하면?,-10x - 22,"(x+4)(x-9)=x²-5x-36, (x-2)(x+7)=x²+5x-14이므로 두 식의 차는 -10x-22이다.",-10x - 50,P03,(x-2)(x+7)=x²+5x-14에서 상수항 -14를 +14로 부호 실수하여 결과가 -36-14=-50이 됨.,-10x + 22,I02,상수항 계산에서 -36+14=-22인데 부호 실수로 +22로 계산함.,10x - 22,M03,뺄셈 시 괄호 부호를 고려하지 않아 x의 계수가 -5-(-5)=0이 아닌 +10이 됨.,-10x - 36,P03,뺄셈의 두 번째 식에서 상수항 -14를 빼는 것을 빠뜨려 결과 상수가 -36이 됨.,
Q4492,P03,2,계산,학습,"x = 98일 때, (x + 2)(x - 3)의 값은?",9500,x=98이면 (x+2)(x-3)=(100)(95)=9500이다.,9600,P03,(x+2)(x-3)=x²-x-6에서 x²=9604인데 -x-6을 더하지 않고 9604→9600으로 계산 실수.,9506,P03,(98+2)×(98-3)=100×(98-3)=100×95인데 100×98-3=9800-3=9797? 혹은 9506으로 잘못 계산.,9404,M02,x=98 대입 시 계산 실수: 98²-98-6=9604-104=9500인데 9404로 잘못 계산.,9700,P03,(x+2)를 100으로는 맞게 잡았으나 (x-3)을 97로 계산하여 100×97=9700으로 씀.,
Q4493,P03,2,개념,학습,"(x + a)(x - 3) = x² + 2x + b일 때, a + b의 값은?",-10,"(x+a)(x-3)=x²+(a-3)x-3a이므로 a-3=2, a=5; b=-3×5=-15; a+b=5+(-15)=-10이다.",2,P03,b=-3으로 잘못 읽어 a+b=5+(-3)=2로 계산함.,20,P03,b=-15의 부호를 반대로 하여 a+b=5+15=20으로 계산함.,7,P03,b를 x의 계수값 2로 착각하여 a+b=5+2=7로 계산함.,-4,P03,"a=2로 잘못 구하여 b=-6, a+b=-4로 계산함.",
