문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q952,N02,3,응용,학습,어떤 자연수를 5로 나누면 나머지가 3이다. 조건을 만족하는 가장 작은 두 자리 수를 구하시오.,13,"5×n+3 형태의 수. n=1이면 8(한 자리), n=2이면 13(두 자리). 가장 작은 두 자리 수는 13이다.",3,N02,나머지 3을 그대로 답하여 한 자리 수를 구함.,8,N02,5×1+3=8을 가장 작은 두 자리 수로 오인함.,18,N02,5×3+3=18을 구하여 한 단계 큰 수를 답함.,15,N02,5×3=15로 나머지가 0이어서 조건을 만족하지 않는 수를 답함.,
Q954,N02,3,개념,학습,"□ ÷ 8 = 7 … 5 일 때, □의 값을 구하시오.",61,나눗셈 관계식: □ = 8×7+5 = 56+5 = 61이다.,56,N02,8×7=56만 계산하고 나머지 5를 더하지 않음.,57,N02,나머지를 5가 아닌 1로 착각하여 56+1=57로 계산함.,63,N02,8×7=56에 나머지 대신 나누는 수 8을 더하여 64라고 오산함.,60,N02,나머지를 4로 잘못 보아 56+4=60으로 오산함.,
Q955,N02,3,개념,학습,"나눗셈의 나머지가 7이라면, 나누는 수로 가능한 가장 작은 자연수는?",8,나머지는 나누는 수보다 항상 작아야 하므로 나누는 수 > 7. 따라서 가장 작은 자연수는 8이다.,7,N02,나머지와 같은 수로 나눌 수 있다고 오판함.,1,N02,나머지와 나누는 수의 관계를 이해하지 못함.,6,N02,나머지보다 1 작은 수인 6을 답하는 오류.,14,N02,나머지 7의 두 배인 14를 최솟값으로 착각함.,
Q2529,N02,3,응용,학습,5로 나누었을 때 나머지가 3인 자연수 중 가장 작은 세 자리 수는?,103,"5×20=100, 나머지가 3이므로 100+3=103",100,N02,5로 나누어 떨어지는 가장 작은 세 자리 수를 답으로 씀,108,N02,5로 나누어 나머지가 3이 되는 수를 잘못 계산해 5×21+3=108,3,N02,나머지 3 자체를 답으로 씀,105,N02,5×21=105를 나머지 3과 관계없이 가장 작은 세 자리 배수로 씀,
Q2534,N02,3,응용,학습,8로 나누었을 때 나머지가 5인 자연수 중 가장 큰 두 자리 수는?,93,8×11+5=88+5=93. 8×12+5=101>99이므로 93이 정답,99,N02,두 자리 수 중 가장 큰 수 99를 나머지 조건 없이 답으로 씀,85,N02,8×10+5=85를 두 자리에서 가장 큰 수라 착각,97,N02,97÷8=12…1이므로 나머지가 1인데 5로 착각,95,N02,95÷8=11…7이므로 나머지 7≠5인데 5에 가깝다고 답으로 씀,
Q2535,N02,3,계산,학습,210 ÷ 17의 몫과 나머지의 차(몫 - 나머지)는?,6,"17×12=204, 210-204=6. 몫=12, 나머지=6. 차=12-6=6",18,N02,"몫=12, 나머지=6의 합 18을 답으로 씀",0,N02,몫과 나머지가 같다고 판단해 차를 0으로 씀,12,N02,나머지를 빼지 않고 몫=12만 답으로 씀,-6,N02,몫과 나머지의 차를 나머지-몫=6-12=-6으로 순서를 반대로 계산,
Q3322,N02,3,응용,학습,11로 나누었을 때 나머지가 8인 자연수 중 가장 큰 두 자리 수는?,96,"11×k+8≤99: k≤8.27, k=8이면 11×8+8=96.",99,N02,두 자리 수 중 가장 크므로 나머지 조건 없이 99로 답함,85,N02,11×7+8=85를 최댓값으로 오인하여 11×8+8=96을 확인하지 않음,89,N02,나머지 8 대신 나머지 1을 적용하여 11×8+1=89,91,N02,나머지를 8이 아닌 3으로 혼동하여 11×8+3=91,
Q3324,N02,3,응용,학습,6으로 나누었을 때 나머지가 5인 자연수 중 50 이상 70 이하인 수를 모두 구하시오.,"53, 59, 65","6k+5: k=8→53, k=9→59, k=10→65. 70 이하이므로 53, 59, 65.","55, 61, 67",N02,나머지 5 대신 나머지 1로 잘못 계산하여 6k+1의 값을 씀,"53, 59",N02,65(=6×10+5)가 조건에 맞는지 확인하지 않아 누락,"53, 59, 65, 71",N02,70 이하 조건을 확인하지 않아 71(=6×11+5)까지 포함,"51, 57, 63, 69",N02,나머지 5 대신 나머지 3으로 혼동하여 6k+3의 값을 씀,
Q3325,N02,3,응용,학습,"147 ÷ □ = 8 … 3일 때, □의 값을 구하시오.",18,"□×8+3=147, □×8=144, □=144÷8=18. 나머지 3<18이므로 유효.",12,N02,144÷8=18인데 계산 실수로 12로 씀,19,N02,나머지 3<□ 조건을 고려하여 □=19라고 추측,144,N02,□×8=144를 구하고 8로 나누지 않아 144를 답으로 씀,16,N02,147-3=144이지만 144÷8을 16으로 계산 실수,
Q4111,N02,3,응용,학습,어떤 자연수를 12로 나누었을 때 몫과 나머지가 같다. 이런 수 중 가장 큰 자연수는?,143,몫=나머지=k이면 수=12k+k=13k. 나머지 k는 k<12이므로 최대 k=11. 13×11=143,132,N02,a=12k+k=13k에서 k=11이지만 a=12×11=132로 계산,144,N02,12×12=144를 최댓값으로 오판,155,N02,13×12-1=155로 잘못 계산,11,N02,k=11만 출력하고 실제 수를 계산하지 않음,
Q4112,N02,3,계산,학습,174를 어떤 수로 나누면 몫이 13이고 나머지가 5이다. 나누는 수는?,13,174 = 13d+5 → 13d=169 → d=169÷13=13,14,N02,174÷13≈13.4를 반올림하여 나누는 수를 14로 오판,12,N02,174÷13≈13.4를 내림하여 12로 오판,169,N02,174-5=169를 나누는 수로 출력하는 실수,7,N02,나머지를 나누는 수로 착각하는 오류,
Q4113,N02,3,응용,학습,자연수 n을 7로 나누면 나머지가 4이다. 2n을 7로 나누면 나머지는?,1,n=7k+4이면 2n=14k+8=7(2k+1)+1이므로 나머지는 1,8,N02,나머지 4의 2배인 8을 그대로 나머지로 출력,4,N02,원래 나머지와 같다고 잘못 판단,2,N02,나머지 4의 절반인 2를 나머지로 오산,0,N02,2n이 7로 나누어떨어진다고 잘못 판단,
Q4915,N02,3,응용,학습,검산식 32 × □ + 11 = 235에서 □의 값은?,7,32 × □ = 235 - 11 = 224. □ = 224 ÷ 32 = 7. (검산: 32×7+11=224+11=235 ✓),8,N02,235÷32≈7.3을 반올림하여 8로 오답.,6,N02,32×6+11=203≠235 이므로 오류.,9,N02,32×9=288>224이므로 오류.,5,N02,32×5+11=171≠235 이므로 오류.,
Q8606,N02,3,응용,학습,어떤 자연수를 6으로 나누면 나머지가 4이다. 이 조건을 만족하는 두 자리 수 중 가장 큰 것은?,94,"6×15+4=94, 6×16=96이므로 94가 두 자리에서 최대",98,N02,6×16+2=98: 나머지가 4가 아닌 2,96,N02,96=6×16으로 나머지 0,92,N02,6×14+8=92: 나머지 8≠4 아님,90,N02,6×15=90으로 나머지 0,
