문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q050,I04,2,개념,학습,|x| = 5 인 x 의 값을 모두 구하시오,x=5 또는 x=-5,거리가 5인 점은 둘,x=5만,I04,모두 구하라고 했는데 한 개만. 음수도 절댓값 5,x=25,I04,제곱과 헷갈림,x=±25,I04,제곱과 헷갈리고 둘 다 적음,x=0,I04,|0|=0 이지 5 아님,
Q051,I04,2,계산,학습,|3 - 8| = ?,5,3-8 = -5 → |-5| = 5,-5,I04,절댓값 처리 안 함. 절댓값은 항상 양수,11,I04,3+8 처럼 더했어요,25,I04,제곱했네요. 절댓값은 부호 떼기,0,I04,어디서 0이 나왔는지 다시 확인,
Q141,I04,2,계산,학습,|-3| + |5| - |-2| = ?,6,3 + 5 - 2 = 6,0,I04,절댓값 처리 누락. -3+5-2=0 으로,10,I04,모두 더했어요,4,I04,첫 항 부호 처리 잘못. |-3| = 3,8,I04,부호 절댓값 거꾸로,"number-line:-5,5,3,-3"
Q899,I04,2,개념,학습,"A: -8, B: 5, C: -3, D: 7, E: -6 중 절댓값이 가장 큰 수는?",-8,"|-8| = 8, |5| = 5, |-3| = 3, |7| = 7, |-6| = 6이므로 절댓값이 가장 큰 수는 -8이다.",7,I04,수 자체의 크기를 비교해 가장 큰 양수 7을 선택함,5,I04,양수 중에서 비교하여 5를 선택함,-6,I04,음수 중에서 절댓값이 크다고 혼동해 -6 선택,-3,I04,절댓값이 가장 작은 음수를 선택함,
Q900,I04,2,방정식,학습,|x - 2| = 4를 만족하는 x의 값을 모두 구하시오.,6 또는 -2,"x - 2 = 4이면 x = 6, x - 2 = -4이면 x = -2이다.",6만,I04,양의 경우 x - 2 = 4만 풀고 음의 경우를 빠뜨림,-2만,I04,음의 경우 x - 2 = -4만 풀고 양의 경우를 빠뜨림,4 또는 0,I04,|x - 2| = 4에서 x = 4 ± 2가 아닌 x = 2 ± 2로 오계산함,6 또는 -6,I04,|x| = 4 + 2 = 6으로 잘못 변환해 x = ±6으로 계산함,
Q902,I04,2,계산,학습,-|-5|의 값은?,-5,|-5| = 5이므로 -|-5| = -5이다.,5,I04,앞의 음수 기호를 무시하고 |-5| = 5로만 계산함,-25,I04,제곱으로 혼동해 -(5²) = -25로 계산함,25,I04,이중 부정으로 양수가 된다고 생각해 5² = 25로 계산함,0,I04,-와 +가 만나 0이 된다고 오해함,
Q1687,I04,2,계산,학습,수직선에서 3 으로부터 거리가 5 인 점이 나타내는 수를 모두 구하시오.,"8, -2",|x - 3| = 5 → x - 3 = 5 또는 x - 3 = -5 → x = 8 또는 x = -2.,8만,I04,양수 방향만 고려하고 반대 방향을 빠뜨린 경우.,-2만,I04,음수 방향만 고려하고 양수 방향을 빠뜨린 경우.,"5, -5",I04,기준점 3 을 반영하지 않고 ±5 를 그대로 쓴 경우.,"3, -3",I04,3 으로부터의 거리가 아닌 원점으로부터 ±3 을 쓴 경우.,number-line
Q1689,I04,2,계산,학습,|a - 5| = 2 를 만족하는 a 의 값을 모두 구하시오.,"3, 7","a - 5 = 2 → a = 7, a - 5 = -2 → a = 3.",7만,I04,양수 해만 구하고 음수 해를 빠뜨린 경우.,"2, -2",I04,a - 5 를 풀지 않고 ±2 를 그대로 쓴 경우.,5만,I04,절댓값 안의 식을 무시하고 기준값 5 를 쓴 경우.,3만,I04,음수 방향만 구하고 양수 방향을 빠뜨린 경우.,
Q1690,I04,2,계산,학습,|3x| = 9 를 만족하는 x 의 값을 모두 구하시오.,"3, -3",3|x| = 9 → |x| = 3 → x = 3 또는 x = -3.,3만,I04,양수 해만 구한 경우.,"27, -27",I04,3 으로 나누는 대신 곱하여 27 을 쓴 경우.,"9, -9",I04,3 으로 나누지 않고 ±9 를 그대로 쓴 경우.,"1, -1",I04,9 ÷ 3 = 3 이 아닌 9 - 3 = ... 등 잘못 계산한 경우.,
Q1692,I04,2,계산,학습,a = -3 일 때 |a| + a 의 값은?,0,|a| = |-3| = 3. |a| + a = 3 + (-3) = 0.,6,I04,|a| + a = 3 + 3 = 6 으로 a 의 부호를 무시한 경우.,-6,I04,|a| + a = -3 + (-3) = -6 으로 절댓값도 음수로 쓴 경우.,3,I04,|a| 만 계산하고 + a 를 빠뜨린 경우.,-3,I04,a 만 계산하고 |a| 를 빠뜨린 경우.,
Q1694,I04,2,계산,학습,-|-5| 의 값은?,-5,|-5| = 5 이고 그 앞에 - 가 있으므로 -5.,5,I04,앞의 - 부호를 무시하고 |-5| = 5 를 그대로 쓴 경우.,25,I04,(-5)² 으로 잘못 계산한 경우.,-25,I04,절댓값 안의 수를 제곱하여 부호를 붙인 경우.,0,I04,두 부호가 상쇄된다고 잘못 이해한 경우.,
Q2476,I04,2,계산,학습,a=-6일 때 |a|-a의 값은?,12,"|a|=|-6|=6, a=-6이므로 |a|-a=6-(-6)=6+6=12이다.",0,I04,"|a|-a=|-6|-(-6)=6+6=12인데, |a|=a로 혼동하여 0으로 계산함.",-12,I04,|a|-a를 |(-6)-(-6)|=0이 아닌 -(|a|+a)=-12로 잘못 계산함.,6,I04,|a|=6만 계산하고 -a 항을 빠뜨림.,-6,I04,a=-6를 그대로 답으로 씀.,
Q2479,I04,2,계산,학습,|a|≤4를 만족하는 양수인 정수의 개수는?,4,"|a|≤4이면 -4≤a≤4. 이 중 양수 정수는 1, 2, 3, 4로 4개이다.",5,I04,"0도 양수라고 포함하여 0, 1, 2, 3, 4로 5개로 계산함.",8,I04,-4부터 4까지의 정수 9개에서 0을 제외하고 ±1~±4로 8개로 계산함.,9,I04,|a|≤4인 정수 전체(-4~4) 9개를 답으로 씀.,3,I04,"1, 2, 3까지만 세어 4를 포함하지 않음.",
Q2480,I04,2,방정식,학습,|x+3|=5를 만족하는 x의 값을 모두 구하면?,"2, -8","x+3=5이면 x=2, x+3=-5이면 x=-8이다. 따라서 x=2 또는 x=-8.","2, 8",I04,x+3=-5에서 -5의 부호를 빠뜨려 x=8로 계산함.,"8, -2",I04,"x+3=5에서 x=8로, x+3=-5에서 x=-2로 잘못 이항함.",2,I04,양수 해 x=2만 구하고 x=-8을 놓침.,"-2, -8",I04,x+3=5에서 x=-2로 잘못 이항함.,
Q2485,I04,2,방정식,학습,|2x+4|=10을 만족하는 x의 값의 합은?,-4,2x+4=10 → x=3. 2x+4=-10 → x=-7. 합: 3+(-7)=-4.,3,I04,양수 해 x=3만 구하고 x=-7을 더하지 않음.,-7,I04,음수 해 x=-7만 구하고 x=3을 더하지 않음.,-10,I04,x=-3+(-7)=-10으로 잘못 이항하거나 계산함.,4,I04,"|2x+4|=10에서 2x=10-4=6, x=3으로 한 해만 구함.",
Q3267,I04,2,계산,학습,"a = -4일 때, |a|² - a²의 값은?",0,|a|² = |-4|² = 4² = 16. a² = (-4)² = 16. |a|² - a² = 0.,16,I04,|a|² = 16만 계산하고 a²를 빼지 않음.,-16,I04,a² = 16을 음수로 잘못 계산하여 -16으로 답함.,32,I04,뺄셈 대신 덧셈 |a|² + a² = 32로 계산함.,-32,I04,|a|²와 a² 모두 -16으로 계산하여 합을 -32로 냄.,
Q3269,I04,2,방정식,학습,|3x - 9| = 6을 만족하는 x의 값의 합은?,6,3x-9=6 → x=5. 3x-9=-6 → x=1. 합=5+1=6.,5,I04,양수해 x=5만 구하고 x=1을 무시함.,1,I04,음수해 x=1만 구하고 x=5를 무시함.,4,I04,합이 아닌 차 5-1=4로 답함.,3,I04,두 해의 평균 (5+1)/2=3으로 계산함.,
Q3270,I04,2,개념,학습,"a가 양수일 때, |a|/a의 값은?",1,a > 0이면 |a| = a. 따라서 |a|/a = a/a = 1.,-1,I04,a를 음수로 잘못 가정하여 |a|/a = -a/a = -1로 계산함.,0,I04,|a| - a = 0을 |a|/a = 0으로 혼동함.,a,I04,|a|만 계산하고 a로 나누는 과정을 무시함.,1/a,I04,|a|를 1로 잘못 계산하여 1/a로 답함.,
Q3273,I04,2,방정식,학습,|2x + 1| = 5를 만족하는 두 x값의 곱은?,-6,2x+1=5 → x=2. 2x+1=-5 → x=-3. 곱=2×(-3)=-6.,-1,I04,두 해의 합 2+(-3)=-1을 곱으로 잘못 반환함.,6,I04,절댓값을 취하여 2×3=6으로 계산함.,2,I04,양수해 x=2만 반환함.,-3,I04,음수해 x=-3만 반환함.,
Q4057,I04,2,방정식,학습,|4x - 8| = 12를 만족하는 두 x의 합은?,4,"4x-8=12이면 x=5, 4x-8=-12이면 x=-1. 두 해의 합 = 5+(-1) = 4",-4,I04,두 해의 합에서 부호를 반대로 적용하는 실수,6,I04,4x-8=12 경우만 풀어 x=5만 구하고 5+1=6으로 오산,2,M02,4x=8에서 x=2만 구하는 이항 오류,10,I04,두 해를 5와 5로 중복 계산해 합을 10으로 오산,
Q4058,I04,2,계산,학습,"a = -3, b = -4일 때 |a² - b|의 값은?",13,"a²=(-3)²=9, a²-b=9-(-4)=13, |13|=13",5,M02,b=-4를 +4로 처리해 9-4=5로 계산하는 부호 실수,-13,I04,절댓값 기호를 무시하고 음수 그대로 씀,-5,M02,a²=-9로 잘못 계산해 -9-(-4)=-5로 오산,7,M02,|a|²-b = 3²-(-4) = 9+4=13이 아닌 |a|-b=3-(-4)=7로 혼동,
Q4059,I04,2,방정식,학습,|a - 3| = |a + 5|를 만족하는 a의 값은?,-1,a-3=a+5는 불가. a-3=-(a+5) → a-3=-a-5 → 2a=-2 → a=-1,1,I04,"부호 실수로 2a=2, a=1로 계산",-2,M02,"-a+3=a+5를 이항할 때 -2a=2, a=-1을 -2로 오산",4,I04,두 절댓값 안의 상수 차이를 a값으로 혼동,-8,M02,이항 과정에서 상수 계산 오류로 잘못된 a 값 도출,
Q4063,I04,2,개념,학습,"다음 중 a, b의 값에 관계없이 항상 옳은 등식은?",|ab| = |a||b|,|ab| = |a||b|는 실수 절댓값의 성질로 항상 성립. 나머지 선택지는 반례가 존재.,|a + b| = |a| + |b|,I04,a=1 b=-1 대입 시 좌변=0이지만 우변=2로 불성립,|a - b| = |a| - |b|,I04,a=1 b=3 대입 시 좌변=2이지만 우변=-2로 불성립,|a/b| = |a| + |b|,I04,나눗셈 절댓값을 덧셈으로 혼동하는 오개념,|a|² = -a²,I04,|a|²=a²>0인데 음수로 잘못 기술하는 실수,
Q4857,I04,2,절댓값,학습,수직선에서 원점으로부터의 거리가 4보다 크고 7보다 작은 정수의 개수는?,4,"원점으로부터 거리 = |x|. 4 < |x| < 7인 정수: |x|=5이면 x=±5, |x|=6이면 x=±6. 총 4개.",2,I04,"양수 5, 6만 세어 2개로 계산함",6,I04,"경계 4와 7을 포함하여 ±4, ±5, ±6으로 6개라고 착각함",3,I04,음수 쪽을 하나만 포함하는 등 잘못 계산하여 3개로 씀,8,I04,"범위를 4≤|x|≤7로 잘못 포함하여 ±4, ±5, ±6, ±7로 8개를 셈",
Q4858,I04,2,절댓값,학습,|x+1| = |2x-3|을 만족하는 x의 값을 모두 더하면?,14/3,"x+1=2x-3이면 x=4. x+1=-(2x-3)이면 3x=2, x=2/3. 합: 4+2/3=14/3.",4,E07,x+1=2x-3인 경우만 풀어 x=4 하나만 구함,2/3,E07,x+1=-(2x-3)인 경우만 풀어 x=2/3 하나만 구함,7,E07,두 해를 더할 때 4+3=7로 잘못 계산함,2,E07,"케이스 구분 없이 x+1=2x-3에서 x=4, x+1=-(2x-3)에서 x=2/3 대신 잘못된 값 계산",
Q4860,I04,2,절댓값,학습,|3-x| ≤ 4를 만족하는 정수 x의 개수는?,9,"|3-x| = |x-3| ≤ 4 → -4 ≤ x-3 ≤ 4 → -1 ≤ x ≤ 7. 정수: -1, 0, 1, 2, 3, 4, 5, 6, 7로 9개.",8,I04,경계 -1 또는 7 중 하나를 포함하지 않아 8개로 계산함,7,I04,|3-x|≤4를 0≤x≤6으로 잘못 풀어 7개를 셈,11,I04,|3-x|≤4를 -4≤x≤7로 잘못 풀어 12개... 아니면 다른 오류,5,I04,절댓값 부등식에서 3을 기준으로만 계산하여 좁은 범위를 설정함,
Q4861,I04,2,절댓값,학습,"a > 0일 때, |a-5| + |a+3|의 최솟값은?",8,a>0이면 a+3>0이므로 |a+3|=a+3. 0<a<5이면 |a-5|=5-a이므로 합=(5-a)+(a+3)=8. a≥5이면 합=(a-5)+(a+3)=2a-2≥8. 최솟값=8.,5,I04,|a-5|의 최솟값 0(a=5일 때)만 고려하여 0+5=5로 계산함,3,I04,두 식의 최솟값을 각각 독립으로 구해 0+3=3으로 잘못 합산함,6,I04,범위 분석 없이 임의의 값으로 최솟값을 6이라고 계산함,2,I04,잘못된 구간 설정으로 2a-2의 최솟값을 2로 잘못 구함,
Q4863,I04,2,절댓값,학습,|-(-4)| - |(-3)²| + |-7|의 값은?,2,"|-(-4)|=|4|=4, |(-3)²|=|9|=9, |-7|=7. 4-9+7=2.",-6,I04,|-(-4)|를 절댓값 없이 -4로 계산하여 -4-9+7=-6으로 씀,20,I04,빼기를 더하기로 잘못 처리하여 4+9+7=20으로 계산함,-12,I04,절댓값을 모두 제거하고 -(-4)-(-3)²+(-7)=4-9-7=-12로 계산함,6,I04,마지막 항의 부호를 반대로 처리하여 4+9-7=6으로 계산함,
