문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q125,F02,3,계산,학습,30/45 를 기약분수로 나타내시오,2/3,최대공약수 15로 약분,6/9,F02,3 으로만 약분. 더 큰 공약수 15,3/4,F02,5로 약분 후 다시 안 함. 또는 잘못,10/15,F02,3 으로만 약분,2/4,F02,분자만 적게 약분,
Q1243,F02,3,계산,학습,56/84를 기약분수로 나타내면?,2/3,"56과 84의 최대공약수는 28입니다. 56÷28=2, 84÷28=3이므로 기약분수는 2/3입니다.",14/21,N03,최대공약수 28 대신 공약수 4로만 나눈 오류입니다.,28/42,N03,공약수 2로만 나눈 오류입니다.,7/12,F02,"분자를 56÷8=7, 분모를 84÷7=12로 서로 다른 수로 나눈 오류입니다.",3/2,F01,기약분수 2/3의 분자·분모를 뒤바꾼 오류입니다.,
Q1244,F02,3,응용,학습,어느 학급 30명 중 수학을 좋아하는 학생이 18명입니다. 수학을 좋아하는 학생의 비율을 기약분수로 나타내면?,3/5,"18과 30의 최대공약수는 6입니다. 18÷6=3, 30÷6=5이므로 기약분수는 3/5입니다.",18/30,F02,약분 없이 분수로만 나타낸 오류입니다.,9/15,N03,최대공약수 6 대신 공약수 2로만 나눈 오류입니다.,2/5,F02,분자를 18÷6=3을 2로 잘못 계산한 오류입니다.,5/3,F01,비율을 역수로 나타낸 오류입니다.,
Q1245,F02,3,응용,학습,"어떤 분수를 기약분수로 나타내면 4/9가 됩니다. 이 분수의 분자와 분모의 합이 65일 때, 원래 분수의 분모는?",45,"4k/9k 형태로 나타내면 4k+9k=13k=65, k=5입니다. 분모는 9×5=45입니다.",9,F02,기약분수 4/9의 분모 9를 그대로 답으로 쓴 오류입니다.,20,F01,분자 4×5=20을 분모라고 혼동한 오류입니다.,36,N03,배율을 5가 아닌 4로 잘못 계산해 9×4=36으로 구한 오류입니다.,13,F02,배율 5를 구하지 못하고 합산 계수 13을 답으로 쓴 오류입니다.,
Q2034,F02,3,응용,학습,어떤 분수를 기약분수로 나타내면 5/8이 됩니다. 원래 분수의 분자가 25일 때 분모는?,40,5/8의 분자가 25가 되려면 5×5=25이므로 분모도 8×5=40,32,F02,분자 25에서 5를 뺀 20을 기준으로 분모를 잘못 계산,35,F02,5/7로 혼동하여 분모를 7×5=35로 계산,64,F02,분모 8에 분자배율 5 대신 8을 곱해 8×8=64로 계산,45,F02,5/9으로 혼동하여 분모를 9×5=45로 계산,
Q2035,F02,3,응용,학습,어떤 분수의 분자와 분모의 합이 45이고 이 분수를 기약분수로 나타내면 2/7입니다. 원래 분수의 분모는?,35,2k+7k=45 → 9k=45 → k=5. 원래 분수=10/35이므로 분모=35,40,F02,2+7=9로 나누지 않고 45를 2와 7의 비율을 잘못 배분,28,F02,k=4로 잘못 계산하여 7×4=28로 오답 도출,42,N03,최대공약수를 잘못 구해 분모를 42로 계산,30,F02,합 45를 단순히 2:7이 아닌 다른 비율로 배분,
Q2822,F02,3,응용,학습,"어떤 분수의 분자와 분모의 합이 56이고, 이 분수를 기약분수로 나타내면 3/11입니다. 원래 분수의 분자는?",12,"3k+11k=14k=56, k=4. 분자=3×4=12",3,F02,k=1로 잘못 계산,9,F02,3k=분자로 두고 k=3 잘못 계산,15,F02,분자+분모=3+11=14를 56/4=14와 혼동,24,F02,분자를 3k×2로 계산,
Q2825,F02,3,응용,학습,두 분수 a/56과 b/56이 있다. 두 분수를 각각 기약분수로 나타내면 5/8과 3/8이 된다. a+b의 값은?,56,"5/8=5×7/56이므로 a=35, 3/8=3×7/56이므로 b=21. a+b=35+21=56",16,F02,"a=5, b=11로 잘못 계산",63,F02,a+b=5×7+4×7로 잘못 계산,40,F02,"a=25, b=15로 계산",35,F02,b를 포함하지 않음,
Q3611,F02,3,계산,학습,어떤 분수를 기약분수로 나타내면 5/6이 됩니다. 원래 분수의 분자와 분모의 합이 77일 때 원래 분수는?,35/42,5k+6k=11k=77에서 k=7. 원래 분수=35/42,25/36,F02,합을 61로 잘못 놓고 계산함,10/12,F02,k=2로 오계산해 10/12로 구함,40/48,F02,k=8로 오계산함,20/24,F02,k=4로 오계산함,
Q3614,F02,3,개념,학습,n/72를 기약분수로 나타냈더니 분모가 8이 되었다. 조건을 만족하는 가장 작은 자연수 n은?,9,"GCD(n,72)=72/8=9이어야 함. GCD(k,8)=1인 최소 k=1이면 n=9×1=9. 9/72=1/8 ✓",8,F01,분모 8이 GCD라고 혼동함,18,F02,GCD=9인 최소 n을 2배로 잘못 계산함,72,F02,분모와 분자를 바꾸어 72를 답으로 씀,1,F02,n=1이면 1/72는 기약분수이나 분모가 72임,
