문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q316,G07,1,개념,진단,중심 (0 0) 반지름 5 인 원의 방정식은?,x² + y² = 25,r² = 25,x² + y² = 5,G07,r² 처리 누락,(x+5)² + y² = 0,G07,잘못,x + y = 5,G07,잘못,x² + y² = 10,G07,잘못,circle:5
Q318,G07,1,개념,학습,x² + y² = 16 의 반지름은?,4,r² = 16 → r = 4,16,G07,√ 안 함,8,G07,절반,256,G07,제곱,2,G07,잘못,circle:4.0
Q766,G07,1,계산,학습,"중심이 (-3, 2)이고 반지름이 4인 원의 방정식은?",(x+3)²+(y-2)²=16,"중심(a,b), 반지름r인 원: (x-a)²+(y-b)²=r². 중심(-3,2), r=4 → (x+3)²+(y-2)²=16.",(x-3)²+(y+2)²=16,G07,중심 좌표 부호를 반대로 사용,(x+3)²+(y-2)²=4,G07,반지름을 제곱하지 않고 그대로 사용,(x-3)²+(y-2)²=16,G07,x좌표 부호만 반대로 적용,(x+3)²+(y+2)²=16,G07,y좌표 부호만 반대로 적용,
Q767,G07,1,계산,학습,x²+y²+6x-8y+9=0 의 중심의 좌표는?,"(-3, 4)","완전제곱: (x+3)²-9+(y-4)²-16+9=0 → (x+3)²+(y-4)²=16. 중심(-3,4).","(3, -4)",G07,완전제곱식 변환 시 부호를 반대로 적용,"(6, -8)",G07,"x, y계수를 그대로 중심으로 착각","(-6, 8)",G07,"x, y계수에 부호만 바꿔 중심으로 착각","(-3, -4)",G07,y좌표 부호 계산 오류,
Q771,G07,1,계산,학습,"원점을 중심으로 하고 점 (0, 6)을 지나는 원의 방정식은?",x²+y²=36,"중심(0,0), 점(0,6)까지의 거리=6이 반지름. x²+y²=36.",x²+y²=6,G07,반지름을 제곱하지 않고 그대로 사용,x²+y²=12,G07,반지름 6을 두 배한 뒤 제곱,x²+(y-6)²=36,G07,"점 (0,6)을 중심으로 착각",x²+y²=3,G07,반지름 6의 절반인 3을 사용,
Q1556,G07,1,계산,학습,원 (x-3)²+(y+2)²=36의 중심의 좌표와 반지름을 구하면?,"중심 (3, -2), 반지름 6","(x-3)²+(y-(-2))²=6². 중심=(3,-2), 반지름=6","중심 (-3, 2), 반지름 6",G07,중심 좌표의 부호를 반대로 읽음,"중심 (3, -2), 반지름 36",G07,r²=36에서 r=6이 아닌 36을 반지름으로 답함,"중심 (3, 2), 반지름 6",G07,(y+2)에서 y좌표 -2를 +2로 읽음,"중심 (-3, -2), 반지름 6",G07,x좌표만 부호를 반대로 읽음,
Q1557,G07,1,계산,학습,"중심이 (-1, 4)이고 반지름이 3인 원의 방정식은?",(x+1)²+(y-4)²=9,(x-(-1))²+(y-4)²=3². 즉 (x+1)²+(y-4)²=9,(x-1)²+(y-4)²=9,G07,중심 x좌표 -1을 식에 (x-1)로 부호 반대로 씀,(x+1)²+(y+4)²=9,G07,중심 y좌표 +4를 식에 (y+4)로 부호 반대로 씀,(x+1)²+(y-4)²=3,G07,r²=9 대신 r=3을 그대로 씀,(x-1)²+(y+4)²=9,G07,중심 좌표 둘 다 부호를 반대로 씀,
Q1561,G07,1,개념,학습,원 (x-a)²+(y-b)²=r²에서 원이 되기 위한 필수 조건은?,r>0,"r²>0이어야 실제 원이 존재함. r=0이면 점, r<0이면 허수 원.",a>0,G07,중심의 x좌표가 양수여야 원이라고 오해,b>0,G07,중심의 y좌표가 양수여야 원이라고 오해,a²+b²>0,G07,원점이 아닌 점이 중심이어야 원이라고 오해,r≠0,G07,r<0인 경우를 허용하는 잘못된 조건,
Q2348,G07,1,계산,학습,원 x²+y²=4와 원 x²+y²=9의 넓이의 차는?,5π,반지름이 각각 2와 3. 넓이 차=9π-4π=5π,5,G07,π를 빠트렸어요. 원의 넓이는 πr²이에요,13π,G07,4+9=13π로 더했어요. 넓이 차=큰 넓이-작은 넓이예요,π,G07,3π-2π=π로 반지름을 그대로 빼고 π를 곱했어요,25π,G07,반지름 2와 3을 제곱하지 않고 (3+2)²=25로 계산했어요,
Q2351,G07,1,계산,학습,"점 (4, 2)가 원 (x-1)²+(y-2)²=r² 위에 있을 때 r의 값은?",3,(4-1)²+(2-2)²=r² → 9+0=r² → r=3,9,G07,r²=9에서 r=3인데 r²=9로 답했어요,√5,G07,"(4-1)²=9이고 (2-2)²=0이므로 r²=9, r=3이에요",5,G07,4-1=3과 2-2=0에서 3+2=5로 잘못 계산했어요,√13,G07,4²+2²=20이 아니라 (4-1)²+(2-2)²=9예요,
Q2355,G07,1,계산,학습,원 x²+y²=25 위에 있고 y좌표가 4인 점의 x좌표 중 양수인 것은?,3,x²+4²=25 → x²=25-16=9 → x=3 (양수),4,G07,y좌표를 x좌표로 그대로 썼어요. x²=9 → x=3이에요,5,G07,원의 반지름 5를 x좌표로 혼동했어요,√9,G07,"x²=9이므로 x=√9=3이에요. √9≠x, 최종 답은 3이에요",9,G07,x²=9에서 제곱근을 취하지 않고 9로 답했어요,
Q3137,G07,1,계산,학습,원 (x-3)²+(y-4)²=r²의 넓이가 25π일 때 r의 값은?,5,πr²=25π → r²=25 → r=5,25,G07,r²=25에서 r=25로 제곱근을 취하지 않는 오류,√25π,G07,r=√25π로 π를 포함하여 답하는 오류,5π,G07,넓이 공식에서 r=5π로 잘못 계산,10,G07,r=25/2.5=10으로 잘못 계산,
Q3145,G07,1,계산,학습,원 (x+2)²+(y-3)²=16에서 원의 중심을 지나고 y축에 평행한 직선의 방정식은?,x = -2,"중심은 (-2, 3). y축에 평행한 직선은 x=상수. x=-2",x = 2,G07,중심 x좌표의 부호를 반대로 읽는 오류,y = 3,G07,x축에 평행한 직선(y=3)과 혼동,"x = -2, y = 3",G07,직선이 하나이므로 두 식을 동시에 나타낼 필요 없음,x = 16,G07,반지름의 제곱 16을 x절편으로 혼동,
Q3926,G07,1,계산,학습,"중심이 (2, -3)이고 반지름이 √5인 원의 방정식은?",(x-2)²+(y+3)²=5,"표준형: (x-2)²+(y-(-3))²=(√5)², 즉 (x-2)²+(y+3)²=5",(x+2)²+(y-3)²=5,G07,중심 부호를 반대로 사용,(x-2)²+(y+3)²=√5,G07,반지름을 제곱하지 않음,(x-2)²+(y-3)²=5,G07,y항 부호 실수,(x+2)²+(y+3)²=5,G07,x항 부호도 반대로 적용,
Q4726,G07,1,계산,학습,"원 x²+y²=25를 x축 방향으로 3, y축 방향으로 -4만큼 평행이동한 원의 방정식은?",(x-3)²+(y+4)²=25,"x축 방향 +3, y축 방향 -4 이동: (x-3)²+(y-(-4))²=25 → (x-3)²+(y+4)²=25.",(x+3)²+(y-4)²=25,G07,이동 방향의 부호를 반대로 적용,(x-3)²+(y+4)²=16,G07,반지름의 제곱을 16으로 잘못 변경,(x-3)²+(y-4)²=25,G07,y축 방향 이동의 부호를 실수하여 +4 대신 -4로 표기,x²+y²=25,G07,이동을 적용하지 않고 원래 방정식을 그대로 사용,
Q4727,G07,1,계산,학습,원 x²+y²=25와 직선 x=3이 만나는 두 점 사이의 거리는?,8,"x=3 대입: 9+y²=25 → y²=16 → y=±4. 두 점 (3,4),(3,-4). 거리=4-(-4)=8.",6,G07,"3²=16으로 잘못 계산하여 y²=9, y=±3, 거리=6",16,G07,y²=16에서 y 대신 y²값 16을 그대로 거리로 혼동,10,G07,원의 지름 2×5=10을 두 점 사이의 거리로 혼동,4,G07,y좌표 하나의 값 4만 사용,
Q4734,G07,1,계산,학습,"중심이 (k, -2)이고 반지름이 3인 원이 y축에 접할 때, k의 양수 값은?",3,y축에 접하면 |중심의 x좌표|=반지름: |k|=3. 양수: k=3.,-3,G07,양수 조건을 무시하고 k=-3으로 답함,2,G07,y좌표의 절댓값 2를 k로 혼동,9,G07,반지름의 제곱 9를 k로 혼동,5,G07,|-2|+3=5로 잘못 계산,
Q8402,G07,1,계산,학습,"중심이 (0, -3)이고 반지름이 5인 원의 방정식은?",x²+(y+3)²=25,"중심 (0,-3), 반지름 5 → x²+(y-(-3))²=5²",x²+(y-3)²=25,G07,y의 부호 오류: (y+3) 대신 (y-3),x²+(y+3)²=5,G07,반지름 5를 제곱하지 않고 그대로,x+(y+3)²=25,G07,x항 제곱 누락,x²+y²+3=25,G07,(y+3)²을 y²+3으로 전개 오류,
