문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q623,T01,3,계산,학습,직각삼각형 ABC 에서 ∠C = 90° 이고 cos A = 5/13 일 때 tan A 의 값은?,12/5,"AC = 5, AB = 13 → BC = 12. tan A = BC/AC = 12/5",5/12,T01,뒤집힘,12/13,T01,sin 값,13/5,T01,뒤집힘,13/12,T01,잘못,"right-triangle:5,12"
Q624,T01,3,계산,학습,직각삼각형 ABC 에서 ∠C = 90° 이고 sin A = 1/2 일 때 cos A 의 값은?,√3/2,"BC = 1, AB = 2 → AC = √3. cos A = AC/AB = √3/2",1/2,T01,sin 그대로,√3,T01,분모 무시,2/√3,T01,뒤집힘,√2/2,T01,특수각 혼동,"right-triangle:1.732,1,,,,√3,1,2"
Q625,T01,3,개념,학습,직각삼각형 ABC 에서 ∠C = 90° 일 때 sin² A + cos² A 의 값은?,1,피타고라스 BC² + AC² = AB² 양변을 AB² 로 나누면 sin² A + cos² A = 1,0,T01,음수+양수 잘못,2,T01,각각 1 로 잘못,tan² A,T01,tan 으로 잘못,sin A · cos A,T01,곱과 혼동,
Q1212,T01,3,계산,학습,직각삼각형 ABC에서 ∠C = 90° 이고 tan A = 3/4 일 때 sin²A 의 값은?,9/25,"tan A = 3/4이므로 높이 = 3, 밑변 = 4, 빗변 = 5. sin A = 3/5이므로 sin²A = 9/25.",3/5,T01,sin²A가 아닌 sin A = 3/5를 구하고 제곱하지 않았다.,9/16,T01,빗변을 구하지 않고 tan²A = 9/16을 sin²A로 혼동했다.,16/25,T01,sin²A가 아닌 cos²A = 16/25를 구했다.,3/4,T01,tan A 값을 그대로 sin²A로 혼동했다.,
Q1214,T01,3,응용,학습,"직각삼각형 ABC에서 ∠C = 90° 이고 sin A = m/n (m, n은 자연수, m < n) 일 때 cos A 를 m, n 으로 나타내면?",√(n² - m²)/n,"sin A = m/n이므로 높이 = m, 빗변 = n, 밑변 = √(n² - m²). cos A = 밑변/빗변 = √(n² - m²)/n.",m/n,T01,cos A가 sin A와 같다고 잘못 봤다.,(n - m)/n,T01,빗변² - 높이²를 피타고라스 정리로 구하지 않고 단순 빼기를 했다.,√(n² + m²)/n,T01,피타고라스 정리를 c² = a² + b²로 오용해 빗변을 √(n² + m²)으로 잘못 계산했다.,m/√(n² - m²),T01,cos A의 역수인 밑변/높이 = sec A를 구하거나 분자와 분모를 뒤바꿨다.,
Q1215,T01,3,응용,학습,직각삼각형 ABC에서 ∠C = 90° 이고 sin A = 3/5 일 때 2·sin A·cos A 의 값은?,24/25,cos A = 4/5 (3-4-5 직각삼각형). 2·sin A·cos A = 2 × (3/5) × (4/5) = 24/25.,12/25,T01,2를 곱하지 않고 sin A·cos A = (3/5)·(4/5) = 12/25만 구했다.,7/5,T01,2·sin A·cos A 대신 sin A + cos A = 3/5 + 4/5 = 7/5를 계산했다.,25/24,T01,결과의 역수를 구했다.,12/5,T01,분모를 25 대신 5로 잘못 계산했다.,
Q2001,T01,3,계산,학습,직각삼각형 ABC에서 ∠C=90°이고 cos A=3/5일 때 sin²A+cos²A-tan A의 값은?,-1/3,"sin²A+cos²A=1. sin A=4/5, tan A=4/3. 1-4/3=-1/3.",1,T01,tan A를 계산하지 않고 sin²A+cos²A=1만 답한 경우,1/3,T01,tan A=4/3을 빼는 대신 부호를 바꾸지 않은 경우,7/3,T01,1+4/3=7/3으로 빼기를 더하기로 잘못 계산한 경우,-4/3,T01,sin²A+cos²A=0으로 잘못 계산하고 -tan A=-4/3을 답한 경우,
Q2004,T01,3,계산,학습,"직각삼각형 ABC에서 ∠C=90°, AB=15, AC=9일 때 sinA·tanA/cosA의 값은?",16/9,"sinA·tanA/cosA=sinA·(sinA/cosA)/cosA=sin²A/cos²A=tan²A. BC=12, tanA=12/9=4/3. tan²A=16/9.",4/3,T01,tan²A 대신 tan A=4/3을 그대로 답한 경우,9/16,T01,tan²A의 역수를 답한 경우,4/5,T01,sin A=12/15=4/5를 답한 경우,3/4,T01,cot A=cos A/sin A=3/4를 답한 경우,
Q2793,T01,3,계산,학습,직각삼각형 ABC에서 ∠C = 90°이고 cos A = k (0 < k < 1)일 때 sin A를 k로 나타내면?,√(1-k²),sin²A + cos²A = 1이므로 sin²A = 1 - k². 0 < A < 90°이면 sin A > 0이므로 sin A = √(1-k²).,√(1+k²),T01,부호를 더하는 실수: sin²A + cos²A = 1에서 1-k²이 아니라 1+k²으로 계산.,k²,T01,sin A = cos²A로 잘못 계산하는 실수.,1-k,T01,√(1-k²) 대신 (1-k)로 루트를 취하지 않는 실수.,(1-k²)/k,T01,tan A = sin A/cos A를 sin A로 착각하는 실수.,
Q2794,T01,3,계산,학습,직각삼각형 ABC에서 ∠C = 90°이고 tan A = 2일 때 sin²A - cos²A의 값은?,3/5,"높이 = 2, 밑변 = 1 → 빗변 = √5. sin A = 2/√5, cos A = 1/√5. sin²A-cos²A = 4/5-1/5 = 3/5.",1/5,T01,cos²A = 1/5를 답으로 쓰는 실수.,2/5,T01,계산 중 분모를 잘못 처리하는 실수.,4/5,T01,sin²A = 4/5를 답으로 쓰는 실수.,1,T01,sin²A + cos²A = 1임을 sin²A - cos²A = 1로 혼동하는 실수.,right-triangle
