문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q496,B03,1,응용,학습,어떤 수 x 가 -3 이상이면 부등식 표기는?,x ≥ -3,'이상' = ≥,x > -3,B03,'이상' 은 등호 포함. ≥ 가 맞음,x ≤ -3,B03,방향 반대,x < -3,B03,방향과 등호 둘 다 잘못,x = -3,B03,등호만으로는 '이상' 아님,"number-line:-6,3,x>=-3"
Q1366,B03,1,응용,학습,"지훈이는 현재 2,000원을 갖고 있고 매주 3,000원씩 저금한다. 저금 총액이 20,000원 이상이 되려면 최소 몇 주가 지나야 하는가?",6주,"2000 + 3000x ≥ 20000, 3000x ≥ 18000, x ≥ 6. 최소 6주",7주,B03,"2,000원을 포함하지 않아 3000x ≥ 20000 → x ≥ 6.67 → 올림하여 7주로 계산",5주,B03,3000x ≥ 18000에서 x ≥ 6인데 나눗셈 실수로 5주로 선택,4주,B03,3000×4+2000=14000으로 20000 미만이지만 충분하다고 착각,9주,B02,부등호 방향을 반대로 이해하여 부등식을 잘못 설정,
Q1367,B03,1,응용,학습,"한 장에 600원인 수첩과 4,000원짜리 필통 1개를 함께 사려고 한다. 10,000원 이하로 구매할 때 수첩의 최대 개수는?",10장,"600x + 4000 ≤ 10000, 600x ≤ 6000, x ≤ 10. 최대 10장",16장,B03,"4,000원 필통을 고려하지 않고 600x ≤ 10000 → x ≤ 16으로 잘못 계산",9장,B02,600x ≤ 6000에서 x ≤ 10인데 나눗셈 실수로 9장 선택,6장,B02,600을 1000으로 잘못 읽어 1000x ≤ 6000 → x ≤ 6으로 계산,11장,B03,4000원 이항 시 부호 실수로 더 많은 수첩을 살 수 있다고 잘못 계산,
Q1368,B03,1,응용,학습,어떤 자연수 x에서 3을 빼면 x의 3분의 1보다 크다. 이를 부등식으로 바르게 나타낸 것은?,x - 3 > x/3,x에서 3을 뺀 것이 x의 1/3보다 크므로 x - 3 > x/3,x + 3 > x/3,B03,"""빼다""를 더하기로 잘못 해석하는 실수",x - 3 < x/3,B03,"""크다""를 ""작다(<)""로 잘못 해석하는 실수",3 - x > x/3,B03,빼는 순서를 반대로 하여 3-x로 나타내는 실수,x - 3 > 3/x,B03,"""x의 1/3""을 3/x로 잘못 표현",
Q2156,B03,1,응용,학습,"택시 기본요금이 3000원이고 1km마다 500원씩 추가될 때, 20000원 이하로 갈 수 있는 최대 거리는?",34km,3000+500x≤20000 → 500x≤17000 → x≤34. 최대 34km,40km,B03,기본요금을 빼지 않고 20000÷500으로 계산하는 오류,17km,B03,3000+500x≤20000에서 500x≤20000으로 잘못 세우는 실수,30km,B02,17000÷500=34를 계산하지 못하고 반올림하는 오류,35km,B03,x≤34에서 최댓값에 35를 포함시키는 실수,
Q2158,B03,1,응용,학습,"연속하는 세 자연수의 합이 60보다 클 때, 가장 작은 수의 최솟값은?",20,"세 자연수 n, n+1, n+2의 합: 3n+3>60 → 3n>57 → n>19. 최솟값 20",21,B03,n>19에서 최솟값을 21로 잘못 읽는 오류,19,B03,n>19에서 19도 포함된다고 오해하는 실수,18,B02,3n>60에서 n>20으로 잘못 계산하는 오류,22,B03,세 수의 합 조건에서 범위를 너무 좁게 잡는 실수,
Q2161,B03,1,응용,학습,"현재 예금이 10000원이고 매주 4000원씩 저금할 때, 총 저금액이 50000원 이상이 되려면 최소 몇 주가 지나야 하는가?",10주,10000+4000x≥50000 → 4000x≥40000 → x≥10. 최소 10주,12주,B03,현재 예금을 고려하지 않고 50000÷4000으로 계산하는 오류,9주,B02,4000x≥40000에서 x≥10을 x≥9로 잘못 계산하는 실수,11주,B03,최솟값에 1을 더하는 오류,8주,B02,이항 과정에서 계산 실수로 x≥8을 구하는 오류,
Q2947,B03,1,응용,학습,어떤 수의 2배에서 4를 뺀 것이 그 수의 3배보다 크지 않다. 어떤 수의 범위는?,x ≥ -4,2x-4≤3x → -4≤x → x≥-4.,x ≤ -4,B03,이항 후 부등호 방향 실수.,x ≥ 4,B03,부호 처리 실수.,x ≤ 4,B03,이항 실수로 방향도 틀림.,x ≥ -2,B03,계수 계산 실수.,
Q2949,B03,1,응용,학습,"지난달에 책을 15권 읽었다. 이번 달 독서량이 지난달보다 20% 이상 많아야 한다면, 이번 달 최소 몇 권을 읽어야 하는가?",18권,이번 달 x권: x≥15×1.2=18.,20권,B03,20% 더가 20권이라고 착각.,15권,B03,기준 달 값을 그대로 씀.,12권,B03,20% 감소 값을 씀.,17권,B03,올림 실수.,
Q3736,B03,1,응용,학습,"최대 하중이 700 kg인 트럭에 운전자(65 kg)가 탄 후, 한 상자에 25 kg인 짐을 최대 몇 상자까지 실을 수 있는가?",25상자,65+25x≤700 → 25x≤635 → x≤25.4. 자연수이므로 최대 25상자.,26상자,B03,x≤25.4를 올림해 26으로 선택.,28상자,B03,운전자 몸무게를 빼지 않고 700÷25=28로 계산.,27상자,B03,x≤25.4를 반올림해 26으로 선택 후 1을 더함.,25.4상자,B03,소수점 결과를 그대로 답으로 제시.,
Q3737,B03,1,응용,학습,"세 변의 길이가 각각 x cm, (x+2) cm, (x+4) cm인 삼각형의 둘레가 45 cm 이하일 때, x의 최댓값은?",13,x+(x+2)+(x+4)=3x+6≤45 → 3x≤39 → x≤13. 최댓값 13.,15,B03,3x≤45로 계산 (상수 6을 이항하지 않음) → x≤15.,45,B03,둘레의 최댓값을 x의 최댓값으로 혼동.,11,B03,3x≤39에서 나눗셈 오류로 x≤11.,13.5,B03,등호를 포함하지 않아 x<13.5로 계산 후 소수를 답으로 제시.,
Q3738,B03,1,응용,학습,어떤 수 x의 절반에서 4를 빼면 그 수보다 작다. x의 범위는?,x > -8,x/2-4<x → -4<x-x/2=x/2 → -8<x. 따라서 x>-8.,x < -8,B03,부등호 방향을 반전.,x > 8,B03,-x/2 < 4에서 부호를 바꾸지 않고 x/2 < 4 → x < 8로 오계산.,x > 0,B03,이항 과정에서 부호 오류로 잘못된 결과 도출.,x > -4,B03,x/2-4<x에서 -4를 이항하지 않고 x>-4로 잘못 계산.,
Q4536,B03,1,응용,학습,"공연장 입장료가 어른 1인 12000원, 청소년 1인 8000원이다. 어른 2명과 청소년 n명이 함께 입장할 때 총 비용이 60000원 이하이려면 청소년은 최대 몇 명까지 입장할 수 있는가?",4명,2×12000+8000n≤60000 → 24000+8000n≤60000 → 8000n≤36000 → n≤4.5. 자연수이므로 n=4.,5명,B03,n≤4.5에서 소수점을 올려 5명으로 잘못 계산.,3명,B02,부등호 방향을 반대로 풀어 n≥4.5에서 최솟값 5명으로 혼동 후 3을 선택.,6명,B03,8000n≤36000에서 36000÷8000=4.5를 잘못 계산해 6으로 처리.,7명,B03,어른 입장료 24000원을 빼지 않고 60000÷8000=7.5로 계산.,
Q4540,B03,1,응용,학습,"주차장 요금이 처음 30분은 무료이고, 이후 10분마다 500원씩 부과된다. 요금이 3000원 이하가 되려면 최대 몇 분까지 주차할 수 있는가?",90분,500n≤3000 → n≤6. 추가 구간이 최대 6개이므로 총 시간=30+10×6=90분.,60분,B03,무료 30분을 무시하고 500n≤3000 → n≤6에서 60분만 계산.,80분,B03,추가 구간을 5개로 잘못 계산해 30+50=80분 선택.,100분,B03,500n≤3000 → n≤6.5로 잘못 계산해 30+70=100분.,30분,B03,첫 30분이 무료이므로 요금이 0원이라 착각해 30분을 최대치로 선택.,
