문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6153,Y01,3,비율,학습,사탕 36개를 형과 동생이 5:4로 나누면 형이 받는 사탕 수는?,20,36×5/9=20.,16,Y01,동생 몫 36×4/9=16을 답한 오답.,18,Y01,두 명이니까 반반으로 나눈 오답.,5,Y01,비의 앞항 5 자체를 답한 오답.,25,Y01,36/9=4에 5를 잘못 곱한 오답.,
Q6154,Y01,3,비율,학습,두 수 A와 B의 비가 3:2이고 A-B=6이면 B의 값은?,12,"A=3k, B=2k. A-B=k=6. B=2×6=12.",18,Y01,A=3k=18을 답한 오답.,6,Y01,k=6 자체를 답한 오답.,3,Y01,비의 앞항 3을 답한 오답.,8,Y01,A-B=6에서 (3+2)=5와 혼동하여 잘못 계산한 오답.,
Q6155,Y01,3,비율,학습,가로와 세로의 비가 4:3인 직사각형의 둘레가 56 cm일 때 넓이는?,192 cm²,"가로=4k, 세로=3k. 둘레=2(4k+3k)=14k=56→k=4. 가로=16, 세로=12. 넓이=192.",112 cm²,Y01,넓이 대신 둘레 56×2=112로 계산한 오답.,56 cm²,Y01,둘레값 56을 넓이로 답한 오답.,48 cm²,Y01,k=4일 때 4×3=12로 세로만 제곱한 오답.,168 cm²,Y01,가로+세로=28을 직접 넓이로 계산한 오답.,
Q6385,Y01,3,비율,학습,두 수 A와 B의 비가 3:7이고 큰 수와 작은 수의 차가 20이면 두 수의 합은?,50,B-A=7k-3k=4k=20→k=5. 합=(3+7)k=50.,20,Y01,차 20을 합으로 혼동한 오답.,10,Y01,k=5를 합으로 혼동한 오답.,35,Y01,큰 수 7k=35만 답한 오답.,15,Y01,작은 수 3k=15만 답한 오답.,
Q6386,Y01,3,비율,학습,가로와 세로의 비가 5:3인 직사각형에서 가로가 세로보다 16 cm 더 길 때 직사각형의 넓이는?,960 cm²,"5k-3k=2k=16→k=8. 가로=40, 세로=24. 넓이=40×24=960 cm².",128 cm²,Y01,둘레 2×(40+24)=128을 넓이로 혼동한 오답.,192 cm²,Y01,가로×k=40×... 계산 오류로 192를 답한 오답.,240 cm²,Y01,5×3×k=5×3×8=120이 아닌 5×3×8×2=240으로 계산한 오답.,48 cm²,Y01,k=8만 이용하여 세로 3k=24와 k=2를 곱한 오답.,
Q6387,Y01,3,비율,학습,"빨강, 파랑, 노랑 구슬이 2:3:5의 비로 있고 전체가 100개이다. 노랑 구슬은 파랑 구슬보다 몇 개 더 많은가?",20개,파랑=100×3/10=30개. 노랑=100×5/10=50개. 차=20개.,10개,Y01,"3과 5의 차=2, 100×2/(2+3+5)=20이 아닌 100÷10=10으로 계산한 오답.",30개,Y01,파랑 구슬 수 30개를 차로 혼동한 오답.,50개,Y01,노랑 구슬 수 50개를 차로 혼동한 오답.,2개,Y01,비의 차 5-3=2를 그대로 답한 오답.,
Q6615,Y01,3,비의 분배,학습,"학생 60명을 A, B, C 세 반으로 2:3:5의 비로 나누면 가장 많은 반의 학생 수는?",30,C반=5/(2+3+5)×60=30.,12,Y01,A반 학생 수 12를 답한 오답.,18,Y01,B반 학생 수 18을 답한 오답.,20,Y01,60÷3=20으로 균등 분배한 오답.,24,Y01,C반을 5/10 대신 4/10로 계산한 오답.,
Q6616,Y01,3,비의 활용,학습,소금과 물의 비가 1:19인 소금물 500 g에서 소금의 양은?,25,소금=1/(1+19)×500=25 g.,5,Y01,1/100×500=5로 잘못 계산한 오답.,19,Y01,물의 비 19를 답한 오답.,50,Y01,1/10×500=50으로 잘못 계산한 오답.,475,Y01,물의 양 19/20×500=475를 답한 오답.,
Q6617,Y01,3,비의 활용,학습,두 수의 비가 3:7이고 두 수의 합이 90이면 두 수의 곱은?,1701,"작은수=3/10×90=27, 큰수=63. 곱=1701.",630,Y01,27×7=189... 또는 90×7=630으로 잘못 계산한 오답.,189,Y01,27×7=189로 계산한 오답.,90,Y01,두 수의 합을 답한 오답.,81,Y01,27²=729... 또는 27+63=90이 아닌 27×3=81로 계산.,
Q6891,Y01,3,비율,학습,사과와 귤을 5:3의 비로 샀는데 사과가 귤보다 40개 더 많다. 사과는 몇 개인가?,100개,"(5-3)k=2k=40, k=20, 사과=5×20=100개.",120개,Y01,k=40으로 잘못 놓고 계산한 오답.,40개,Y01,차이 40개를 그대로 답한 오답.,60개,Y01,귤의 개수(3×20=60)를 답한 오답.,200개,Y01,k=40으로 놓고 5×40=200으로 계산한 오답.,
