문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q833,H05,3,응용,학습,"꼭짓점이 (2, -3) 이고 점 (4, 1) 을 지나는 y = a(x-2)² - 3 에서 a 의 값은?",1,"(4, 1) 대입: 1 = a × (4-2)² - 3 = 4a - 3, 4a = 4, a = 1.",2,H05,"(4-2) = 2 를 제곱하지 않고 2a - 3 = 1, 2a = 4, a = 2 로 계산",4,H05,4a = 4 에서 분모를 무시하고 a = 4 로 오답,-1,H05,4a - 3 = 1 에서 4a = -2 로 부호 오류 후 a = -1 로 계산,-3,H05,꼭짓점의 q = -3 을 a 로 혼동,
Q834,H05,3,응용,학습,"y = a(x-1)² + b 의 꼭짓점이 (1, 5) 이고 x = 0 일 때 y = 7 이라면 a 의 값은?",2,"꼭짓점 (1, 5) 에서 b = 5. x = 0 대입: 7 = a × (-1)² + 5 = a + 5, a = 2.",7,H05,x = 0 대입값 7 을 a 로 혼동,5,H05,b = 5 를 a 로 혼동,-2,H05,a + 5 = 7 에서 a = 7 - 5 = 2 가 아닌 a = -(7-5) = -2 로 부호 실수,12,H05,a = 7 + 5 = 12 로 빼기가 아닌 더하기로 오계산,
Q835,H05,3,응용,학습,"y = (x-3)² - 4 의 최솟값을 m, 대칭축을 x = k 라 할 때, m + k 의 값은?",-1,"최솟값 m = -4, 대칭축 x = 3 이므로 k = 3. m + k = -4 + 3 = -1.",-7,H05,"대칭축을 x = -3 으로 잘못 읽어 k = -3, -4 + (-3) = -7 로 계산",7,H05,m = 4 로 부호 반대로 읽어 4 + 3 = 7 로 계산,3,H05,m + k 대신 k = 3 만 계산해 3 으로 답함,-4,H05,m + k 대신 m = -4 만 계산해 -4 로 답함,
Q1620,H05,3,응용,학습,y = a(x-2)² + 3 (a > 0)에서 x < 2인 범위에서 x가 증가할 때 y의 변화는?,감소한다,a > 0이면 아래로 볼록. x < 2에서 x 증가 시 꼭짓점에 접근하므로 y 감소,증가한다,H05,대칭축을 기준으로 좌우 방향 혼동,일정하다,H05,이차함수 그래프의 증감 성질 모름,a의 값에 따라 다르다,H05,a > 0 조건이 있으므로 방향 고정임을 모름,먼저 감소 후 증가한다,H04,x < 2 전체 구간의 변화를 꼭짓점 양쪽으로 혼동,
Q1623,H05,3,응용,학습,y = 2(x-1)² + 3의 그래프와 직선 y = 21의 교점의 x좌표의 합은?,2,2(x-1)² = 18 → (x-1)² = 9 → x = 4 또는 x = -2. 합: 4 + (-2) = 2,0,H05,x = 1 ± 3에서 합이 0이라고 착각,4,H05,x = 1+3 = 4만 구하고 나머지 교점 무시,-2,H05,x = 1-3 = -2만 구하고 나머지 교점 무시,6,H05,x좌표를 합 대신 곱으로 계산: 4×(-2)=-8이 아닌 다른 실수,
Q1625,H05,3,개념,학습,"이차함수 y = a(x-p)² + q에서 꼭짓점이 제2사분면에 있고 아래로 볼록할 때, a, p, q의 부호는?","a > 0, p < 0, q > 0","아래로 볼록 → a > 0. 제2사분면 꼭짓점 → x < 0, y > 0 → p < 0, q > 0","a > 0, p > 0, q > 0",H05,제2사분면에서 x < 0 조건을 모름,"a < 0, p < 0, q > 0",H05,아래로 볼록이면 a > 0인데 a < 0으로 혼동,"a > 0, p < 0, q < 0",H05,q의 부호와 사분면의 y좌표 관계 모름,"a < 0, p > 0, q > 0",H05,방향과 위치 조건 모두 혼동,
Q2410,H05,3,계산,학습,"y = a(x-3)² + k 의 최솟값이 -2 이고 꼭짓점의 x좌표가 3 일 때, k 의 값은?",-2,a>0이면 최솟값=꼭짓점 y좌표=k=-2.,3,H05,꼭짓점 x좌표 3을 k로 혼동,2,H05,최솟값 -2의 절댓값을 k로 사용,-3,H05,꼭짓점 x좌표의 음수 -3을 k로 혼동,a에 따라 다르다,H05,a값 모르면 k도 모른다는 착각,
Q2413,H05,3,계산,학습,"y = 2(x-p)² + (p+3) 의 꼭짓점이 y축 위에 있을 때, 꼭짓점의 y좌표는?",3,"꼭짓점 (p, p+3). y축 위: p=0. y좌표=0+3=3.",0,H05,"y축 위이면 x,y좌표 모두 0이라는 착각",p+3,H05,p를 특정 값으로 풀지 않고 p+3 그대로 표현,-3,H05,p=0 대입 후 부호 실수로 -3,2,H05,계수 2를 꼭짓점 y좌표로 혼동,
Q3201,H05,3,응용,학습,"이차함수 y=a(x-p)²+3의 꼭짓점이 y축 위에 있고 이 그래프가 점 (3,21)을 지날 때 a의 값은?",2,"꼭짓점이 y축 위에 있으면 x좌표=0, 즉 p=0. y=ax²+3에 (3,21) 대입: 9a+3=21, 9a=18, a=2입니다.",3,H05,"점 (3,21)에서 x좌표 3을 a로 혼동한 오답입니다.",6,H05,9a=18에서 a=18/3=6으로 잘못 나눈 오답입니다.,4,H05,꼭짓점이 y축 위인 조건(p=0)을 잘못 적용하거나 계산 오류로 a=4를 구한 오답입니다.,1,H05,a(9)+3=21에서 계산 오류로 a=1을 구한 오답입니다.,
Q3203,H05,3,계산,학습,이차함수 y=a(x-3)²+b에서 최솟값이 4이고 y절편이 13일 때 a의 값은?,1,"아래로 볼록(최솟값 존재)이므로 a>0. 최솟값=b=4. y절편(x=0): a(0-3)²+4=9a+4=13, 9a=9, a=1입니다.",9,H05,9a=9에서 a를 구하지 않고 9a의 계수 9를 a로 답한 오답입니다.,4,H05,최솟값 b=4를 a로 혼동한 오답입니다.,3,H05,꼭짓점의 x좌표 3을 a로 혼동한 오답입니다.,2,H05,9a+4=13에서 9a=9를 9a=18로 잘못 계산하여 a=2로 답한 오답입니다.,
Q3205,H05,3,응용,학습,이차함수 y=2(x-1)²+2의 그래프와 직선 y=10의 교점 사이의 거리는?,4,"2(x-1)²+2=10, 2(x-1)²=8, (x-1)²=4, x-1=±2. x=3 또는 x=-1. 두 교점 (3,10)과 (-1,10) 사이의 거리=3-(-1)=4입니다.",2,H05,(x-1)²=4에서 x-1=±2를 구했지만 두 교점 사이의 거리를 2로 잘못 계산한 오답입니다.,8,H05,(x-1)²=4에서 (x-1)=8로 잘못 풀거나 거리를 2×4=8로 계산한 오답입니다.,6,H05,x=3과 x=-1의 절댓값 합 3+(-1)=2나 3+3=6으로 잘못 계산한 오답입니다.,√8,H05,(x-1)²=4에서 제곱근을 잘못 취하여 x-1=√8로 계산한 오답입니다.,
Q3992,H05,3,계산,학습,"y=3(x-2)²+1을 y=ax²+bx+c로 나타낼 때, a+b+c의 값은?",4,"3(x-2)²+1=3(x²-4x+4)+1=3x²-12x+13. a=3, b=-12, c=13. a+b+c=3-12+13=4",13,H05,c=3×4+1=13만을 답으로 제출,3,H05,상수항 +1을 빠뜨려 c=12로 잘못 계산해 a+b+c=3-12+12=3 산출,28,H05,b의 절댓값을 사용해 a+|b|+c=3+12+13=28로 계산,-6,H05,c=13을 3으로 잘못 계산해 a+b+c=3-12+3=-6 산출,
Q3994,H05,3,응용,학습,"이차함수 y=2(x-3)²+q의 최솟값이 -6일 때, 이 함수의 y절편은?",12,최솟값=q=-6. y절편=y(0)=2(0-3)²+(-6)=2×9-6=18-6=12,-6,H05,y절편=q=-6으로 혼동,18,H05,q값을 무시하고 y절편=2×9=18로 잘못 계산,24,H05,최솟값=-6에서 q=6으로 부호 오류를 범해 y절편=2×9+6=24 산출,-12,H05,(0-3)²=9를 계산하지 않고 2×(0-3)-6=−6-6=-12로 잘못 계산,
Q3995,H05,3,응용,학습,"이차함수 y=2(x-3)²+k와 y=(x+1)²-2의 최솟값이 서로 같을 때, k의 값은?",-2,y=(x+1)²-2의 최솟값=-2. y=2(x-3)²+k의 최솟값=k. k=-2,2,H05,y=(x+1)²-2의 최솟값 -2의 절댓값 2를 k로 답함,-1,H05,y=(x+1)²-2의 꼭짓점 x좌표 -1을 k로 혼동,3,H05,y=2(x-3)²+k의 꼭짓점 x좌표 3을 k로 혼동,0,H05,k=2+(-2)=0으로 잘못 계산,
