문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q226,B04,1,개념,진단,x > 1 과 x < 5 를 모두 만족하는 범위는?,1 < x < 5,두 범위의 교집합,x > 1,B04,한쪽 조건만,x < 5,B04,한쪽만,해 없음,B04,겹침 있음,x = 1 또는 x = 5,B04,등호 아님,"number-line:-1,7,1.0<x<5.0"
Q506,B04,1,개념,학습,x ≥ 0 과 x ≤ 5 를 모두 만족하는 범위는?,0 ≤ x ≤ 5,두 범위의 공통 부분,x ≥ 5,B04,두 조건 모두 만족 X,x ≤ 0,B04,두 조건 모두 만족 X,0 < x < 5,B04,등호 처리 누락,해 없음,B04,겹침 부분 있음,"number-line:-2,7,0.0<=x<=5.0"
Q507,B04,1,개념,학습,x > -3 과 x ≥ 1 을 모두 만족하는 범위는?,x ≥ 1,더 좁은 쪽이 답. 1 이상이면 -3 초과 자동 만족,x > -3,B04,x ≥ 1 조건 위반 가능,-3 < x < 1,B04,x ≥ 1 위반,x > 1,B04,등호 잘못 누락,해 없음,B04,공통 범위 있음,"number-line:-3,4,x>=1"
Q1376,B04,1,부등식,학습,x > -1 과 x < 4 를 모두 만족하는 정수의 개수는?,4개,"-1 < x < 4. 정수: 0, 1, 2, 3 → 4개",5개,B04,x > -1을 x ≥ -1로 잘못 이해하여 -1도 포함한 5개로 선택,3개,B04,"x < 4를 x < 3으로 잘못 이해하여 0, 1, 2만 세는 실수",6개,B04,"-1과 4 사이의 수를 -1, 0, 1, 2, 3, 4로 양 끝을 포함하여 6개로 세는 실수",2개,B02,"연립 풀이 오류로 해를 1 < x < 4으로 잘못 계산하여 2, 3만 선택",
Q1377,B04,1,부등식,학습,4x - 3 ≤ 9 과 2x + 1 > 5 를 모두 만족하는 범위는?,2 < x ≤ 3,4x≤12 → x≤3; 2x>4 → x>2. 교집합: 2 < x ≤ 3,x ≤ 3,B04,두 번째 조건 x>2를 교집합에 반영하지 않은 실수,x > 2,B04,첫 번째 조건 x≤3을 교집합에 반영하지 않은 실수,2 ≤ x < 3,B04,두 부등호 방향을 각각 바꿔 2≤x<3으로 잘못 계산,해 없음,B04,두 부등식이 교집합이 있는데 없다고 착각하는 실수,
Q1378,B04,1,부등식,학습,x - 1 ≤ 5 과 x + 3 > 0 을 모두 만족하는 범위는?,-3 < x ≤ 6,x≤6; x>-3. 교집합: -3 < x ≤ 6,x ≤ 6,B04,x > -3 조건을 교집합에 반영하지 않은 실수,-3 ≤ x ≤ 6,B04,x > -3을 x ≥ -3으로 잘못 이해하는 실수,-3 < x < 6,B04,x ≤ 6의 등호를 빠뜨려 x < 6으로 잘못 이해하는 실수,x > -3,B04,x ≤ 6 조건을 교집합에 반영하지 않은 실수,
Q2166,B04,1,부등식,학습,3x-2 > 4와 2x+1 ≤ 11을 모두 만족하는 x의 범위는?,2 < x ≤ 5,3x-2>4 → x>2. 2x+1≤11 → x≤5. 두 조건의 교집합: 2 < x ≤ 5,2 ≤ x ≤ 5,B04,첫 번째 부등식 경계에 등호를 포함시키는 실수,x > 2,B04,두 번째 부등식을 무시하고 첫 번째만 사용하는 오류,x ≤ 5,B04,첫 번째 부등식을 무시하고 두 번째만 사용하는 오류,2 < x < 5,B04,두 번째 부등식의 등호를 제거하는 실수,
Q2168,B04,1,부등식,학습,-3 < x+2 < 5를 풀면?,-5 < x < 3,"-3 < x+2 < 5의 각 변에서 2를 빼면 -3-2 < x < 5-2, 즉 -5 < x < 3",-3 < x < 5,B04,2를 빼지 않고 원래 범위를 그대로 쓰는 오류,-1 < x < 7,B01,2를 빼는 대신 더하는 실수,-5 ≤ x ≤ 3,B04,등호 없는 부등호에 등호를 추가하는 실수,-5 < x ≤ 3,B04,오른쪽 경계에만 등호를 추가하는 오류,
Q2956,B04,1,부등식,학습,x + 3 ≥ 2x - 1과 3x - 1 < 11을 모두 만족하는 x의 범위는?,x < 4,"x+3≥2x-1 → x≤4, 3x-1<11 → x<4. 교집합: x<4.",x ≤ 4,B04,등호 포함 여부를 잘못 처리.,1 < x < 4,B04,첫 부등식을 반대로 풀이.,x < 8,B04,두 조건을 합산하여 잘못 계산.,해 없음,B04,두 해의 교집합이 없다고 오해.,
Q2957,B04,1,부등식,학습,-4 ≤ 2x + 2 ≤ 10을 풀면?,-3 ≤ x ≤ 4,"-4≤2x+2 → -6≤2x → -3≤x, 2x+2≤10 → 2x≤8 → x≤4.",-6 ≤ x ≤ 8,B04,2로 나누기를 빠뜨림.,-3 < x < 4,B04,등호를 빼뜨림.,-3 ≤ x < 4,B04,한쪽 등호만 잘못 처리.,-2 ≤ x ≤ 6,B04,+2 이항 실수.,
