문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q255,V01,1,계산,학습,6x²/3x 를 약분하면?,2x,계수 6/3 변수 x²/x,2,V01,x 처리 안 함,2x²,V01,분모만 약분,x,V01,계수만,3x,V01,잘못 약분,
Q1056,V01,1,계산,학습,"(x²+3x+2)/(x+1)을 약분하면? (단, x≠-1)",x+2,x²+3x+2=(x+1)(x+2)이므로 (x+1)을 약분하면 x+2,x+3,P04,x²+3x+2를 (x+1)(x+3)으로 잘못 인수분해한 오류,x²+2,V01,분모를 지우고 지수를 낮춘 착각,(x+1)(x+2),P04,인수분해만 하고 약분하지 않은 상태,1/(x+2),V01,분자와 분모를 뒤집은 오류,
Q1057,V01,1,계산,학습,"(x²-9)/(x-3)을 약분하면? (단, x≠3)",x+3,x²-9=(x+3)(x-3)이므로 (x-3)을 약분하면 x+3,x-3,P04,차이제곱 공식에서 부호를 혼동한 오류,x+9,P04,x²-9를 (x+9)(x-1)처럼 잘못 인수분해,x²+3,V01,분모를 없애고 분자를 그대로 쓴 오류,x+3x,P04,공식 전개 후 동류항 정리를 잘못한 결과,
Q1058,V01,1,계산,학습,"(2x²+4x)/(x+2)를 약분하면? (단, x≠-2)",2x,2x²+4x=2x(x+2)이므로 (x+2)를 약분하면 2x,2x+4,P04,분자를 인수분해하지 않고 분모와 부분 소거한 오류,x+2,P04,2x 인수를 빠뜨리고 (x+2)만 남긴 오류,2x²,V01,분자의 한 항만 약분하고 나머지는 그대로 둔 오류,2(x+2),P04,인수분해 후 잘못된 항을 약분한 오류,
Q1060,V01,1,계산,학습,"(3x²-3x)/(x-1)을 약분하면? (단, x≠1)",3x,3x²-3x=3x(x-1)이므로 (x-1)을 약분하면 3x,3x-3,P04,분자를 인수분해하지 않고 분모와 부분 소거한 오류,3(x-1),P04,인수분해 후 잘못된 인수를 약분한 오류,3x²,V01,분자 뒷 항만 소거한 오류,x-1,P04,계수 3을 빠뜨리고 (x-1)을 남긴 오류,
Q1846,V01,1,계산,학습,"(x²-25)/(x+5) 를 약분하면? (단, x≠-5)",x-5,분자 x²-25=(x+5)(x-5) 이므로 (x+5) 를 약분하면 x-5.,x+5,V01,분자를 (x-5)(x+5)로 인수분해했지만 (x-5) 를 약분해 분자에 (x+5)가 남았다.,x²-5,V01,분자에서 분모를 직접 빼서 잘못 계산했다.,(x-5)(x+5),F02,인수분해는 했지만 (x+5) 를 약분하지 않았다.,x+5,V01,약분 후 남는 인수를 헷갈려 (x-5) 대신 (x+5)를 답으로 썼다.,
Q1848,V01,1,계산,학습,"(4x²-4x)/(x-1) 을 약분하면? (단, x≠1)",4x,분자 4x²-4x=4x(x-1) 이므로 (x-1) 를 약분하면 4x.,4(x-1),V01,분자를 4(x-1)로만 인수분해하고 x 를 공통인수로 묶지 않았다.,4x-4,V01,분모 (x-1) 를 분자 4x²-4x 에서 직접 빼서 잘못 계산했다.,4x²,V01,분자에서 4x 를 묶지 않고 분모 (x-1) 만 지워 4x² 를 답으로 썼다.,4x(x-1),V01,인수분해는 정확히 했지만 (x-1) 약분을 하지 않았다.,
Q1851,V01,1,계산,학습,"(3x²+6x)/(x+2) 를 약분하면? (단, x≠-2)",3x,3x²+6x=3x(x+2) 이므로 (x+2) 를 약분하면 3x.,3(x+2),V01,분자를 3(x²+2x)=3(x+2) 로만 묶고 x 를 공통인수로 인식하지 못했다.,3x+6,V01,분모 (x+2) 를 분자에서 직접 빼서 잘못 계산했다.,x+2,V01,공통인수 3x를 인식하지 못하고 분자에 (x+2)가 있다고만 봤다.,3x²,V01,3x² 에서 6x 를 무시하고 분모만 약분했다.,
Q2636,V01,1,약분,학습,"(x²-36)/(x-6) 을 약분하면? (단, x≠6)",x+6,x²-36=(x-6)(x+6)이므로 (x-6)(x+6)/(x-6)=x+6,x-6,P04,x²-36=(x-6)²으로 잘못 인수분해하여 약분 후 x-6이 됩니다.,(x+6)(x-6),V01,약분하지 않고 인수분해 결과만 적는 실수입니다.,x+36,V01,분모 (x-6)을 분자에서 뺄셈으로 처리하는 실수입니다.,x,V01,상수항을 무시하고 x²/x=x로 단순화하는 실수입니다.,
Q2638,V01,1,약분,학습,"(x²-x-2)/(x+1) 을 약분하면? (단, x≠-1)",x-2,x²-x-2=(x+1)(x-2)이므로 약분하면 x-2,x+2,P04,x²-x-2=(x+2)(x+1)로 잘못 인수분해하여 약분 후 x+2가 됩니다.,x-1,P04,조립제법 계산 착오로 x-1이 됩니다. 올바른 인수분해: (x+1)(x-2)를 확인하세요.,x,V01,상수항을 무시하고 x²/(x+1)≈x로 단순화하는 실수입니다.,x²-2,V01,분모 (x+1)에서 1만 약분하는 실수입니다.,
