문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q251,V01,2,인수분해,진단,(x²-1)/(x-1) 을 약분하면?,x+1,x²-1=(x+1)(x-1),x-1,V01,인수분해 결과 잘못,1,V01,약분 잘못,x²,V01,약분 안 함,1/(x-1),V01,잘못 약분,
Q252,V01,2,인수분해,학습,(x²-4)/(x+2) 을 약분하면?,x-2,x²-4=(x+2)(x-2),x+2,V01,부호 잘못,x²-2,V01,약분 잘못,-2,V01,잘못,2,V01,부호 잘못,
Q254,V01,2,인수분해,학습,(x²+5x+6)/(x+2) 을 약분하면?,x+3,x²+5x+6=(x+2)(x+3),x+2,V01,잘못 약분,x²+3,V01,약분 잘못,5x+6,V01,약분 안 함,1,V01,잘못,
Q1059,V01,2,계산,학습,"(x²-x-6)/(x-3)을 약분하면? (단, x≠3)",x+2,x²-x-6=(x-3)(x+2)이므로 (x-3)을 약분하면 x+2,x-2,P04,부호 혼동으로 (x-3)(x-2)로 잘못 인수분해,x+3,P04,x²-x-6을 (x-3)(x+3)으로 잘못 인수분해,x²-6,V01,분모에서 x만 소거하고 상수항은 그대로 둔 오류,x-6,P04,상수항만 보고 약분한 결과,
Q1061,V01,2,계산,학습,"(x²+4x+4)/(x+2)를 약분하면? (단, x≠-2)",x+2,x²+4x+4=(x+2)²이므로 (x+2) 하나를 약분하면 x+2,1,V01,(x+2)²÷(x+2)에서 전부 약분된다고 착각,2x+4,P04,(x+2)²를 전개 후 분모와 잘못 약분,(x+2)²,P04,완전제곱식을 인수분해하지 않고 그대로 둠,x+4,P04,(x+2)²를 (x+4)·(...)으로 잘못 인수분해,
Q1062,V01,2,계산,학습,"(x²-2x-8)/(x+2)를 약분하면? (단, x≠-2)",x-4,x²-2x-8=(x+2)(x-4)이므로 (x+2)를 약분하면 x-4,x+4,P04,부호 혼동으로 (x+2)(x+4)으로 잘못 인수분해,x-2,P04,x²-2x-8을 (x+2)(x-2)로 잘못 분해,x²-8,V01,x만 약분하고 상수항은 그대로 둔 오류,x-8,P04,상수항만 보고 약분한 오류,
Q1064,V01,2,계산,학습,"(2x²-8)/(x-2)를 약분하면? (단, x≠2)",2x+4,2x²-8=2(x+2)(x-2)이므로 (x-2)를 약분하면 2(x+2)=2x+4,2x-4,P04,부호 혼동으로 2(x-2)²로 인수분해한 오류,x+2,P04,계수 2를 빠뜨린 오류,2x²-4,V01,분모만 소거하고 분자를 부분적으로만 바꾼 오류,2(x-2),P04,인수분해 후 잘못된 인수를 약분한 오류,
Q1065,V01,2,계산,학습,"(x²+2x-15)/(x+5)를 약분하면? (단, x≠-5)",x-3,x²+2x-15=(x+5)(x-3)이므로 (x+5)를 약분하면 x-3,x+3,P04,부호 혼동으로 (x+5)(x+3)으로 잘못 인수분해,x-5,P04,인수분해에서 상수항 부호 혼동,x²-15,V01,x항만 약분하고 상수항은 그대로 둔 오류,x+15,P04,분자에서 분모를 빼는 오류,
Q1847,V01,2,계산,학습,"(x²+6x+9)/(x+3) 을 약분하면? (단, x≠-3)",x+3,분자 x²+6x+9=(x+3)² 이므로 (x+3) 을 약분하면 x+3.,x+9,V01,x²+6x+9 를 인수분해하지 않고 분모 (x+3) 을 분자에서 직접 빼서 오류가 났다.,1,V01,(x+3)²/(x+3) 에서 분자가 (x+3)이 두 개이므로 모두 없애 1이라고 잘못 생각했다.,(x+3)²,P04,분모 (x+3)을 약분하지 않고 그대로 두었다.,x+6,V01,분자를 x²+6x+9=(x+6)(x+3) 으로 잘못 인수분해했다.,
Q1849,V01,2,계산,학습,"(x²-7x+12)/(x-4) 를 약분하면? (단, x≠4)",x-3,x²-7x+12=(x-3)(x-4) 이므로 (x-4) 를 약분하면 x-3.,x-4,V01,약분 후 남는 인수를 헷갈려 (x-3) 대신 (x-4)를 답으로 썼다.,x+3,P04,x²-7x+12 를 (x+3)(x-4) 로 잘못 인수분해했다.,x²-3,V01,분모 (x-4) 를 분자에서 직접 빼서 계산했다.,(x-3)(x-4),V01,인수분해 후 약분 단계를 빠뜨렸다.,
Q1850,V01,2,계산,학습,"(x²+x-12)/(x-3) 을 약분하면? (단, x≠3)",x+4,x²+x-12=(x+4)(x-3) 이므로 (x-3) 을 약분하면 x+4.,x-4,P04,x²+x-12 를 (x-4)(x-3) 으로 잘못 인수분해했다.,x+12,V01,분모 (x-3) 을 분자에서 직접 빼서 오류가 났다.,x+1,V01,분모를 분자에서 단순히 나눠 x²+x-12 ÷ (x-3) 를 x+1로 잘못 계산했다.,(x+4)(x-3),V01,인수분해는 맞았지만 (x-3) 약분을 하지 않았다.,
Q1853,V01,2,계산,학습,"(x²-3x-10)/(x+2) 를 약분하면? (단, x≠-2)",x-5,x²-3x-10=(x-5)(x+2) 이므로 (x+2) 를 약분하면 x-5.,x+5,P04,x²-3x-10 을 (x+5)(x+2) 로 잘못 인수분해했다.,x-2,V01,약분 후 남는 인수를 헷갈려 (x-5) 대신 (x-2)를 답으로 썼다.,x²-5,V01,분모 (x+2) 를 분자에서 직접 빼서 계산했다.,(x-5)(x+2),V01,인수분해는 맞았지만 (x+2) 약분을 하지 않았다.,
Q2637,V01,2,약분,학습,"(x²+7x+10)/(x+2) 를 약분하면? (단, x≠-2)",x+5,x²+7x+10=(x+2)(x+5)이므로 약분하면 x+5,x+3,V01,비슷한 문제 x²+5x+6/(x+2)=x+3의 답과 혼동하는 실수입니다.,x+2,P04,x²+7x+10=(x+2)²으로 잘못 인수분해하여 약분 후 x+2가 됩니다.,x+7,P04,상수항 10 대신 계수 7을 상수로 쓰는 계산 착오입니다.,x,V01,약분 후 상수항 5를 빠뜨리는 실수입니다.,
Q2639,V01,2,약분,학습,"(x²+2x+1)/(x+1) 을 약분하면? (단, x≠-1)",x+1,x²+2x+1=(x+1)²이므로 (x+1)²/(x+1)=x+1,x+2,P04,x²+2x+1=(x+1)(x+2)로 잘못 인수분해하여 약분 후 x+2가 됩니다.,(x+1)²,V01,약분하지 않고 인수분해 결과만 그대로 적는 실수입니다.,x,V01,상수항 1을 빠뜨리는 실수입니다.,1,V01,분자와 분모가 완전히 같다고 착각하여 1로 계산하는 실수입니다.,
Q2641,V01,2,약분,학습,"(x³+x)/(x²+1) 을 약분하면? (단, x²+1≠0)",x,x³+x=x(x²+1)이므로 x(x²+1)/(x²+1)=x,x+1,P04,x³+x=x(x+1)로 잘못 인수분해하여 (x+1)/(x²+1)처럼 약분을 시도합니다.,x²+1,V01,분자·분모를 x로 나누는 것을 혼동하여 x²+1이 남는 실수입니다.,1,V01,분자와 분모가 같다고 착각하여 1로 계산하는 실수입니다.,x²,V01,분모 x²+1 중 x²만 상쇄하고 1을 무시하는 실수입니다.,
Q2642,V01,2,약분,학습,"(x²-4x+4)/(x-2) 를 약분하면? (단, x≠2)",x-2,x²-4x+4=(x-2)²이므로 (x-2)²/(x-2)=x-2,x+2,P04,완전제곱식을 잘못 외워 x²-4x+4=(x+2)²으로 인수분해하는 실수입니다.,(x-2)²,V01,약분을 하지 않고 인수분해 결과를 그대로 쓰는 실수입니다.,x,V01,상수항을 제거하고 x만 남기는 실수입니다.,x-4,P04,x²-4x+4=(x-4)(x-1)로 잘못 인수분해하는 실수입니다.,
Q2643,V01,2,약분,학습,"(4x²-1)/(2x-1) 을 약분하면? (단, x≠1/2)",2x+1,4x²-1=(2x-1)(2x+1)이므로 약분하면 2x+1,2x-1,P04,4x²-1=(2x-1)²으로 잘못 인수분해하여 약분 후 2x-1이 됩니다.,2x,V01,약분 후 상수항 1을 빠뜨리는 실수입니다.,4x+2,V01,약분 결과 (2x+1)에 2를 잘못 곱하여 4x+2로 계산하는 실수입니다.,4x-1,V01,분모 (2x-1)에서 1만 약분하는 실수입니다.,
Q3427,V01,2,약분,학습,"(x²-x-12)/(x+3) 을 약분하면? (단, x≠-3)",x-4,(x-4)(x+3)/(x+3) = x-4,x+4,P07,인수분해 부호 오류: (x+4)(x+3) 등으로 잘못 분해,x-3,V01,(x+3) 대신 (x-3)을 약분 또는 분모 항을 남김,x+3,V01,분자가 아닌 분모 항을 결과로 남김,(x+4)(x-3)/(x+3),P07,잘못된 인수분해 후 약분,
Q3428,V01,2,약분,학습,"(2x²+5x-3)/(x+3) 을 약분하면? (단, x≠-3)",2x-1,(2x-1)(x+3)/(x+3) = 2x-1,2x+1,P07,이차식 인수분해 부호 오류,x-3,P07,계수를 무시하고 (x-1)(x+3) 등으로 잘못 분해,(2x-1)(x+3),V01,약분 없이 인수분해 결과 그대로,2x,V01,상수항 -1 빠뜨림,
Q3430,V01,2,약분,학습,"(6x²-6)/(3x+3) 를 약분하면? (단, x≠-1)",2(x-1),6(x²-1)/[3(x+1)] = 6(x-1)(x+1)/[3(x+1)] = 2(x-1),2(x+1),V01,약분 후 (x-1) 대신 (x+1)을 남김,(x-1),V01,계수 6/3=2를 빠뜨림,2(x²-1)/(x+1),P06,인수분해를 하지 않은 채 상수만 처리,2x-6,M05,6(x-1)÷3 = 2(x-1)인데 6×(-1)/3=-2으로 오계산,
Q3432,V01,2,약분,학습,"(4x²-9)/(2x+3) 를 약분하면? (단, x≠-3/2)",2x-3,(2x+3)(2x-3)/(2x+3) = 2x-3,2x+3,V01,약분 후 분모 항을 결과로 남김,2x+1,P06,합·차의 곱 인수분해 오류,4x-6,V01,2(2x-3): 불필요한 인수 2 추가,(2x-3)/(2x+3),V01,인수분해 후 약분 안 함,
Q3435,V01,2,약분,학습,"(x³-x²-2x)/(x-2) 를 약분하면? (단, x≠2)",x²+x,x(x-2)(x+1)/(x-2) = x(x+1) = x²+x,x(x-2)=x²-2x,V01,약분 후 (x+1) 대신 (x-2)를 남김,x+1,P04,공통인수 x를 빠뜨림,x²-x,P07,인수분해 오류: x(x-1)(x-2)로 잘못 분해,(x-2)(x+1),P04,공통인수 x 누락,
Q4217,V01,2,약분,학습,"(2x²-x-1)/(2x+1) 을 약분하면? (단, x≠-1/2)",x-1,2x²-x-1=(2x+1)(x-1) 이므로 (2x+1) 약분 → x-1,2x-1,V01,인수분해 오류로 계수 혼동,x+1,V01,부호 오류,2x+1,V01,약분 후 분모를 답으로 착각,x,V01,상수항 -1 을 누락,
Q4220,V01,2,약분,학습,"(6x²+x-1)/(3x-1) 을 약분하면? (단, x≠1/3)",2x+1,6x²+x-1=(3x-1)(2x+1) 이므로 (3x-1) 약분 → 2x+1,3x+1,V01,잘못된 인수분해,2x-1,V01,부호 오류,6x+1,V01,분자를 완전히 인수분해하지 않음,x+1,V01,계수 오류,
Q4221,V01,2,약분,학습,"(x²+5x)/(x²+4x-5) 를 약분하면? (단, x≠1, x≠-5)",x/(x-1),"분자=x(x+5), 분모=(x+5)(x-1), (x+5) 약분 → x/(x-1)",(x+5)/(x-1),V01,분자에서 x 가 남음을 누락,x/(x+5),V01,분모를 잘못 인수분해,(x+5)/x,V01,분자와 분모 착각,x+5,V01,분모 약분 실수,
Q4224,V01,2,약분,학습,"(x²-x-6)/(x²-4) 를 약분하면? (단, x≠2, x≠-2)",(x-3)/(x-2),"분자=(x-3)(x+2), 분모=(x-2)(x+2), (x+2) 약분 → (x-3)/(x-2)",(x+3)/(x-2),V01,분자 인수분해 부호 오류,(x-3)/(x+2),V01,분모에서 남는 인수 착각,x-3,V01,분모 전체가 약분된다고 착각,(x-3)/(x+2)(x-2),V01,약분을 하지 않음,
Q4999,V01,2,인수분해,학습,"(x²+x-6)/(x²-9)를 약분하면? (단, x≠3, x≠-3)",(x-2)/(x-3),x²+x-6=(x+3)(x-2) x²-9=(x+3)(x-3)이므로 (x+3)(x-2)/((x+3)(x-3))=(x-2)/(x-3),(x+2)/(x-3),V01,x²+x-6=(x+2)(x-3)으로 잘못 인수분해,(x-2)/(x+3),V01,분모의 (x-3)을 (x+3)으로 혼동,(x-2)(x+3)/(x-3),V01,(x+3)을 약분하지 않고 분자에 남김,(x-6)/(x-9),V01,각 이차식의 상수항만 보고 단순 약분 시도,
Q5000,V01,2,인수분해,학습,"(x³-x)/(x+1)을 약분하면? (단, x≠-1)",x²-x,x³-x=x(x+1)(x-1)이므로 x(x+1)(x-1)/(x+1)=x(x-1)=x²-x,x²+x,V01,x³-x=x(x+1)²으로 잘못 인수분해해 약분 후 x(x+1)=x²+x,x-1,V01,x(x-1)에서 x를 빠뜨리고 x-1만 남김,x²,V01,x(x-1)=x²-x를 x²으로 잘못 전개,x²-1,V01,x(x-1)=x²-x를 x²-1로 잘못 계산,
Q5001,V01,2,인수분해,학습,"(3x²+12x)/(x²-16)을 약분하면? (단, x≠4, x≠-4)",3x/(x-4),3x²+12x=3x(x+4) x²-16=(x+4)(x-4)이므로 3x(x+4)/((x+4)(x-4))=3x/(x-4),3x/(x+4),V01,분모를 (x-4)² 또는 (x+4)(x-4) 대신 (x+4)로만 처리,3/(x-4),V01,분자의 x를 약분해버리는 오류,3x(x+4)/(x-4),V01,(x+4) 약분 없이 분자 인수분해만 수행,12x/(x²-16),V01,3x²+12x=12x로 잘못 처리,
Q5002,V01,2,인수분해,학습,"(x²+6x+8)/(x²+5x+4)를 약분하면? (단, x≠-4, x≠-1)",(x+2)/(x+1),x²+6x+8=(x+2)(x+4) x²+5x+4=(x+1)(x+4)이므로 (x+2)(x+4)/((x+1)(x+4))=(x+2)/(x+1),x+2,V01,분모 (x+1)까지 모두 약분하는 오류,(x+4)/(x+1),V01,(x+2) 대신 (x+4)를 약분하지 않는 오류,1,V01,분자와 분모가 같다고 잘못 판단,(x+2)/(x+4),V01,분모를 (x+1)(x+4) 대신 다른 인수로 잘못 인수분해,
