문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q434,I05,3,계산,학습,(-1/2) × (1/3) - (1/4) 의 값은?,-5/12,곱 먼저 -1/6. 통분 후 -2/12 - 3/12 = -5/12,-1/12,I05,-1/6 - 1/4 인데 -1/12 로 잘못. 통분 누락,-1/2,I05,곱 처리에서 1/2 로 잘못. (-1/2)×(1/3) = -1/6,1/12,I02,부호 빼먹음,-7/12,F03,통분 후 분자 처리 잘못,
Q435,I05,3,계산,학습,((1/2) - (1/3)) ÷ (-1/6) 의 값은?,-1,괄호 안 1/6. -1/6 의 역수 -6 곱하면 1/6 × (-6) = -1,1,I02,부호 빼먹음. 양 ÷ 음 = 음,-1/36,F05,역수 처리 안 하고 그대로 곱함,0,I05,괄호 안을 0 으로 잘못 계산,-6,F05,역수만 적고 1/6 처리 누락,
Q1301,I05,3,계산,학습,(-7/4) - (3/8) 의 값은?,-17/8,(-7/4) = -14/8 이므로 -14/8 - 3/8 = -17/8,-5/6,N03,분자끼리 더하고 분모끼리 더해 (-7-3)/(4+8) = -10/12 = -5/6 으로 잘못 계산,17/8,I05,뺄셈 결과의 부호를 양수로 처리하여 17/8 로 답,-10/8,N03,-7/4 를 -7/8 로 잘못 통분하여 -7/8-3/8 = -10/8 로 계산,-11/8,N03,-7/4 = -14/8 로 통분하되 14-3 = 11 로 올바르게 구하고 부호를 양수로 혼동,
Q1302,I05,3,계산,학습,(-1/5) ÷ (2/3) × (-6/5) 의 값은?,9/25,(-1/5) × (3/2) = -3/10 이고 (-3/10) × (-6/5) = 18/50 = 9/25,-9/25,I05,음수×음수 = 양수임을 잊고 마지막 부호를 음수로 처리,4/25,N03,18/50 을 기약분수로 약분할 때 GCD 를 2 대신 4 로 잘못 선택,-3/10,I05,(-6/5) 와의 곱셈을 빠뜨리고 첫 단계 결과 -3/10 에서 계산 종료,-12/75,N03,3/2 × (-6/5) = -18/10 이 아닌 -12/75 로 잘못 계산 후 기약분수 오류,
Q1305,I05,3,계산,학습,(1/3) ÷ (-1/2) + (-5/6) 의 값은?,-3/2,(1/3) ÷ (-1/2) = (1/3) × (-2) = -2/3 이고 -2/3 + (-5/6) = -4/6-5/6 = -9/6 = -3/2,-1/6,I05,(1/3) ÷ (-1/2) = -2/3 대신 +2/3 으로 처리해 2/3-5/6 = 4/6-5/6 = -1/6 으로 계산,-7/6,I05,(1/3) ÷ (-1/2) = -1/3 으로 잘못 계산해 -1/3-5/6 = -2/6-5/6 = -7/6 로 답,-9/6,N03,답이 -9/6 인데 기약분수로 약분하지 못해 -3/2 대신 -9/6 으로 답,3/2,I05,전체 부호를 양수로 처리하여 2/3+(-5/6) 아닌 방식으로 3/2 를 도출,
Q2093,I05,3,계산,학습,(-2/3) ÷ (4/9) + 3/2 의 값은?,0,(-2/3) ÷ (4/9) = (-2/3) × (9/4) = -3/2 이므로 -3/2 + 3/2 = 0이다.,-3/2,I05,+ 3/2를 더하지 않고 (-2/3) ÷ (4/9) = -3/2를 최종 답으로 계산한 경우이다.,3,I05,"(-2/3)의 음수 부호를 무시하여 (2/3) ÷ (4/9) = 3/2, 3/2 + 3/2 = 3으로 계산한 경우이다.",-3,I05,부호 실수로 3/2 + 3/2의 합을 음수로 계산한 경우이다.,3/2,I05,(-2/3) ÷ (4/9)의 부호를 반전하여 3/2 + 3/2 = 3이 아닌 3/2로 계산한 경우이다.,
Q2094,I05,3,계산,학습,(-1/4) × 8 + (3/2) ÷ (-3) 의 값은?,-5/2,(-1/4) × 8 = -2 이고 (3/2) ÷ (-3) = -1/2 이므로 -2 + (-1/2) = -5/2이다.,3/2,I05,"(-1/4)의 부호를 무시하여 1/4 × 8 = 2, 2 + (-1/2) = 3/2로 계산한 경우이다.",-3/2,I05,(3/2) ÷ (-3)의 부호를 무시하여 -2 + 1/2 = -3/2로 계산한 경우이다.,-7/2,I05,"(3/2) ÷ (-3)에서 역수 없이 곱셈을 하여 (3/2) × (-3) = -9/2, -2 + (-3/2) = -7/2로 계산한 경우이다.",-1/2,I05,(-1/4) × 8 = 0으로 잘못 계산한 경우이다.,
Q2095,I05,3,응용,학습,어떤 수에 (-3/2)를 곱하였더니 9/4가 되었다. 어떤 수는?,-3/2,어떤 수를 x라 하면 x × (-3/2) = 9/4이므로 x = 9/4 ÷ (-3/2) = 9/4 × (-2/3) = -3/2이다.,3/2,I05,부호 실수로 결과를 양수로 계산한 경우이다.,-27/8,I05,나눗셈 대신 곱셈을 하여 9/4 × (-3/2) = -27/8로 계산한 경우이다.,3/8,I05,역수와 부호를 모두 잘못 처리한 경우이다.,-6,I05,"역수를 잘못 취하여 9/4 ÷ (3/2) = 3/2, 부호 처리 실수로 -6으로 계산한 경우이다.",
Q2882,I05,3,계산,학습,(-1/2)² - 3/4의 값은?,-1/2,(-1/2)² = 1/4이므로 1/4 - 3/4 = -2/4 = -1/2,1/2,I05,1/4 - 3/4 = -2/4의 부호를 양수로 처리,1,I05,(-1/2)²=-1/4로 잘못 계산 후 -1/4-3/4=-1로 계산,-1,I05,(-1/2)²=-1/4로 계산 후 -1/4-3/4=-1,1/4,I05,거듭제곱 계산 후 뺄셈을 무시하고 1/4를 그대로 씀,
Q2884,I05,3,계산,학습,어떤 수에 (-2/3)를 나누었더니 3/2가 되었다. 어떤 수는?,-1,x ÷ (-2/3) = 3/2이므로 x = 3/2 × (-2/3) = -6/6 = -1,1,I05,곱셈 결과에서 음수 부호를 빠뜨려 +1,-9/4,I05,역수를 잘못 취해 x = 3/2 ÷ (2/3) 방식으로 계산,9/4,I05,x = 3/2 × (3/2) = 9/4로 역수를 잘못 적용,-2/3,I05,어떤 수가 나누는 수(-2/3)라고 혼동,
Q2885,I05,3,계산,학습,(-2/3) × 6 - (3/4) ÷ (1/4)의 값은?,-7,"(-2/3)×6 = -4, (3/4)÷(1/4) = 3/4×4 = 3. -4 - 3 = -7",-1,I05,(-2/3)×6=-4와 (3/4)÷(1/4)=3을 더해 -4+3=-1,7,I05,음수 부호를 모두 무시하고 4+3=7,-4,I05,두 번째 항 (3/4)÷(1/4)=3 계산을 빠뜨리고 -4만 답함,-3,I05,첫 번째 항을 (-2/3)×6=-2/3×6=-12/3=-4가 아닌 -3으로 오산,
Q3672,I05,3,계산,학습,(-1/6) ÷ (1/2) + (5/4) × (-4/5) 의 값은?,-4/3,"(-1/6)×2=-1/3, (5/4)×(-4/5)=-1, -1/3+(-1)=-4/3",-1/3,I05,두 번째 항 (5/4)×(-4/5)를 계산하지 않고 -1/3만 답으로 내는 실수,2/3,I05,부호 실수로 -1/3+1=2/3으로 계산,-2/3,I05,(-1)+(-1/3)의 합을 -2/3으로 잘못 통분,-1,I05,첫 항 (-1/6)÷(1/2)=0으로 잘못 처리하여 0+(-1)=-1,
