문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6006,D12,2,계산,학습,직선 y = 2x - 3을 x축에 대해 대칭이동한 식은?,y = -2x + 3,x축 대칭: y → -y. -y = 2x-3 → y = -2x+3.,y = 2x + 3,D12,y절편만 부호를 바꾼 오답이다.,y = -2x - 3,D12,기울기만 부호를 바꾼 오답이다.,y = 2x - 3,D12,이동하지 않은 원래 식을 쓴 오답이다.,x = 2y - 3,D12,x와 y를 바꾼 y=x 대칭 오답이다.,
Q6007,D12,2,계산,학습,포물선 y = x² - 4x + 1을 y축에 대해 대칭이동한 식은?,y = x² + 4x + 1,y축 대칭: x → -x. y = (-x)² - 4(-x) + 1 = x² + 4x + 1.,y = -x² - 4x + 1,D12,x² 항의 부호까지 바꾼 오답이다.,y = x² - 4x + 1,D12,이동하지 않은 원래 식을 쓴 오답이다.,y = -x² + 4x - 1,D12,x축 대칭을 y축 대칭으로 혼동한 오답이다.,x = y² - 4y + 1,D12,x와 y 전체를 바꾼 오답이다.,
Q6008,D12,2,추론,학습,"점 A(a, b)를 직선 y = x에 대해 대칭이동하면 점 B(4, -1)이 된다. a+b의 값은?",3,"y=x 대칭: (a, b) → (b, a) = (4, -1). 따라서 b=4, a=-1. a+b = -1+4 = 3.",5,D12,"a=4, b=-1로 혼동하여 a+b=3이 아닌 3과 다른 값을 계산한 오답이다.",-1,D12,a=-1만 답으로 쓴 오답이다.,4,D12,b=4만 답으로 쓴 오답이다.,8,D12,a+b = 4+(-1)+5 등 잘못 계산한 오답이다.,
Q6009,D12,2,계산,학습,원 (x-2)² + (y+3)² = 16을 원점에 대해 대칭이동한 원의 방정식은?,(x+2)² + (y-3)² = 16,"원점 대칭: (x,y) → (-x,-y). 중심 (2,-3) → (-2,3). (x+2)² + (y-3)² = 16.",(x-2)² + (y+3)² = 16,D12,이동하지 않은 원래 식을 쓴 오답이다.,(x+2)² + (y+3)² = 16,D12,y만 대칭시킨 x축 대칭과 혼동한 오답이다.,(x-2)² + (y-3)² = 16,D12,x만 대칭시킨 y축 대칭과 혼동한 오답이다.,(x+3)² + (y-2)² = 16,D12,x와 y 좌표를 뒤바꾼 y=x 대칭과 혼동한 오답이다.,
Q6013,D12,2,추론,진단검토,"점 P(3, -2)를 직선 y = x에 대해 대칭이동한 점을 A, x축에 대해 대칭이동한 점을 B라 할 때, AB 사이의 거리는?",√26,"A: y=x 대칭 → (-2, 3). B: x축 대칭 → (3, 2). AB = √((3-(-2))²+(2-3)²) = √(25+1) = √26.",5,D12,두 점의 x좌표 차만 계산한 오답이다.,√17,D12,좌표 차를 잘못 계산하여 √(16+1)로 구한 오답이다.,√10,D12,일부 좌표 차만 제곱한 오답이다.,1,D12,y좌표 차만 계산한 오답이다.,
Q6237,D12,2,선택형,학습,직선 y = −3x + 2를 원점에 대해 대칭이동한 식은?,y = −3x − 2,"원점 대칭: x → −x, y → −y. −y = −3(−x) + 2 = 3x + 2 → y = −3x − 2",y = 3x + 2,D12,"x → −x, y → −y 대입 후 계산 부호 오류",y = 3x − 2,D12,y만 부호 바꾸는 x축 대칭 혼동,y = −3x + 2,D12,이동 없이 원래 식 그대로 쓴 오류,y = 3x,D12,상수항을 소거하는 잘못된 처리,
Q6238,D12,2,선택형,학습,포물선 y = 2x² − x + 3을 x축에 대해 대칭이동한 식은?,y = −2x² + x − 3,x축 대칭: y → −y. −y = 2x² − x + 3 → y = −2x² + x − 3,y = 2x² + x − 3,D12,x → −x를 적용하는 y축 대칭 혼동,y = 2x² − x − 3,D12,상수항만 부호를 바꾸는 부분 적용 오류,y = −2x² − x + 3,D12,y 전체 부호 변환 후 x 항 부호 오류,y = −2x² − x − 3,D12,모든 항 부호 바꾸는 원점 대칭 혼동,
Q6239,D12,2,선택형,학습,원 (x + 1)² + (y − 3)² = 9를 y축에 대해 대칭이동한 원의 방정식은?,(x − 1)² + (y − 3)² = 9,"y축 대칭: x → −x. (−x + 1)² + (y − 3)² = 9 → (x − 1)² + (y − 3)² = 9. 중심 (−1, 3) → (1, 3).",(x + 1)² + (y + 3)² = 9,D12,y좌표 부호도 바꾸는 원점 대칭 혼동,(x − 1)² + (y + 3)² = 9,D12,"x, y 둘 다 부호를 바꾸는 오류",(x + 1)² + (y − 3)² = 9,D12,이동 없이 원래 식 그대로 쓴 오류,(x − 1)² + (y − 3)² = 16,D12,반지름까지 변환하는 오류,
Q6240,D12,2,선택형,학습,"점 A(p, q)를 직선 y = x에 대해 대칭이동한 점이 B(5, −2)일 때 p + q의 값은?",3,"y = x 대칭: (p, q) → (q, p) = B(5, −2). 따라서 q = 5, p = −2. p + q = 3",7,D12,"(p, q) = (5, −2) 그대로 읽어 5 + (−2) = 3으로 계산 혼동",−7,D12,"p = 5, q = −2 로 잘못 읽어 5 + (−2) = 3 아닌 −7로 계산",−3,D12,부호를 반대로 적용하는 오류,10,D12,q + p = 5 + 5 로 잘못 계산하는 오류,
Q6241,D12,2,선택형,학습,직선 y = 2x − 5를 직선 y = x에 대해 대칭이동한 식은?,y = (1/2)x + (5/2),y = x 대칭: x와 y를 교환. x = 2y − 5 → 2y = x + 5 → y = (1/2)x + (5/2),y = −(1/2)x + (5/2),D12,기울기의 역수에서 부호를 바꾸는 오류,y = 2x + 5,D12,y절편만 부호를 바꾸는 오류,y = (1/2)x − (5/2),D12,x와 y 교환 후 상수항 부호 처리 오류,y = −2x + 5,D12,기울기를 음수로 취하는 x축 대칭 혼동,
Q6244,D12,2,선택형,진단검토,포물선 y = x² − 4x + 3을 y축에 대해 대칭이동한 식은?,y = x² + 4x + 3,y축 대칭: x → −x. y = (−x)² − 4(−x) + 3 = x² + 4x + 3,y = −x² + 4x − 3,D12,y → −y의 x축 대칭 혼동,y = x² − 4x − 3,D12,상수항만 부호를 바꾸는 오류,y = −x² − 4x − 3,D12,원점 대칭으로 혼동하여 전체 부호 변경,y = x² − 4x + 3,D12,대칭이동을 적용하지 않고 원래 식 그대로,
Q6469,D12,2,계산,학습,포물선 y=-x²+4x-1을 x축에 대해 대칭이동한 식은?,y = x²-4x+1,x축 대칭: y→-y. -y=-x²+4x-1 → y=x²-4x+1이다.,y = x²+4x-1,D12,x에 -x를 대입한 y축 대칭이동과 혼동한 오답이다.,y = -x²-4x+1,D12,x축에 대해 x좌표도 바꾸는 오류이다.,y = -x²+4x+1,D12,상수항 부호만 바꾼 오답이다.,y = x²-4x-1,D12,y를 -y로만 바꾸고 상수항 부호를 틀린 오답이다.,
Q6470,D12,2,계산,학습,"점 A(-2, 3)을 직선 y=x에 대해 대칭이동한 점 B의 좌표는?","(3, -2)","y=x 대칭: (x,y)→(y,x). (-2,3)→(3,-2)이다.","(2, -3)",D12,좌표 교환 후 부호도 바꾼 오답이다.,"(-3, 2)",D12,"(-2,3)→(-3,2)로 잘못 교환한 오답이다.","(-2, 3)",D12,대칭이동을 적용하지 않은 오답이다.,"(2, 3)",D12,절댓값만 교환한 오답이다.,
Q6471,D12,2,계산,학습,직선 2x-y+3=0을 y축에 대해 대칭이동한 직선의 방정식은?,2x+y-3=0,y축 대칭: x→-x. 2(-x)-y+3=0 → -2x-y+3=0 → 2x+y-3=0이다.,2x-y+3=0,D12,대칭이동을 적용하지 않은 오답이다.,-2x+y+3=0,D12,x만 -x로 바꾸고 부호 정리를 잘못한 오답이다.,2x-y-3=0,D12,상수항 부호만 바꾼 오답이다.,2x+y+3=0,D12,부호 정리를 잘못한 오답이다.,
